id,fold,type,label,text1,text2
because-1822572.ann-E7,6,Purpose,cause,fight against cuts and fight for broader and better coverage,form alliances with hospitals and health executives
because-CHRG-110hhrg44900-1.ann-E48,7,Consequence,cause,the leadership and support provided by this committee and by other leaders in Congress,our seamless cooperation to achieve it possible
because-1853335.ann-E28,8,Motivation,cause,a confluence of political forces as well as significant changes in the marketplace,the Bush administration's different approach to Microsoft
because-1855648.ann-E28,9,Consequence,cause,you're criminally insane,you still shouldn't be able to vote
because-1854824.ann-E5,0,Purpose,cause,highlight the candidate's so-called flip-flops on issues,who keep showing up at Mr. Romney's events dressed as a dolphin named Flipper
because-CHRG-110hhrg44900-2.ann-E143,1,Consequence,cause,it had been earlier,it would be better
because-wsj_1849.ann-E13,2,Motivation,cause,it takes only 43 cents to buy a dollar's worth of a firm's capital stock,an alert entrepreneur won't look the other way
because-CHRG-110hhrg44900-2.ann-E7,3,Consequence,cause,new capital requirements and liquidity standards,and sort of a tension between that and the need for these institutions to raise more capital
because-CHRG-110hhrg44900-1.ann-E92,4,Consequence,cause,strong risk measurement and risk management practices,managers assess the risk that they face on a firm-wide basis
because-wsj_1803.ann-E11,5,Purpose,cause,ferry passengers to the Bay area,relying on buses
because-wsj_1353.ann-E14,6,Motivation,cause,U.S. aid in resolving the cases of three Iranians kidnapped in Lebanon in 1982 or the release of frozen Iranian assets,the assistance
because-wsj_1947.ann-E5,7,Consequence,cause,confusion (much of it in Washington),The spot dislocations that showed up
because-1853957.ann-E2,8,Motivation,cause,Republicans attacked individual projects to score political points,he would bar earmarks completely
because-CHRG-110hhrg44900-1.ann-E86,9,Motivation,cause,"organizing the HOPE NOW Alliance, which has helped to keep hundreds of thousands of families in their homes","specifically thank you and your staff, as well as the public and private sector partners"
because-wsj_1506.ann-E22,0,Consequence,obstruct,congressional curbs,the spy agency's role in the coup attempt in Panama
because-Article247_3500.ann-E11,1,Consequence,cause,it had been founded here,AOL would never have existed
because-1851286.ann-E2,2,Consequence,cause,the site,witness harassment
because-wsj_1506.ann-E4,3,Consequence,cause,the sort of congressional requirements,the failure of such covert actions as this month's futile effort to oust Panamanian dictator Manuel Noriega
because-CHRG-111shrg61651.ann-E19,4,Consequence,cause,"they have to pay a lot more money--they pay higher interest for funds, their cost of capital is higher",the community banks are disadvantaged by the current situation
because-wsj_1506.ann-E10,5,Motivation,cause,foreign coups,how the U.S. might operate
because-wsj_1803.ann-E15,6,Motivation,cause,the noise level in the control tower was overwhelming without the windows,traffic was being limited yesterday to 27 arrivals and 27 departures an hour -- down from 33 to 45 an hour normally
because-CHRG-110hhrg44900-2.ann-E60,7,Consequence,cause,the type of market discipline,the health of our capital markets
because-1821059.ann-E31,8,Consequence,cause,party leaders,the attendance of their members
because-wsj_1874.ann-E20,9,Consequence,cause,California is forced to issue new debt over time to repair public facilities,lag Treasurys
because-wsj_1603.ann-E16,0,Purpose,cause,commend his achievements,National leaders stopped by his stand
because-1851302.ann-E1,1,Consequence,cause,Mexico's,immigration reform succeed
because-1853957.ann-E3,2,Purpose,cause,score political points,Republicans attacked individual projects
because-wsj_1829.ann-E9,3,Motivation,cause,trouble arises,dial Digital automatically
because-1853339.ann-E12,4,Purpose,cause,temper his words,"Mr. Murphy, a longtime Republican, had to pause"
because-20020731-nyt.ann-E34,5,Consequence,cause,"Powell and representatives of the nations of the Asian group, including Indonesia",it hard to use forged travel papers
because-1852160.ann-E27,6,Motivation,cause,what kind of system,people come forward
because-ArticleIP_1060.ann-E8,7,Consequence,cause,the use of ventilators and injections of hormones,Circulation
because-1853339.ann-E13,8,Consequence,cause,competition from illegal immigrants,A nephew who works as a house painter had trouble finding high-paying work
because-1826095.ann-E1,9,Motivation,cause,commercial flights had been canceled,the plane had been sent
because-wsj_1455.ann-E6,0,Consequence,cause,Solar-powered batteries,the spire glow
because-wsj_1603.ann-E27,1,Motivation,obstruct,too painful,bear
because-20020731-nyt.ann-E172,2,Consequence,cause,"His arrest in Manhattan, after attempting to sell the coin for $1.5 million",a court battle over whether -- thanks to the Treasury's mistaken export permission in 1944 -- the coin could be legally owned.
because-wsj_2125.ann-E9,3,Consequence,cause,consumers lose confidence in the economy,could the Wall Street gyrations damp Christmas sales
because-wsj_1450.ann-E37,4,Consequence,obstruct,an increased police presence,further attacks
because-1853106.ann-E2,5,Consequence,cause,the Constitutional Court rules on whether prosecutors violated state secrecy in bringing the case,the trial should be halted
because-1854691.ann-E3,6,Consequence,cause,enough evidence,"refer charges to a court-martial for one of the marines, Lance Cpl. Justin L. Sharratt, who is accused of killing three of the men"
because-wsj_1603.ann-E24,7,Consequence,obstruct,writers,his entry into their official association
because-1845580.ann-E15,8,Consequence,cause,time,Final victory
because-wsj_1780.ann-E4,9,Consequence,cause,he had authority to block buy-outs in advance,"it would be ``cleaner, more efficient''"
because-20020731-nyt.ann-E135,0,Consequence,cause,the Sept. 11 terrorist attack,the building collapsed
because-CHRG-111shrg61651.ann-E43,1,Consequence,obstruct,too big,fail
because-1855259.ann-E7,2,Consequence,cause,suicide attacks,enough fear among the general populace to cause thousands to flee for neighboring Pakistan or Iran
because-wsj_1446.ann-E4,3,Purpose,cause,determine whether a caller has reason to sue,"Cane lawyers review documents and perform research, if necessary, with the help of three law clerks and several support staffers"
because-CHRG-110hhrg44900-2.ann-E46,4,Motivation,cause,"I thought that our regulatory agencies, no matter how they were organized, whether it was by financial institution category or not, had as its prime objective, all of those things that you talk about doing now",I'm surprised
because-1851291.ann-E13,5,Consequence,cause,Senator Brownback,there be a contradiction between faith and reason
because-20020731-nyt.ann-E178,6,Consequence,cause,"Opening the process to other designers, both here and internationally",separate this urban plan from the ordinary
because-20020731-nyt.ann-E77,7,Purpose,cause,begin work on the Excel Institute,he sold it
because-NYTnewswire4.ann-E11,8,Motivation,cause,the 11-game format,it wasn't going to happen
because-1852197.ann-E6,9,Consequence,obstruct,you have the ability to have a presence on the street by people who are seen as honest and who are not letting things come back in,you can't shift into another area and expect that place to stay the way it was
because-1854675.ann-E15,0,Purpose,cause,medical treatment,"The Gaza strongman Muhammad Dahlan, the former chief of Gaza's Preventive Security who is now Mr. Abbas's national security adviser, has been abroad for weeks"
because-CHRG-110hhrg44900-1.ann-E162,1,Consequence,obstruct,conditions,No one else can borrow money
because-CHRG-110hhrg44900-1.ann-E194,2,Motivation,cause,holding this hearing,"Thank you, Mr. Chairman"
because-1821059.ann-E2,3,Motivation,cause,whose absence,Mr. Mashhadani ask: ``When will he be back?
because-Article247_3500.ann-E1,4,Motivation,cause,I often feel as if I only get half the story sometimes,I typically do a massive amount of reporting that is most often much more than I will ever need
because-CHRG-110hhrg44900-1.ann-E136,5,Consequence,cause,sufficient criteria,prevent cost to the taxpayer to the greatest extent possible
because-wsj_1780.ann-E22,6,Consequence,obstruct,the Transportation Department,airline leveraged buy-outs
because-wsj_1698.ann-E10,7,Consequence,cause,Congress disposes,a President would have a chance twice each year to return a package of ``rescissions'' to the Hill
because-CHRG-110hhrg44900-1.ann-E41,8,Consequence,obstruct,Infusing liquidity into the marketplace,the credit crunch seizing the system
because-wsj_1971.ann-E10,9,Consequence,cause,Optical-storage devices,it far easier to edit film clips or audio recordings with a computer
because-CHRG-110hhrg44900-1.ann-E51,0,Consequence,obstruct,our regulatory structure,our competitiveness
because-ArticleIP_1060.ann-E22,1,Consequence,cause,Some,doctors decide for themselves if the fetus is viable
because-wsj_1689.ann-E1,2,Purpose,cause,"prevent the use of the name ``Deloitte'' by Deloitte, Haskins & Sells and Touche Ross & Co. in England and the rest of the world",The British firm has begun court proceedings in London
because-1853958.ann-E1,3,Consequence,cause,Florida Democratic Party,the results of the presidential primary on Jan. 29 binding
because-CHRG-110hhrg44900-2.ann-E126,4,Consequence,cause,a good while,get to there
because-wsj_1248.ann-E12,5,Consequence,cause,they try to sell the issue in the open market,left with underwriters
because-1826095.ann-E3,6,Purpose,cause,airlift some American officials and private citizens to neighboring Senegal,the United States sent a military plane
because-CHRG-110hhrg44900-1.ann-E88,7,Motivation,cause,recent events,"the Basel Committee on Banking Supervision consider higher capital charges for such items as certain complex structured credit products, assets and banks trading books, and liquidity guarantees provided to off-balance sheet vehicles"
because-wsj_0120.ann-E2,8,Consequence,cause,Corporations and museums are among the serious buyers,greater market stability
because-wsj_1044.ann-E5,9,Consequence,cause,the two-thirds majority,overturn the president's veto of legislation renewing support of Medicaid abortions for poor women who are victims of rape and incest
because-1854158.ann-E8,0,Consequence,cause,two gunmen opened fire on students as they left for home,"two students, ages 29 and 15, were killed and four were wounded outside a girls' school in the southeastern province of Logar on Tuesday"
because-1822572.ann-E13,1,Motivation,cause,we believe that checks and balances are important at this very difficult moment,"it was important to back the Republicans, who narrowly control the Senate"
because-wsj_1455.ann-E20,2,Purpose,cause,paneling,used
because-1852710.ann-E14,3,Consequence,cause,Such memorial sites,"ensure that the heroism of those who fought is not forgotten, and that ``the passage of time and the thinning of their ranks will never dim the glory of their deeds.''"
because-20020731-nyt.ann-E2,4,Consequence,cause,Your actions and failure to act,violations of Senate rules (and related statutes)
because-20020731-nyt.ann-E48,5,Purpose,cause,OFFER SOFTWARE FOR WIRELESS DEVICES AND SERVICES,MICROSOFT TEAMS WITH AT&T
because-CHRG-110hhrg44900-1.ann-E122,6,Consequence,obstruct,too interconnected,fail
because-wsj_1103.ann-E9,7,Purpose,cause,dress up results -- and perhaps bolster performance-related bonuses,improperly deferring expenses and booking revenue early
because-CHRG-110hhrg44900-1.ann-E21,8,Consequence,cause,The regulatory regime we establish and follow,market discipline
because-20000410_nyt-NEW.ann-E10,9,Purpose,cause,assess a humanitarian crisis that has festered since the Gulf War of 1990,visit the country next week
because-wsj_1506.ann-E16,0,Consequence,cause,the Reagan administration had sought unsuccessfully to win committee approval of funding for new Panama coup efforts,The issue came to a head last year
because-20020731-nyt.ann-E15,1,Motivation,cause,"allowing his seat in the chamber ""to be placed in this position.""",apologize to the people of New Jersey
because-wsj_1698.ann-E4,2,Motivation,cause,slipping this in,winking at this person
because-CHRG-110hhrg44900-2.ann-E144,3,Consequence,cause,Chairman Bernanke,"the Fed fully realize its role, not only managing monetary policy and guarding the safety and soundness of our financial institutions, but also focusing on curbing unfair and deceptive practices that have hurt working Americans and our overall economy"
because-1852711.ann-E13,4,Consequence,cause,Mrs. Merkel,global warming her signature issue
because-wsj_1849.ann-E4,5,Motivation,cause,The eerie complacency of the Reagan-Bush era,Panglossian paeans about the present perfection of U.S. economic and social arrangements
because-wsj_1689.ann-E6,6,Motivation,cause,keeping major auditing work in England,get even with the merged Deloitte-Touche firm
because-CHRG-110hhrg44900-1.ann-E152,7,Motivation,obstruct,"we establish a modern, regulatory structure",unsound practices and conduct
because-1855648.ann-E35,8,Consequence,cause,the law,judges allow voting in individual cases
because-wsj_1803.ann-E16,9,Consequence,obstruct,the windows,the noise level in the control tower was overwhelming
because-1853335.ann-E30,0,Motivation,cause,search of an accommodation,Microsoft lawyers and engineers had been working closely with both state and federal officials in recent days
because-20020731-nyt.ann-E73,1,Consequence,cause,young enough,be a part of the Redskins' Over the Hill Gang
because-wsj_1506.ann-E5,2,Motivation,cause,"the U.S. didn't think the coup plotters intended to kill Mr. Noriega, but merely sought to imprison him",No notification was ever considered
because-CHRG-111shrg61651.ann-E15,3,Motivation,cause,the house value falls,who can walk away from their homes
because-1854675.ann-E8,4,Consequence,obstruct,Israel seal off Gaza from the West Bank as much as possible,"the spread of Hamas military power there, where Israeli troops still occupy the territory"
because-CHRG-110hhrg44900-1.ann-E12,5,Consequence,cause,we have investors now who are unwilling to invest even in things they should,"a market sensitive regulatory authority not only prevents some of the problems, but is pro-market"
because-1851286.ann-E6,6,Purpose,cause,public safety,citizens cooperating with the government
because-1853335.ann-E2,7,Consequence,cause,Internet search and Web-based software programs,"users bypass products made by Microsoft, the world's largest software maker"
because-1851291.ann-E4,8,Motivation,cause,"science has yet to prove or disprove the existence of a divine power, and probably never will","I will use my gift of reason, be it from God or evolutionary serendipity, to inform my beliefs and decisions"
because-CHRG-110hhrg44900-1.ann-E87,9,Consequence,cause,"a patchwork of authorities, largely derived from our role as a banking supervisor as well as on moral suasion",that the various payment and settlement systems have the necessary procedures and controls in place to manage the risks that they face
because-wsj_1353.ann-E15,0,Motivation,cause,Zimbabwe's President Mugabe called Thatcher's views on South Africa ``despicable.'',Commonwealth leaders turned to issues ranging from drugs to the world economy
because-CHRG-110hhrg44900-1.ann-E121,1,Consequence,obstruct,too big,fail
because-CHRG-110hhrg44900-1.ann-E37,2,Purpose,cause,determine how to prevent or at least mitigate future crises,we must simultaneously look to the future
because-1819714.ann-E2,3,Consequence,cause,the House,that every student who is qualified to go to college will be able to afford to go
because-1851265.ann-E18,4,Motivation,cause,they did not meet the economic substance doctrine,"a number of companies, including Coltec Industries, United Parcel Service and Black & Decker, have had their tax shelters ruled invalid by courts"
because-20020731-nyt.ann-E63,5,Consequence,cause,he signed with another team as a free agent,have to settle for a draft choice or two as compensation
because-1854691.ann-E6,6,Motivation,cause,the first two individuals had rifles and I assumed they had some sort of weapon,I felt threatened
because-wsj_1174.ann-E3,7,Purpose,cause,help buy a 45-acre horse farm,he is using the money
because-wsj_1971.ann-E11,8,Purpose,cause,get around the delays caused by the optical device,"Businessland, which is Next's exclusive dealer to corporations, has for months been advising customers to purchase hard drives with the machines"
because-CHRG-111shrg61651.ann-E21,9,Purpose,cause,"voice support for Mr. Volcker's suggestion, the Volcker Rule",I really am here
because-CHRG-110hhrg44900-1.ann-E83,0,Consequence,cause,regulatory competition,inefficiencies
because-20020731-nyt.ann-E25,1,Purpose,cause,TERROR TALKS,POWELL IN BRUNEI
because-20020731-nyt.ann-E16,2,Purpose,cause,"apologize to the people of New Jersey for allowing his seat in the chamber ""to be placed in this position.""",Torricelli took the Senate floor Tuesday night
because-1852031.ann-E2,3,Motivation,cause,anonymity,speaking
because-1851278.ann-E5,4,Consequence,cause,NATO troops open the route in Helmand up to the Kajaki dam this year,engineers move in and repair and upgrade the dam
because-wsj_1450.ann-E17,5,Motivation,cause,repeated gun robberies,some entrepreneurs may give up a business out of fear for their lives
because-wsj_1041.ann-E9,6,Motivation,cause,children account for just 1% of the patient population and hence a small part of the large and lucrative market,critics have charged AZT's maker Burroughs Wellcome Co. with corporate inertia
because-1855648.ann-E3,7,Consequence,cause,you are declared insane,"you should not be allowed to vote, period"
because-20020731-nyt.ann-E29,8,Motivation,cause,that territory voted for independence,that swept East Timor
because-wsj_1540.ann-E2,9,Motivation,cause,The collapse Friday,"speculation that Ford would intensify its pursuit of Jaguar, which is negotiating a defensive alliance with GM"
because-CHRG-110hhrg44900-1.ann-E207,0,Motivation,cause,systemic stability concerns,a government intervention
because-wsj_1450.ann-E34,1,Consequence,cause,urban crime is heavily concentrated in such ``hot spots'' of pedestrian density,Increased patrolling of business zones makes sense
because-Article247_3500.ann-E5,2,Consequence,cause,being in the Virginia suburbs rather than in Silicon Valley,AOL has benefited
because-1852142.ann-E24,3,Consequence,cause,Mr. Bush show concrete progress in the fall,"overcome ''a legacy of stalling, back-pedaling and undermining of international talks.''"
because-1854017.ann-E12,4,Motivation,cause,"repeated episodes in which he or one of his bodyguards physically intimidated members of Parliament, in at least two cases striking them",The agreement on Mr. Mashhadani's resignation from Parliament
because-wsj_1971.ann-E4,5,Motivation,cause,the hopes of fomenting a revolution in the way desktop computers are designed and used,"Mr. Jobs, co-founder of Apple Computer Inc., founded Next four years ago"
because-20020731-nyt.ann-E176,6,Consequence,cause,early enough,do something constructive about the disappointing quality of the work so far
because-1853335.ann-E26,7,Motivation,cause,that agency ordered major changes in Microsoft's marketing practices in Korea,the Justice Department sharply criticized the Korean Fair Trade Commission
because-20020731-nyt.ann-E93,8,Consequence,cause,had he not written an article taking note of Mubarak's efforts to create a presidential dynasty,Ibrahim might never have been tried
because-20000415_apw_eng-NEW.ann-E1,9,Consequence,cause,Iraq,us do the job
because-1818253.ann-E5,0,Purpose,cause,fill the gap which is represented by the failure of the government in the Green Zone in Baghdad to have any real effect on the sectarian politics,Other things also have to be brought into this
because-wsj_1121.ann-E9,1,Consequence,obstruct,De Beers's stingy approval,no one gets in or out of the restricted area
because-wsj_1446.ann-E8,2,Consequence,cause,political-corruption cases,its demise
because-CHRG-110hhrg44900-1.ann-E50,3,Consequence,cause,it is organized by a regulatory objective rather than by financial institution category,it can more easily respond and adapt to the ever-changing marketplace
because-1855233.ann-E17,4,Consequence,cause,longer the military governs,weaker they become
because-wsj_1251.ann-E4,5,Consequence,cause,other factors {primarily to greater speed},about two-thirds
because-CHRG-110hhrg44900-2.ann-E47,6,Consequence,cause,"the equity holders, the management and subordinate debt holders would all be subjected to losses in that process",it would avoid moral hazard
because-wsj_1780.ann-E23,7,Consequence,cause,The 23-5 vote,consideration on the House floor next week or the week after
because-wsj_1849.ann-E26,8,Consequence,cause,a desperate bid to avoid the deflationary shock of a sudden crash,inflation
because-1854626.ann-E13,9,Purpose,cause,research and experimentation,being used
because-wsj_1455.ann-E23,0,Consequence,cause,air pollution,perhaps a quarter of Poland's soil is too contaminated for safe farming
because-20020731-nyt.ann-E182,1,Consequence,cause,The monies we receive,fight the war on terrorism
because-1852919.ann-E6,2,Motivation,cause,to do so would involve disclosing confidential information about Al Yamamah and that would cause the damage that ending the investigation was designed to prevent,it was ``unable to comment on these allegations
because-1853339.ann-E3,3,Consequence,cause,you don't do anything,you have a silent amnesty
because-20020731-nyt.ann-E196,4,Consequence,cause,the royal legation of Egypt,an official issue an export license for the coin
because-CHRG-110hhrg44900-1.ann-E40,5,Consequence,cause,the Federal Reserve's actions,preserve confidence and bring stability to our financial markets and institutions
because-CHRG-110hhrg44900-2.ann-E147,6,Motivation,cause,these recent events and challenges,some have said that the repeal and deregulation of Glass-Steagal may have gone too far
because-ArticleIP_1060.ann-E19,7,Consequence,cause,state laws,a woman and her doctor perform tests to prove that a fetus is not viable before she obtains an abortion
because-1821059.ann-E1,8,Purpose,cause,shaming the no-shows,"Mahmoud al-Mashhadani, the speaker of Parliament, read a roll call of the 275 elected members"
because-20020731-nyt.ann-E180,9,Consequence,cause,so effective,the need for many existing rules will disappear
because-1855648.ann-E29,0,Motivation,cause,the House election had been  so close,"the American Civil Liberties Union intervened, saying more notice was required for a hearing"
because-1845580.ann-E7,1,Consequence,cause,a hybrid force,rebuilding
because-1852935.ann-E6,2,Purpose,cause,undermine the threat of terrorism,go beyond the use of force
because-1818333.ann-E7,3,Consequence,cause,the economic commitments by both Iraq and the United States,it worth adding troops
because-1852160.ann-E4,4,Consequence,cause,they play politics for their own interests,this problem even harder to solve
because-1851265.ann-E36,5,Consequence,obstruct,U.P.S. engaged in sham transactions,hundreds of millions of dollars in corporate income taxes
because-wsj_1397.ann-E15,6,Consequence,obstruct,too choked up,get the words out
because-wsj_1397.ann-E5,7,Consequence,cause,he was assigned to the civil rights movement back in the 1960s,earned
because-wsj_1630.ann-E4,8,Motivation,cause,bids fell short of expectations,the bank decided to exercise its option
because-wsj_1780.ann-E18,9,Consequence,obstruct,the Transportation secretary,corporate raiders waging proxy fights to oust boards that oppose a leveraged buy-out
because-wsj_1121.ann-E14,0,Motivation,cause,the mining in front of the wall is complete,it is moved northward
because-CHRG-110hhrg44900-1.ann-E130,1,Motivation,obstruct,too soon,think about steps that might be taken to reduce the incidence and severity of future financial crises
because-1851265.ann-E17,2,Purpose,cause,bolster their profits,which increasingly rely on smart tax planning
because-1852919.ann-E14,3,Consequence,cause,There be some kind of U.S. nexus,us bring charges
because-1852919.ann-E10,4,Motivation,cause,assurances of Saudi support from Prince Bandar,King Abdullah scuttled an Israeli-Palestinian summit meeting
because-wsj_1849.ann-E9,5,Consequence,cause,"you divide the market value of firms by the replacement costs of their assets, the famous Q ratio associated with Prof. James Tobin",arrived at
because-wsj_2070.ann-E6,6,Motivation,cause,enough positive news in the data,justify buying dollars
because-wsj_1397.ann-E11,7,Consequence,cause,people like you turn the world into a big toxic waste dump,Where the hell are they gonna live
because-wsj_2125.ann-E7,8,Consequence,cause,more than just junk bonds,make an LBO work
because-20000410_nyt-NEW.ann-E2,9,Consequence,obstruct,aid,malnourishment and other medical problems
because-wsj_1413.ann-E1,0,Consequence,cause,"raise to $6 billion from $3 billion the amount of money Defense Secretary Dick Cheney may shift among the Pentagon's individual programs, projects and activities",him ease the pain that the Gramm-Rudman budget law was intended to inflict
because-CHRG-110hhrg44900-2.ann-E38,1,Consequence,cause,you don't know which way you would like to head,you have no chance of getting there
because-1853339.ann-E16,2,Consequence,cause,necessary,the National Guard should be mobilized to deport them
because-CHRG-110hhrg44900-2.ann-E44,3,Motivation,cause,what appears to have been weak oversight of our financial institutions,how disappointed I am with our regulatory agencies
because-wsj_2004.ann-E5,4,Consequence,cause,The 40-year old Mr. Pope hasn't changed jobs enough,stash away that kind of money
because-1852282.ann-E1,5,Motivation,cause,he leaves office at the end of the month,he will take a special interest in interfaith affairs
because-wsj_1450.ann-E31,6,Consequence,cause,the persistent frustration of false alarms,urban police less than enthusiastic about responding to calls from small businesses
because-wsj_1849.ann-E29,7,Consequence,cause,"capitalists, helped by the government, turned down the screws or went offshore",wages had sunk from the post World War II peak by 16%
because-1852711.ann-E16,8,Motivation,cause,"she's a scientist, she has a very strong position on this, and Germans are huge fans of any effort to cope with climate change",But she was elected
because-CHRG-110hhrg44900-1.ann-E100,9,Consequence,cause,key payment and settlement systems,the stability of the broader financial system
because-wsj_1698.ann-E1,0,Motivation,obstruct,Stop me,I kill again
because-20020731-nyt.ann-E76,1,Purpose,cause,I could know how the business worked from the ground up,built his own home here when he thought he might become a developer
because-20000415_apw_eng-NEW.ann-E6,2,Consequence,cause,the embargo,"the malnutrition, infant mortality and other hardships."
because-20020731-nyt.ann-E129,3,Purpose,cause,enhance the collection of King Farouk,the royal legation of Egypt somehow got an official to issue an export license for the coin
because-1818333.ann-E9,4,Consequence,cause,political reconciliation,stability
because-CHRG-110hhrg44900-2.ann-E35,5,Motivation,cause,this is going to take some time,begin work urgently on that
because-CHRG-110hhrg44900-1.ann-E97,6,Consequence,cause,provide a more robust framework for prudential supervision of investment banks and other securities dealers,legislation
because-1818333.ann-E14,7,Motivation,cause,General Casey feels like he needs more troops,we'll send them
because-1852142.ann-E20,8,Consequence,cause,"the wide range of conflicting interests, emissions sources, economic circumstances and energy choices in countries contributing to the greenhouse buildup",both approaches would probably be needed
because-wsj_1222.ann-E3,9,Purpose,cause,sell lots,which use direct mail and other advertising
because-CHRG-110hhrg44900-1.ann-E10,0,Motivation,cause,the various risk management techniques that were supposed to replace the lender-borrower relationship have not been successful,"I believe regulation properly done, regulation of risk that is too unconstrained today, because the various risk management techniques that were supposed to replace the lender-borrower relationship have not been successful"
because-wsj_1248.ann-E2,1,Consequence,cause,the issue,finance its $750 million purchase of a 15% stake in UAL
because-1853335.ann-E12,2,Consequence,cause,the Google and Vista search programs are run simultaneously on a computer,their indexing programs slow the operating system considerably
because-wsj_1829.ann-E6,3,Consequence,cause,buildings there tend to be newer,buildings there tend to be in step with the latest safety codes
because-1854675.ann-E5,4,Purpose,cause,"talks with President Bush, which will focus on the collapse of Fatah in Gaza and Mr. Abbas's chances of success",Mr. Olmert will travel to Washington over the weekend
because-wsj_1455.ann-E16,5,Purpose,cause,let in more real daylight,"Offices with outside windows have inside windows, too"
because-wsj_2033.ann-E3,6,Consequence,cause,1986's tax act,"The method of calculating the 20% tax, paid if it exceeds tax figured the regular way, is due for a change in 1990"
because-1855404.ann-E5,7,Motivation,cause,the war started in 2003,killed in Iraq
because-20020731-nyt.ann-E118,8,Consequence,cause,The monies we receive,pay down the debt
because-1851289.ann-E1,9,Consequence,cause,he is extremely wealthy,his family could call in some of the best medical specialists from New York City
because-wsj_1504.ann-E23,0,Motivation,cause,managers and personnel specialists are unsuccessful and subordinates take their complaints to a company court or adjudicator,"teach managers to accept reversals as a fact of business life, for in a good due-process system they are bound to happen"
because-1852142.ann-E3,1,Consequence,cause,Such talks,it easier to find consensus in the formal rounds of United Nations treaty negotiations among nearly 200 nations
because-1818253.ann-E1,2,Consequence,cause,British officials,clear that it would not distract them from trying to reduce British forces
because-wsj_1251.ann-E3,3,Consequence,cause,greater travel,About one-third of the fatality increase
because-1855419.ann-E10,4,Consequence,cause,"a deal with a lawyer for Mr. Cooper's other source, I. Lewis Libby Jr.",Mr. Cooper testify
because-1855590.ann-E6,5,Purpose,cause,drive out Qaeda fighters,Sunni Arab tribes joined forces with the Americans
because-1853335.ann-E16,6,Consequence,cause,Vista,users turn off its built-in desktop search program
because-wsj_1397.ann-E3,7,Motivation,cause,his secretary is found floating dead in the pol's pool,Mancuso is called in to investigate
because-wsj_1698.ann-E12,8,Consequence,obstruct,1974,"a President could ``impound,'' or refuse to spend, funds appropriated by Congress"
because-20020731-nyt.ann-E6,9,Consequence,cause,Your actions and failure to act,at least the appearance of impropriety
because-wsj_1971.ann-E13,0,Motivation,cause,Next's prices must go even lower,large numbers of students purchase the machine
because-wsj_1698.ann-E17,1,Motivation,cause,they really get crazy,the police (in the form of a President) would be there with a straitjacket
because-1855419.ann-E1,2,Motivation,cause,their cases go south,People like to gripe about their lawyers
because-1855648.ann-E42,3,Consequence,cause,he had been declared mentally incapacitated,he could not vote
because-wsj_1829.ann-E7,4,Purpose,cause,a breakdown at one location shouldn't leave customers in a total pinch,it has factories in several parts of the nation
because-1854364.ann-E10,5,Purpose,cause,"reach agreements on draft laws, like measures apportioning oil revenue and setting a timetable for new provincial elections, that the United States says are vital to improve prospects for reconciliation",take advantage of the additional security in Baghdad
because-CHRG-110hhrg44900-2.ann-E62,6,Consequence,obstruct,we can get to the point where market discipline plays its necessary role,our system will never be what it should be
because-1851265.ann-E27,7,Motivation,cause,defining whether a transaction is legitimate,impose definitions of ``profit'' and ``risk''
because-1855648.ann-E18,8,Motivation,cause,they can supply information for a voter registration form,They want to allow people to vote
because-1854017.ann-E5,9,Consequence,cause,"insurgents detonated a bomb under a highway overpass near Mahmudiya, the volatile area just south of Baghdad also known as the triangle of death",three American soldiers died Sunday
because-wsj_1121.ann-E5,0,Motivation,cause,this treasure chest is too big to fit in a bank vault,it has been turned into one
because-wsj_1457.ann-E10,1,Purpose,cause,pick up votes leaning to Mr. Dinkins,The 45-year-old Mr. Giuliani has run a negative campaign
because-1818333.ann-E11,2,Consequence,obstruct,security,it's hard to have political and economic progress
because-20020731-nyt.ann-E59,3,Consequence,obstruct,I found this school,I've been flapping my wings since
because-CHRG-110hhrg44900-1.ann-E103,4,Purpose,cause,facilitate an orderly liquidation of that firm,set up a bridge bank
because-20020731-nyt.ann-E18,5,Motivation,cause,Chang told him that was what he had paid,"he repaid the ""wholesale"" cost of the appliances"
because-wsj_1174.ann-E5,6,Consequence,cause,the money,buy a 45-acre horse farm
because-wsj_1504.ann-E7,7,Motivation,obstruct,the end,wait
because-1845580.ann-E9,8,Consequence,cause,defeating the enemy as we did in Iraq,we have a choice
because-CHRG-110hhrg44900-2.ann-E132,9,Consequence,cause,there's a principal writedown or other loan modification,"that is essentially what is happening, that you're giving a break to the borrower so the borrower can stay in the home"
because-wsj_1963.ann-E5,0,Motivation,obstruct,the House drops many of its costly provisions,he would continue to press to keep the capital-gains provision in the final version of the bill
because-1852160.ann-E9,1,Motivation,cause,they are feeling the political pressure and they don't know what to do,I think the McCain campaign is lashing out
because-wsj_1457.ann-E8,2,Consequence,cause,an issue,Mr. Dinkins reeling
because-1855419.ann-E6,3,Purpose,cause,some disclosures,Here I should pause
because-wsj_1450.ann-E5,4,Purpose,cause,"cover his $3,000 a month rent",working until 11 p.m. seven days a week
because-wsj_1611.ann-E10,5,Consequence,cause,so fluid right now,there's really no way to say what will happen
because-CHRG-111shrg61651.ann-E42,6,Consequence,obstruct,too big,fail
