id,fold,label,target,text
irish-887,6,neg,Fine Gael,This Fine Gael thing is probably the very worst PR campaign I've ever seen .
irish-2600,7,pos,Brian Cowen,Irish premier Cowen survives vote : Irish PM Brian Cowen survives a secret confidence vote o .
irish-1099,8,neu,Fine Gael,labour's Brendan Howlin and Fine Gael's Brendan Grace now on RTE's This Week .
irish-2122,9,neu,Fianna Fail,Replacing Fianna Fail's favourite businessmen having input to policy with some different businessmen or experts is not change rtefl ge11
irish-1537,0,neu,Fianna Fail,Fail is now technically in a one party gov for first time since 1987 .
irish-1404,1,neu,Brian Cowen,Channel4NewsBrian Cowen passes leadership to a willing recipient - www.channel4.com/news/brian-cowen-passes-leadership-to-a-willing-recipien
irish-1025,2,neu,Gerry Adams,DavidMills73 mickfealty Remember we were a tad puzzled when Gerry Adams moved his political centre of gravity South of the Border !
irish-1600,3,neu,Fine Gael,Fine Gael returns to the interwebs - with a defiant new message from Enda Kenny
irish-1121,4,neu,Sinn Fein,MiriamOCal any sinn fein ?
irish-296,5,neg,Brian Cowen,Brian Cowen dropped down as FF leader . best thing thats happened since the celtic tiger fosureee
irish-986,6,neu,Brian Cowen,brianmlucey hi brian did u hear rumours that mr cowen has announced his resignation tonight ?
irish-841,7,neg,Fine Gael,Taoiseach says ' even Fine Gael ' thought Labour's no confidence motion ' was stupid '
irish-1928,8,neu,John Gormley,John Gormley says he didn't know anything about last night's resignations beside what he saw on the news . Live now
irish-1825,9,neu,Brian Cowen,Ireland ? s Prime Minister Brian Cowen : Ireland ? s Prime Minister Brian Cowen Here are some ?
irish-2515,0,pos,Fianna Fail,I'm off the general consensus but I think Fianna Fail while losing a good few seats will do much better than anyone is predicting . ge11
irish-1666,1,neu,John Gormley,GerLynaghTV3 : John Gormley : we had no idea Ministers were about to resign last night
irish-1472,2,neu,John Gormley,dtn uK : Irish Government plunged into chaos as Green Party pulls out of coalition : John Gormley leader and Envi .
irish-1421,3,neu,Brian Cowen,Conor Lenihan says he hasn't formed a view yet on Brian Cowen's leadership ? >> A bit slow is our Conor
irish-506,4,neg,Gerry Adams,Gerry Adams resigns as West Belfast MP <-- Rejoice at that news
irish-292,5,neg,Brian Cowen,Brian COWen actually looks like a cow when he masticates ( Chews) .
irish-1459,6,neu,Brian Cowen,Did Brian Cowen fail because he lacked oratorical skills ? Are other Irish political leaders any better ? ge11
irish-1108,7,neu,Gerry Adams,Littlesapling I missed a WONDERFUL photo op a few years ago of McGuinness and Gerry Adams dancing together at a Leonard Cohen concert
irish-1863,8,neu,Brian Cowen,Irish Prime Minister Brian Cowen steps down as leader of Fianna Fail party news
irish-94,9,neg,Fianna Fail,Kevnmur SJPMcArdle Apparently FFS stands for Fianna Fail Shenanigans
irish-2335,0,neu,Fine Gael,What did Ruairi Quinn say that has Fine Gael upset ?
irish-1192,1,neu,Fine Gael,TheMediaHound Fine Gael . We'll have one chance to change things if it doesn't happen we'll be punished
irish-1134,2,neu,Gerry Adams,Parlez_me_nTory I think Gerry Adams has resigned his seat today too - that's 3 .
irish-160,3,neg,Brian Cowen,suzybie Brian Cowen . Lol .
irish-810,4,neg,Sinn Fein,Sinn Fein : Adams extends condolences to Harte and McAreavey families : . What about 2000 IRA victims ?
irish-18,5,neg,Brian Cowen,boucherhayes Today RT thesuenunnshow John McGuinness & MJ Nolan say its all over for Brian Cowen .
irish-1484,6,neu,Eamon Gilmore,Eamon Gilmore announces motion of no confidence in govt .
irish-136,7,neg,Brian Cowen,RTE_Elections I am happy she is gone . Mary was no good . I hope Brian Cowen dose not take the role of health .
irish-1752,8,neu,Brian Cowen,HEADLINES : Cowen issues challenge to rebels : Irish Taoiseach Brian Cowen has challenged rebel min . uknews news
irish-2251,9,neu,Sinn Fein,Taoiseachs threat of legal action Questions from Caoimhghn Caolin - Sinn Fein SOUTH WEST INNER CITY
irish-114,0,neg,Fianna Fail,mickobrien1 in fairnes she isn't going to say Fianna Fail are f****ed and we will be lucky to have 30 seats '
irish-2611,1,pos,Eamon Gilmore,Well said Eamon Gilmore . Dail
irish-2433,2,pos,Gerry Adams,Agreed with Gerry Adams . A peace process is never easy . Yet the gov needs to try hard . Anything is better than war !
irish-1581,3,neu,Fine Gael,Fine Gael and Sinn Fein to select NE election candidates : Fine Gael and Sinn Fein will select their candidates t .
irish-1716,4,neu,Fine Gael,Got my first election flyer in the door this morning . For Marcella Corcoran Kennedy of Fine Gael . That happened very quickly .
irish-285,5,neg,Brian Cowen,Brian Cowen met Neil Armstrong for 7 hrs - moon not discussed golfgate
irish-2174,6,neu,Sinn Fein,Sinn Fein selects all woman election team in Mayo ge11 fianna ireland
irish-969,7,neu,Sinn Fein,alan_maguire Must youtube it in the morning so . Really damaging ? Am I going to be voting Sinn Fein so ?
irish-1978,8,neu,Eamon Gilmore,Labour will hold a press conference at 5:30 pm ; we'll be live-tweeting Eamon Gilmore's comments ? Oh for fecks sake .
irish-2464,9,pos,Fianna Fail,Do The Right Thing Today -Stand By The Nation - Vote Fianna Fail
irish-1015,0,neu,Gerry Adams,dacsurf One ( well two ) words for you . Gerry Adams
irish-2053,1,neu,Fine Gael,New blog post : Is Fine Gael serious about getting Fianna Fail out ?
irish-834,2,neg,Brian Cowen,Spotted Brian Cowen in Ikea today . He seemed to be looking for a new cabinet .
irish-578,3,neg,Brian Cowen,i'll throw a grenade at Brian Cowen without a care in the world :)
irish-2607,4,pos,Sinn Fein,Vote Sinn Fein . Working for real change . ge11 sinnfein
irish-495,5,neg,Gerry Adams,Gerry Adams getting completely tongue-tied on morningireland Saying will act unilaterally but then also saying will renegotiate
irish-1047,6,neu,Gerry Adams,georgegalloway to replace Gerry Adams ?
irish-1497,7,neu,Eamon Gilmore,Eamon Gilmore on News at One with Sean O'Rourke now .
irish-1891,8,neu,Fine Gael,Is there further possible links between Fine Gael and the Alliance Party . Would be a good move
irish-655,9,neg,John Gormley,John Gormley has a very poor/selective memory . A lot like Brian Lenihan Sr. in that respect . greens ge11
irish-264,0,neg,Brian Cowen,As a child Brian Cowen harboured a deep unfulfilled desire to appear on Crackerjack .
irish-1584,1,neu,Fine Gael,Fine Gael election poster up already in Templeogue . Just the one . ge11
irish-2185,2,neu,Sinn Fein,Sinn Fein's Dail Leader Deputy O Caolain speaking to Michael about the Taoiseachs threat of legal action regarding his questions about Anglo
irish-1671,3,neu,Gerry Adams,Gerry Adams applies to become paid officer of the Crown -
irish-2561,4,pos,Sinn Fein,Sean Donnelly certainly talked up Sinn Fein's prospects in Connaught on radio one 2nite . 3 new seats increase based on current polls
irish-1959,5,neu,Sinn Fein,Kerry south candidate field shaping up the question is whether sinn fein will run somebody sheila ferris could really cause some damage
irish-1499,6,neu,Eamon Gilmore,Eamon Gilmore on Northern Sound . He would rather keep no confidence motion on the table . Awaiting party approval later .
irish-2075,7,neu,Brian Cowen,Now that Brian Cowen has resigned any chance the Director of Programming at RTE would do likewise . Mrs Browns Boys prime time TV FFS
irish-1392,8,neu,Gerry Adams,By-election number 3 as Gerry Adams resigns his Westminster seat | Left Foot Forward
irish-1453,9,neu,Sinn Fein,Delighted that my friend Cllr Seamus Morris Mayor of Nenagh was selected as the Sinn Fein candidate for North Tipperary ge11 sinn fein
irish-711,0,neg,Brian Cowen,Michael Noonan : Brian Cowen was like the manager of a football team who took half the players off & then found he couldn't bring on any subs
irish-318,1,neg,Brian Cowen,Brian Cowen seems to be living on the planet Zog with Zig and Zag . he certainly isn't living in this world .
irish-2274,2,neu,Brian Cowen,THE IRISH OBSERVER : THE IRISH OBSERVER : Brian Cowen TD will not run in ?: THE IRISH OBSERVER : THE IRISH OBSERVER :.
irish-1697,3,neu,Gerry Adams,GERRY ADAMS : NO IRISH CITIZEN IS RESPONSIBLE FOR PAYING OFF ALLIED IRISH'S BANK DEBTS | NJ.com
irish-2332,4,neu,Sinn Fein,Went through Dail records tonight . Sinn Fein supported the blanket bank guarantee . The only party not to do so was Labour .
irish-113,5,neg,Fianna Fail,michaeld_td Labour should have left Fianna Fail self destruct . They may circle the wagons now
irish-855,6,neg,Brian Cowen,The Doomsday option : what happens if Brian Cowen doesn ? t run again ? ge11
irish-1256,7,neu,Brian Cowen,news Cowen focused at North-South meet : Taoiseach Brian Cowen has said the Irish government will defeat a motio .
irish-2540,8,pos,Fine Gael,looks like they've finally set a date for the election I for one am hoping for and expecting a Labour/Fine Gael coalition government ! :)
irish-2031,9,neu,Fine Gael,Micheal Martin is Fine Gael and Labour's greatest asset . A poor and indecisive leader . Brian Lenihan has the leadership to save FF seats
irish-1642,0,neu,Fine Gael,Flyer from Brian Hayes -Fine Gael -2011 General Election Dublin South West -3x7 ge11
irish-2061,1,neu,Fine Gael,NEWS : Fine Gael and Sinn Fein to select NE election candidates : Fine Gael and Sinn Fein will select their candid .
irish-2419,2,pos,Gerry Adams,tomcosgrave SF will will put forward Gerry Adams & will not support Gilmore or Kenny .
irish-926,3,neg,Fianna Fail,Who would have thought The Panel would outlive Fianna Fail ? I don't know which is worse .
irish-508,4,neg,Gerry Adams,Gerry Adams was outboxed & at the ropes with Leo V on Morn Ireland . Getting angrier & angrier didn't work for Cowen as a tactic same here .
irish-1826,5,neu,Brian Cowen,Ireland's Cowen to Remain in Office : Embattled Irish Prime Minister Brian Cowen said he would call for a mot .
irish-235,6,neg,Brian Cowen,Ah Ireland is soo shit wish Brian cowen Would get the hit and fuck off out of government he has ruined IRELAND he is a fat pig
irish-2091,7,neu,Fianna Fail,Our Leader must have the support of all Fianna Fail people !-8y
irish-319,8,neg,Brian Cowen,Brian Cowen should get a prince albert live on RTE . goin forward my cock will be very sore
irish-781,9,neg,Gerry Adams,Remember : Gerry ADams started all this with the PIRA !
irish-2167,0,neu,Gerry Adams,Sinn Fein leader Gerry Adams has formally re .
irish-1317,1,neu,Sinn Fein,as Sinn Fein press no confidence issue
irish-224,2,neg,Sinn Fein,vinb FF are appalling but I dread FG and Labour running the place . Should one vote FF to block Sinn Fein where SF are in with a chance .
irish-1136,3,neu,Fine Gael,peter_mooney paschald Has everyone in Ireland got selective memory ? Am I only one who remembers Fine Gael/lab doing exactly same ?
irish-1997,4,neu,Brian Cowen,Listen NOW WHO SENT THE SONG TO BRIAN COWEN
irish-2588,5,pos,Sinn Fein,This government is a sham . The have shamed themselves and the country . Real change needed . Vote Sinn Fein on March 11 .
irish-198,6,neg,Gerry Adams,ge11 What a shame that sinnfein concentrate so much on their republican nonsense & Gerry Adams . The few options are fewer . see their site .
irish-650,7,neg,John Gormley,John Gormley Stan Laurel Brian Cowen Oliver Hardy . Another fine mess you've gotten us into . dail
irish-1667,8,neu,John Gormley,GerLynaghTV3 : John Gormley : when there is a lack of communication between Govt parties of course it erodes trust
irish-1620,9,neu,Fine Gael,Fine Gael's Brian Hayes says there is no reason why the Finance Bill cannot be completed within two weeks and ge11 take place
irish-999,0,neu,Sinn Fein,chadmccullough You mean Fianna Fail and Labour there are also Independents Greens and Sinn Fein .
irish-967,1,neu,Gerry Adams,AineKerr Gerry Adams : Fianna Fail + Govt in chaos . Taoiseachs action adds to instability . Call election now . ffheave
irish-2032,2,neu,Fianna Fail,Micheal Martin resigns Cabinet post saying he intends to challenge for the leadership of Fianna Fail
irish-1303,3,neu,Brian Cowen,and Brian Cowen just came in and sat down beside us !
irish-1208,4,neu,Fine Gael,zoodigital I think they hired Ravi Singh as per this post by suzybie's post
irish-2213,5,neu,Sinn Fein,Sinn Fein wont take lectures from Enda Kenny McDonald | Sinn Fein IrishAires Ireland Irish
irish-941,6,neg,Fianna Fail,would not like to be a fianna fail candidate knocking on anyone's door over the next 7 weeks ffheave
irish-440,7,neg,Fianna Fail,Fianna Fail's Ned O'Keeffe admits his party made a dog's dinner of things . Yes Ned and the poor canine was poisoned as a result . ge11
irish-698,8,neg,Fine Gael,Love the universal horror / disbelief that has greeted the Fine Gael poster
irish-2281,9,neu,Fine Gael,The System ( P.R ) Of Voting In Ireland a 2001 Leaflet from Paul McGrath of Fine Gael
irish-243,0,neg,Fianna Fail,all that's left to do is sit back and enjoy the Fianna free Fail .
irish-1150,1,neu,Fianna Fail,Ren_1985 you have real Fianna fail issues . I hate biffo but recognise he's not a twat .
irish-1672,2,neu,Gerry Adams,Gerry Adams could be leader of opposition after next election ?
irish-1356,3,neu,Brian Cowen,Brian Cowen held at the head of the Irish Government : ? ? ? ? vote only concerned that Brian Cowen .
irish-1676,4,neu,Gerry Adams,Gerry Adams has resigned from Westminster . Does this mean the Chiltern Hundreds have a new steward ? Did he petition HMQ for the post ?
irish-1673,5,neu,Gerry Adams,Gerry Adams could be leader of the Irish Republic's opposition and Martin McGuinness could be NI First Minister .
irish-1254,6,neu,Gerry Adams,news Adams resigns as West Belfast MP : Sinn Fein leader Gerry Adams formally resigns from his Westminster seat .
irish-1400,7,neu,Fine Gael,Can't seem to log into fine Gael webpage anyone else having same problem ?
irish-2018,8,neu,Brian Cowen,Mary Hanafin has confidence in Taoiseach Brian Cowen but doesn't have confidence in Fianna Fail leader Brian Cowen .
irish-1860,9,neu,Eamon Gilmore,Irish Press Releases Eamon Gilmore TD Launches Jesuit new .
irish-1236,0,neu,Gerry Adams,IRA - Sinn Fein Gerry Adams and the IRA opposing the Hunger Strikes -
irish-436,1,neg,Fianna Fail,Fianna Fail Supported by Rapists - : Convicted Rapists Will Vote for Fianna Fail ( Irish Political Party - presen .
irish-3,2,neg,Fianna Fail,AdrianKavanagh Still not great for Fianna Fail though ! ge11 armageddon
irish-1710,3,neu,Brian Cowen,Goodbye Brian Cowen hello David Smith ?
irish-2099,4,neu,John Gormley,Paul Gogarty says John Gormley told him that the Taoiseach indicated that the cabinet would not be re-shuffled
irish-1525,5,neu,Fine Gael,Enda Kenny election poster available to download on relaunched Fine Gael website .
irish-2449,6,pos,Brian Cowen,Brian Cowen 39 Michael Martin 32 Leadership - : The Irish Observer has done a final head count this evening and .
irish-1576,7,neu,Sinn Fein,Finance Bill should not be put before the Dil - General Election now Caolin | Sinn Fein
irish-816,8,neg,Brian Cowen,So Brian Cowen will go on every radio & tv station to protect his job . But nowhere to ( cont )
irish-672,9,neg,Fine Gael,Just cuz everyone's doing their own version of the Fine Gael poster ;p
irish-2112,0,neu,Fianna Fail,Post - Fianna Fail Party Shows Confidence in Irish Prime Minister at
irish-1154,1,neu,Fine Gael,roche649 fine Gael I think idk
irish-591,2,neg,Eamon Gilmore,If Eamon Gilmore becomes Taoiseach I will eat my iPhone 4 followed quickly by a trip to the travel agent and Oz embassy .
irish-730,3,neg,Sinn Fein,No I Believe Sinn Fein are a foil for bottom feeding criminal scum led by utter vile murderers like Adams & McGuinness ge11
irish-1097,4,neu,Fine Gael,labour Please decide to construct a joint program for government with Fine Gael before the election . That would win my vote . Thank you .
irish-1026,5,neu,Gerry Adams,derryo Gerry Adams !
irish-360,6,neg,Fianna Fail,Cowen is still blaming everybody but himself / and/or Fianna Fail . SIR YOU ARE RESPONSIBLE AS MIN FOR FINANCE AND AS TEESHOKKK end of twip
irish-2477,7,pos,Eamon Gilmore,Eamon Gilmore sending around e-mails titled 50 Days to Change Ireland . Catchy title & e-mail isn't a bad rallying call .
irish-2308,8,neu,Fianna Fail,up next - Charlie Weston on what the Finance Bill means to you . After that Sen Gallagher joins Anton to talk life love and Fianna Fail
irish-1309,9,neu,John Gormley,Any sign of Bertie Ahern around place ? ge11
irish-1458,0,neu,Fine Gael,Diarmait Ferriter on Prime Time is right ! Fine Gael and Labour need to have a joint program for government ! Spread the word !
irish-304,1,neg,Brian Cowen,Brian Cowen is gone ! It's another G U B U week in Irish life .
irish-2384,2,pos,Gerry Adams,dodea98FM that's Inda to you and me ! Gerry Adams FTW !
irish-2599,3,pos,Brian Cowen,UK : Irish premier Cowen survives vote : Irish PM Brian Cowen survives a secret confidence vote on his l .
irish-602,4,neg,Eamon Gilmore,ill-timed and ill-judged . The legendary quote that's seen Brian Cowen & Enda Kenny unite against Eamon Gilmore FF FG Labour
irish-2139,5,neu,Gerry Adams,Saoirse32 : Gerry Adams resigns as West Belfast MP : BBC
irish-1717,6,neu,Fine Gael,Gov rules out no-confidence vote >> Fine Gael give FF a helping hand
irish-1308,7,neu,Gerry Adams,Another Six One on a vital day for Irish politics and no sign of Enda Kenny . Gerry Adams comments from Belfast . GE11
irish-542,8,neg,Brian Cowen,Holy Moses - spit it out man ! I've got to pee . You don't want to see a perfectly good sofa ruined do you Brian ? cowen
irish-1621,9,neu,Fine Gael,Fine Gael's data ' took just seconds to steal '
irish-2545,0,pos,John Gormley,luncheon with John Gormley on the 19th is now sold out . Wow . Go Twitter .
irish-556,1,neg,John Gormley,I don't like coursing but it will continue : Green Party leader John Gormley who licenses the blood sport . See
irish-287,2,neg,Brian Cowen,Brian Cowen ' No We Can't '
irish-1849,3,neu,Brian Cowen,Irish PM forced to call March election : IRELAND'S Prime Minister Brian Cowen has called a general election for M .
irish-645,4,neg,Fianna Fail,Jesus not only should Fianna Fail be denied the oxygen of publicity they should be denied the oxygen of oxygen ! ffheave
irish-1281,5,neu,Fianna Fail,24th May 2007 - Fianna Fail win GE with 41.8 % 1st prefs . 23rd Jan 2011 - Sindo poll puts FF on 8% FPV .
irish-1181,6,neu,Sinn Fein,southwestbriton As to Sinn Fein . they are part of the Ulster govt but have not taken up seats in British parliament .
irish-1528,7,neu,Brian Cowen,Enjoy our audio slideshow of Brian Cowen's tenure ( complete with singing )-career/ ge11
irish-1559,8,neu,Fianna Fail,Fianna Fail Party Shows Confidence in Irish Prime Minister .
irish-2170,9,neu,Gerry Adams,Sinn Fein president Gerry Adams has resigned from his Westminster seat
irish-265,0,neg,Brian Cowen,as has been the case since the start of ffheave Brian Lenihan is still the key to the outcome if he backs MM then it's game over for Cowen
irish-176,1,neg,Gerry Adams,walkcork newstalkfm no but he just brought it to a new level saying Gerry Adams wd be Taoiseach if Micheal Martin FF leader . WTF ?!
irish-2617,2,pos,Fine Gael,With Alan Shatter and Enda Kenny Fine Gael have an awesome one-two knock out combo . Like having two Martin Luther Kings .
irish-1922,3,neu,John Gormley,John Gormley on sixone watch it live - www.rte.ie/live
irish-244,4,neg,Gerry Adams,Also delighted to hear Jean McConville's daughter is thinking of running against Gerry Adams . It might force honesty & conscience on voters
irish-290,5,neg,Brian Cowen,Brian cowen dick finna definitely was a fail
irish-104,6,neg,Sinn Fein,Matt_Teddy Don't get me wrong there's piss all to vote for but Sinn Fein/Labour wouldn't be the way forward IMHO .
irish-2310,7,neu,Gerry Adams,Gerry Adams reacts to the announcement from the Greens ge11
irish-2454,8,pos,Fianna Fail,Brian Cowen wins confidence vote : Irish prime minister Brian Cowen wins a confidence vote in his leadership of the ruling Fianna Fail party .
irish-85,9,neg,Fine Gael,johnkennick No I don't want fianna fail but I don't know if I want fine gael either seeing as they brought us into our recession in the 80s
irish-2007,0,neu,Gerry Adams,Making peace I have found is much harder than making war . Gerry Adams ( Senn Fein/IRA )
irish-2172,1,neu,Sinn Fein,Sinn Fein says Finance Bill agreement is nothing short of disgusting ge11 dail
irish-1848,2,neu,Brian Cowen,Irish PM faces leadership contest : Brian Cowen to table motion of confidence as foreign minister Michel Martin .
irish-1183,3,neu,Gerry Adams,stephfarnsworth : Also means we get a by-election in Belfast W as Gerry Adams has resigned to contest the Irish GE . Shoo-in for SF though .
irish-1607,4,neu,Fine Gael,Fine Gael sit this is how it is .
irish-647,5,neg,John Gormley,John Gormley spoke to both Harney & Ahern last night &neither told him of their resignation . Talk about being on outside looking in ge11
irish-1703,6,neu,Eamon Gilmore,Gilmore slams FF over response to Sarkozy : By Jacqueline Purse Labour Party leader Eamon Gilmore has criticised .
irish-358,7,neg,Eamon Gilmore,Cowen after careful consideration I've decided to join Eamon Gilmore on his fence and drag this out a bit longer ffheave
irish-186,8,neg,Brian Cowen,EBMgt Minister for Foreign Affairs Michel Martin tonight called for the resignation of Brian Cowen as leader o .
irish-11,9,neg,Fine Gael,aoifecarroll I am left wing and fail to see how labour could coalesce with Fine Gael
irish-173,0,neg,Brian Cowen,tonyreilly RTE has gone to hell Does Brian Cowen run that too ?
irish-54,1,neg,Sinn Fein,dt_ni btw that's coming from a west belfast man who never has and never would vote for sinn fein
irish-944,2,neg,Fianna Fail,yeah I'd vote for him although I thought it was news on disaster Fianna Fail !
irish-1512,3,neu,Eamon Gilmore,Eamon Gilmore tells sixone that the motion of no confidence will remain on the agenda and the situation will be reviewed
irish-928,4,neg,Fine Gael,Why are Labour and Fine Gael colluding with this disasterous govt to pass FB which is contra to countrys welfare ? deficit of democracy !
irish-395,5,neg,Gerry Adams,Dreamt that Gerry Adams wheeled himself off the edge of a cliff while in a wheelchair . He looked awfully sad .
irish-2276,6,neu,Sinn Fein,The main thing that attracted her is the accent ? potato potato potato potato sinn fein potato potato takemeout
irish-2328,7,neu,Eamon Gilmore,We begin with Eamon Gilmore . Labour are tabling a mtion of no confidence in the Government .
irish-2565,8,pos,Sinn Fein,Sinn Fein confident of winning seat in Mayo . ge11
irish-1156,9,neu,Fine Gael,rossamcmahon But they're not going to do significantly better ? Fine Gael will lead the next goverment unless they F# < } it up themselves !
irish-1655,0,neu,Fianna Fail,Future leaders of Fianna Fail ( sort of ) -
irish-347,1,neg,Gerry Adams,Cant bear gerry adams - will be a long few wks listening to him . And worse if he gets elected
irish-603,2,neg,Sinn Fein,In fairness to Joe the socialist he sticks to his guns unlike the other pretend lefties Sinn Fein vinb
irish-874,3,neg,Fianna Fail,The problem for Fianna Fail is that they have no messiah in waiting not at the cabinet table or among the Ogra .
irish-337,4,neg,Brian Cowen,Business Post splash is that senior ministers have told Cowen to go . They say Brian Lenihan is among them
irish-1436,5,neu,Brian Cowen,Cowen resigns as party leader but remains Irish PM ( Reuters ) Reuters ? Ireland ? s Prime Minister Brian Cowen bo .
irish-918,6,neg,Brian Cowen,What will it take to make Brian Cowen accept that he is no longer wanted !
irish-567,7,neg,Brian Cowen,I keep getting e-mails from Brian Cowen he's such a clingy Taoiseach .
irish-464,8,neg,Fine Gael,Fine Gael give us hacked sites privacy issues and now inane posters - but the sendups are hilarious
irish-1688,9,neu,Gerry Adams,Gerry Adams speaker at Sinn Fein Donegal North-East constituency convention in Letterkenny this afternoon ge11
irish-786,0,neg,Sinn Fein,Ruairi Quinn still ruling out a Labour/Sinn Fein gov could be hard to vote Labour this time .
irish-1577,1,neu,Fine Gael,Fine Gael already have election posters up noticed on the drive home
irish-95,2,neg,Sinn Fein,KieranMcMenemie Generally vote Sinn Fein at home but with the next elections I'll probably not vote !
irish-721,3,neg,Fianna Fail,My considered synopsis of tonight's Fianna Fail machinations : Fatty and skinny went to bed/Fatty did a fart now skinny is dead ffheave
irish-700,4,neg,Fine Gael,Make your own Fine Gael poster at this wonder website Here's my effort
irish-843,5,neg,Fianna Fail,Tax on bankers ' bonuses to excluded from Finance Bill rte .
irish-2459,6,pos,John Gormley,Conor Lenihan on todaypk : I do not blame the Green Party or it's leader John Gormley for what happened yesterday
irish-2268,7,neu,Fine Gael,The Ireland East Fine Gael MEP Mairead McGuinness has said it will be another 20 years before we see a more ba .
irish-1005,8,neu,Fine Gael,CllrJimDaly Any plans to unravel some of the outrageous goings at Co Cork VEC under its recent stewardship ? Will Fine Gael address that ?
irish-621,9,neg,Brian Cowen,Irish Premier Brian Cowen Resigns As Party Leader Stays As Prime Minister ? and related posts : The Huffington P .
irish-1070,0,neu,John Gormley,John_Barrington John Gormley ? ge11
irish-457,1,neg,Fine Gael,Fine Gael are taking the Obama approach to campaign promises : pledge to reform things not even a competent party could pull off rtefl
irish-1101,2,neu,Sinn Fein,LatedebateRTE latedebate And that Labour's motion was a bid to ' gazump ' Sinn Fein's no confidence motion
irish-1475,3,neu,Sinn Fein,Dublin Sinn Fein Chairperson Paul Donnelly said : It doesnt matter who runs Fianna Fail while Fianna Fail ruins the state . ffheave
irish-917,4,neg,Fianna Fail,What will be in * your * official Fianna Fail canvasser bucket ? I'm leaning towards fish heads . GE11
irish-1507,5,neu,Eamon Gilmore,Eamon Gilmore says that what is happening is disrespectful to the people of the country dail
irish-560,6,neg,John Gormley,I feel like hitting John Gormley > . < GET OFF MY TV YOU ANNOYING ASSHOLE !
irish-2349,7,neu,John Gormley,will be meeting john gormley shortly .
irish-30,8,neg,Eamon Gilmore,clarelabour Exactly what will Eamon Gilmore change ? He's going along with the bank bailout and IMF loan that will cripple this country .
irish-2044,9,neu,Sinn Fein,My election manifesto reverses that previously used by Sinn Fein .
irish-1124,0,neu,Sinn Fein,moonkooki Welcome ! My English teacher taught us to remember that the ' sir ' went with ' faithfully ' by saying ' S/F- Sinn Fein '.
irish-1925,1,neu,John Gormley,John Gormley said there are also Ministers on the Fianna Fail side who thought it was not a good idea to appoint new members of cabinet
irish-2254,2,neu,Sinn Fein,That Sinn Fein TD is wearing a wig ! rtenews
irish-1604,3,neu,Fine Gael,Fine Gael seeks immediate election following Cowen conference
irish-2062,4,neu,Fianna Fail,NEWS : Irish prime minister Brian Cowen wins a confidence vote in his leadership of the ruling Fianna Fail party .
irish-2551,5,pos,Brian Cowen,NORTHERN IRELAND : Brian Cowen wins confidence vote : Irish prime minister Brian Cowen wins a c . uknews irishnews
irish-53,6,neg,Sinn Fein,drivetimerte I think you are wide of the mark on Roscommon South Leitrim . John Kelly will be much stronger than you think Sinn Fein no seat
irish-1089,7,neu,Sinn Fein,kateyo I'm with you Conor Murphy has to go but will Sinn Fein let it happen ?
irish-1781,8,neu,Sinn Fein,I think party officially abstained by the looks of it ( no FG whip took part in vote ) but a few voted No with Labour/Sinn Fein
irish-1664,9,neu,Gerry Adams,George Galloway to replace Gerry Adams ?
irish-1279,0,neu,Fianna Fail,1927 ad for Fianna Fail the only Party that can give it to you
irish-209,1,neg,Fianna Fail,rtefl reaction to anti-fianna fail
irish-2541,2,pos,Sinn Fein,Loyalists voting for Sinn Fein - UDA boss - Belfast Today
irish-502,3,neg,Gerry Adams,Gerry Adams Minister for ? in new Irish Government - when no one wants muppets you get clowns or fascists .
irish-1950,4,neu,Fine Gael,JOIN THE TEAM IRELAND 2.0 Poster - Fine Gael 2011 GE -3w0
irish-2132,5,neu,Brian Cowen,RT ? Political Correspondent David McCullagh assesses the latest with regards to Brian Cowen's leadership of FF .
irish-1399,6,neu,John Gormley,Can you just imagine the pressure John Gormley is under right now ?
irish-1102,7,neu,Sinn Fein,LatedebateRTE latedebate For Leo Varadkar to admit Labour's motion was a bid to ' gazump ' Sinn Fein's no confidence motion is something
irish-1329,8,neu,Brian Cowen,BBC News - Irish PM Brian Cowen takes on foreign affairs portfolio-europe-12225944
irish-361,9,neg,Fianna Fail,Cowen is unfit to lead but so is the Fianna Fail party -
irish-1165,0,neu,Sinn Fein,scullybones022 I've heard of Fianna Fail Labour Greens and Sinn Fein . Who are some of the Independents ? Just curious . :)
irish-1622,1,neu,Fine Gael,FINE Gael's general election hopes were dealt a blow last night by the sudden retirement of one of its .
irish-2416,2,pos,Fine Gael,simoncoveney Simon i like this and I am back Fine Gael 100% to be in power and that ye will lead us out of this mess .
irish-1705,3,neu,Sinn Fein,Gilmore-Sinn Fein don't want to be in government ge11
irish-670,4,neg,John Gormley,John Gormley's grasp of the Irish language obviously isn't too strong !
irish-1468,5,neu,Brian Cowen,DTN Canada : Irish PM calls confidence motion on leadership : Irish Prime Minister Brian Cowen defied calls to res .
irish-933,6,neg,Fianna Fail,why is revenge a dirty word ? am i the only one who thinks that unless fianna fail are obliterated the political class will never learn
irish-1200,7,neu,Sinn Fein,Veshengro So Sinn Fein is a joke because they have MLAs and MPs ? Should we let EU pass any legislation it wants or should we fight it ?
irish-1469,8,neu,John Gormley,dtn uK : Green Party pull out of Irish government : John Gormley leader and Environment Minister said his party .
irish-851,9,neg,Brian Cowen,The awkward moment when you see Brian Cowen in IKEA Buying a new Cabinet . the funniest thing I have heard this year
