argid,propid,text,ie
00800,00800_5_8,May undermine work ethic with longer-term economic consequences:,[]
00800,00800_5_9,Some argue it will decrease the quality of human capitol over time by discouraging people to remain in school or return for a higher education because these people might find that they can earn enough without the extra cost (in time and money) of schooling.,"[[""they"", ""can earn"", ""enough""], [""these people"", ""might find"", ""that they can earn enough without the extra cost (in time and money) of schooling""], [""it"", ""will decrease"", ""the quality of human capitol over time"", ""by discouraging people to remain in school""], [""Some"", ""argue"", ""it will decrease the quality of human capitol over time by discouraging people to remain in school or return for a higher education""], [""people"", ""to remain"", ""in school""]]"
00872,00872_3,It is fair to issue parking fines to people who park their car longer than the allocated time.,"[[""people"", ""park"", ""their car"", ""longer than the allocated time""]]"
00872,00872_3_1,Parking illegally can put people in danger.,"[[""Parking"", ""illegally can put"", ""people"", ""in danger""]]"
00872,00872_3_2,It is just revenue raising.,"[[""It"", ""is"", ""just"", ""revenue raising""]]"
00872,00872_3_3,Awareness of the laws does not mean they are fair.,"[[""they"", ""are"", ""fair""], [""Awareness of the laws"", ""does not mean"", ""they are fair""]]"
00872,00872_3_4,People are aware of the laws.,"[[""People"", ""are"", ""aware of the laws""]]"
00872,00872_3_5,"It shouldn""t even be a crime.","[[""t"", ""be"", ""a crime""], [""It"", ""shouldn"", ""t even be a crime""]]"
00872,00872_3_6,Sometimes people are unaware of the laws.,"[[""people"", ""are"", ""unaware of the laws"", ""Sometimes""]]"
00923,00923_5,Gambling is generally bad for society. It should be severely restricted.,"[[""Gambling"", ""is"", ""generally bad"", ""for society""], [""It"", ""should be severely restricted""]]"
00923,00923_5_1,"Analogy that gambling truly is like a drug, and should be treated as a controlled substance:","[[""Analogy"", ""should be treated"", ""as a controlled substance""], [""that gambling"", ""is"", ""like a drug""]]"
00923,00923_5_2,"It is ""drug-like"" in the way that it dramatically utilizes human chemicals:","[[""it"", ""dramatically utilizes"", ""human chemicals""], [""It"", ""is"", ""drug-like""]]"
00923,00923_5_3,Contention that gambling is not physically addictive:,"[[""gambling"", ""is not"", ""physically addictive""]]"
00923,00923_5_4,The addictive and destructive nature of gambling is also drug-like:,"[[""The destructive nature of gambling"", ""is"", ""also"", ""drug - like""], [""The addictive nature of gambling"", ""is"", ""also"", ""drug - like""]]"
00923,00923_5_5,Gambling is addictive.,"[[""Gambling"", ""is"", ""addictive""]]"
00965,00965_3,The government should take actions to deter individuals from smoking.,"[[""The government"", ""should take"", ""actions to deter individuals from smoking""]]"
00965,00965_3_1,Most smokers want to quit; restrictions do them a favor.,"[[""Most smokers"", ""want to quit to quit""], [""Most smokers"", ""want"", ""to quit""], [""restrictions"", ""do"", ""them"", ""a favor""]]"
00965,00965_3_2,"Smoking is not a real choice, as nicotine is an addictive drug:","[[""nicotine"", ""is"", ""an addictive drug""], [""Smoking"", ""is not"", ""a real choice"", ""as nicotine is an addictive drug""]]"
00965,00965_3_3,Many things are addictive; alienating tobacco is unfair.,"[[""Many things"", ""are"", ""addictive""], [""alienating tobacco"", ""is"", ""unfair""]]"
00965,00965_3_4,Cigarettes are harmful; governments should take action against them.,"[[""Cigarettes"", ""are"", ""harmful""], [""governments"", ""should take"", ""action against them""]]"
00965,00965_3_5,A comparison of tobacco to hard drugs is inaccurate:,"[[""A comparison of tobacco to hard drugs"", ""is"", ""inaccurate""]]"
00965,00965_3_6,Governments must defend freedom of choice to smoke.,"[[""Governments"", ""must defend"", ""freedom of choice to smoke""]]"
00970,00970_7,I should go to law school.,"[[""I"", ""should go"", ""to law school""]]"
00970,00970_7_1,Law school cultivates arrogance,"[[""Law school"", ""cultivates"", ""arrogance""]]"
00970,00970_7_2,Lawyers become uninteresting people,"[[""Lawyers"", ""become"", ""uninteresting people""]]"
00970,00970_7_3,Diversity in law fits diversity of personalities,"[[""Diversity in law"", ""fits""]]"
00970,00970_7_4,Legal practice breeds aggressiveness,[]
00970,00970_7_5,The legal practice breeds impatience in life,[]
01049,01049_3,Japans constitution should be amended to allow her a normal military role in world affairs.,[]
01049,01049_3_1,Japans people oppose militarism.,"[[""Japans people"", ""oppose"", ""militarism""]]"
01049,01049_3_2,Japan has unfairly benefited from its post-war non-military status,"[[""Japan"", ""has unfairly benefited"", ""from its post-war non-military status""]]"
01049,01049_3_3,Japan actually spends a great deal on her defence now:,"[[""Japan"", ""spends"", ""a great deal"", ""on her defence"", ""now""]]"
01049,01049_3_4,The international community willingly accepts the burden of having to defend Japan:,"[[""The international community"", ""willingly accepts"", ""the burden of having to defend Japan""]]"
01108,01108_10,Plans to fight global warming should prioritize solar energy.,"[[""Plans to fight global warming"", ""should prioritize"", ""solar energy""]]"
01108,01108_10_1,Alternative clean fuels generated from solar power reduces dependence on oil,"[[""Alternative clean fuels generated from solar power"", ""reduces"", ""dependence on oil""], [""Alternative clean fuels"", ""generated"", ""from solar power""]]"
01108,01108_10_2,Solar energy reduces nations dependence on oil/foreign oil.,"[[""Solar energy"", ""reduces"", ""nations dependence on oil/foreign oil""]]"
01108,01108_10_3,Solar electricity cannot significantly reduce dependencies on oil.,"[[""Solar electricity"", ""can not reduce"", ""dependencies on oil""]]"
01108,01108_9,Plans to fight global warming should prioritize solar energy.,"[[""Plans to fight global warming"", ""should prioritize"", ""solar energy""]]"
01108,01108_9_1,"Solar energy requires too much land, damaging the environment","[[""Solar energy"", ""requires"", ""too much land"", ""damaging the environment""]]"
01108,01108_9_2,Deserts are possibly suitable for the deployment of solar farms.,"[[""Deserts"", ""are"", ""possibly suitable for the deployment of solar farms""]]"
01108,01108_9_3,Decentralized solar power does not take up much land.,"[[""Decentralized solar power"", ""does not take up"", ""much land""]]"
01108,01108_9_4,Solar energy uses less land than coal,"[[""Solar energy"", ""uses"", ""less land than coal""]]"
01122,01122_5,In some cases juveniles should be tried as adults.,"[[""juveniles"", ""should be tried"", ""as adults"", ""In some cases""]]"
01122,01122_5_1,Juvenile courts and justice are more economical.,"[[""Juvenile justice"", ""are"", ""more economical""], [""Juvenile courts"", ""are"", ""more economical""]]"
01122,01122_5_2,Imprisonment of juveniles in detention centres has adverse effects.,"[[""Imprisonment of juveniles in detention centres"", ""has"", ""adverse effects""]]"
01122,01122_5_3,Juvenile justice system is inherently inefficient.,"[[""Juvenile justice system"", ""is"", ""inherently inefficient""]]"
01122,01122_5_4,Juvenile justice system is efficient.,"[[""Juvenile justice system"", ""is"", ""efficient""]]"
01122,01122_5_5,There is no unfair treatment in juvenile courts.,"[[""no unfair treatment in juvenile courts"", ""is""]]"
01271,01271_6,Nasa should return humans to the Moon rather than going to Mars.,[]
01271,01271_6_1,"Moon desolate, but still holds scientific mysteries","[[""Moon"", ""holds"", ""scientific mysteries"", ""still""]]"
01271,01271_6_2,Mars mission would reveal much about Earths history/future.,"[[""Mars mission"", ""would reveal"", ""much about Earths history/future""]]"
01271,01271_6_3,There is much more to be discovered on/about the Moon,"[[""much more"", ""to be discovered"", ""on/""]]"
01271,01271_6_4,Moon affects Earth more than Mars so should be returned to.,"[[""Moon"", ""affects"", ""Earth"", ""more than Mars"", ""so should be returned to""]]"
01271,01271_6_5,Mars is more scientifically interesting than the Moon,"[[""Mars"", ""is"", ""more scientifically interesting than the Moon""]]"
01271,01271_6_6,"Mars could be made inhabitable, but not the Moon",[]
01271,01271_6_7,Mars reveals more to scientists about climate change,"[[""Mars"", ""reveals"", ""more to scientists about climate change""]]"
01271,01271_6_8,Mars mission would inspire kids to become scientists,"[[""kids"", ""to become"", ""scientists""], [""Mars mission"", ""would inspire"", ""kids"", ""to become scientists""]]"
00039,00039_1,Judges should be elected.,"[[""Judges"", ""should be elected""]]"
00039,00039_1_1,Judicial elections elevate debate and awareness of judiciary,"[[""Judicial elections"", ""elevate"", ""awareness of judiciary""], [""Judicial elections"", ""elevate"", ""debate of judiciary""]]"
00039,00039_1_2,Election of judges delegitimizes their role,"[[""Election of judges"", ""delegitimizes"", ""their role""]]"
00039,00039_1_3,Voters will ensure elected judges uphold the rule of law,"[[""elected judges"", ""uphold"", ""the rule of law""], [""Voters"", ""will ensure"", ""elected judges uphold the rule of law""]]"
00039,00039_1_4,"Voters don""t have enough info to pick the best judges","[[""Voters"", ""don to pick"", ""the best judges""], [""t"", ""have"", ""enough info to pick the best judges""], [""Voters"", ""don"", ""t have enough info""]]"
00039,00039_1_5,"Judges cannot voice their opinions, so how can voters decide?","[[""Judges"", ""can not voice"", ""their opinions""]]"
00042,00042_11,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.","[[""conditions"", ""permit""], [""Troops"", ""should be withdrawn"", ""from Iraq"", ""as immediately"", ""before conditions permit""]]"
00042,00042_11_1,An early withdrawal from Iraq would hurt US credibility in the War on Terror,"[[""An early withdrawal from Iraq"", ""would hurt"", ""US credibility"", ""in the War on Terror""]]"
00042,00042_11_10,Iraq is only a jihadist-terrorist threat because US troops are there to be targeted.,"[[""US troops"", ""to be targeted""], [""US troops"", ""are"", ""there""], [""Iraq"", ""is"", ""only a jihadist-terrorist threat"", ""because US troops are there""]]"
00042,00042_11_11,Coalition troops in Iraq fuel anti-Americanism and terrorism globally,[]
00042,00042_11_12,It is wrong to believe that we need to fight terrorists in Iraq to prevent them from coming to the US.,"[[""them"", ""from coming"", ""to the US""]]"
00042,00042_11_13,An early US withdrawal would enable Al Qaeda to use Iraqi oil revenue,"[[""Al Qaeda"", ""to use"", ""Iraqi oil revenue""], [""An early US withdrawal"", ""would enable"", ""Al Qaeda"", ""to use Iraqi oil revenue""]]"
00042,00042_11_14,The Iraq War has distracted attention away from the War on Terror,"[[""The Iraq War"", ""has distracted"", ""attention"", ""away from the War on Terror""]]"
00042,00042_11_15,"If the US withdraws from Iraq, it will become an Islamist base for Al Qaeda","[[""it"", ""will become"", ""an Islamist base for Al Qaeda""], [""the US"", ""withdraws"", ""from Iraq""]]"
00042,00042_11_16,The Iraq war has not made us more vulnerable to terrorist attacks than before,"[[""The Iraq war"", ""has not made"", ""us more vulnerable to terrorist attacks than before""]]"
00042,00042_11_17,Al Qaeda will not thrive in majority Shiite Iraq,"[[""Al Qaeda"", ""will not thrive"", ""in majority"", ""Shiite Iraq""]]"
00042,00042_11_18,Occupying Iraq makes the USA and its allies targets for terrorist attack throughout the world.,"[[""Occupying Iraq"", ""makes"", ""its allies targets for terrorist attack throughout the world""], [""Occupying Iraq"", ""makes"", ""the USA""]]"
00042,00042_11_19,"Withdrawing from Iraq may embolden terrorists, but the war itself emboldens them","[[""the war"", ""emboldens"", ""them""], [""Withdrawing from Iraq"", ""may embolden"", ""terrorists""]]"
00042,00042_11_2,The war in Iraq is a central front in the war on Islamic fundamentalism,"[[""The war in Iraq"", ""is"", ""a central front in the war on Islamic fundamentalism""]]"
00042,00042_11_20,"A US withdrawal might embolden Jihadists, but they are insignificant in Iraq","[[""they"", ""are"", ""insignificant in Iraq""], [""A US withdrawal"", ""might embolden"", ""Jihadists""]]"
00042,00042_11_21,"Once the US leaves, terrorists will launch a massive, violent campaign.","[[""terrorists"", ""will launch"", ""a massive, violent campaign"", ""Once the US leaves""]]"
00042,00042_11_22,The US can back anti-terrorism efforts in and around Iraq after leaving,"[[""The US"", ""can back anti-terrorism efforts around Iraq after leaving""], [""The US"", ""can back"", ""anti-terrorism efforts around Iraq"", ""after leaving""], [""The US"", ""can back anti-terrorism efforts after leaving""], [""The US"", ""can back"", ""anti-terrorism efforts"", ""after leaving""]]"
00042,00042_11_3,Al Qaeda has made Iraq a central front and they must be stopped there,"[[""they"", ""must be stopped"", ""there""], [""Al Qaeda"", ""has made"", ""Iraq a central front""]]"
00042,00042_11_4,Al Qaeda is powerless to establish a caliphate in Iraq after a US withdrawal,"[[""Al Qaeda"", ""to establish"", ""a caliphate in Iraq""], [""Al Qaeda"", ""is"", ""powerless to establish a caliphate in Iraq""]]"
00042,00042_11_5,Iraqi Sunnis would mainly oppose Al Qaeda after the US leaves,"[[""Iraqi Sunnis"", ""would oppose"", ""Al Qaeda"", ""after the US leaves""]]"
00042,00042_11_6,Al Qaeda in Iraq (AQI) is not coordinated with Al Qaeda at large,"[[""Al Qaeda in Iraq"", ""is not coordinated"", ""with Al Qaeda""]]"
00042,00042_11_7,Mending relations with countries that opposed the war would make it easier to fight the war on terror.,"[[""Mending relations with countries"", ""would make"", ""it easier to fight the war on terror""], [""countries"", ""opposed"", ""the war""]]"
00042,00042_11_8,A US troop presence in Iraq provides terrorists with a justification for their presence among Iraqis.,"[[""A US troop presence in Iraq"", ""provides"", ""with a justification for their presence among Iraqis""]]"
00042,00042_11_9,An early withdrawal from Iraq would embolden terrorists,"[[""An early withdrawal from Iraq"", ""would embolden"", ""terrorists""]]"
00042,00042_12,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.","[[""conditions"", ""permit""], [""Troops"", ""should be withdrawn"", ""from Iraq"", ""as immediately"", ""before conditions permit""]]"
00042,00042_12_1,The Iraqi parliament has called for the United States to withdrawal,"[[""the United States"", ""to withdrawal""], [""The Iraqi parliament"", ""has called"", ""for the United States to withdrawal""]]"
00042,00042_12_2,Many Iraqis support the continued presence of US forces,"[[""Many Iraqis"", ""support"", ""the continued presence of US forces""]]"
00042,00042_12_3,The US should withdraw immediately to respect the will of Iraqis,"[[""The US"", ""should withdraw to respect"", ""the will of Iraqis""], [""The US"", ""should withdraw"", ""immediately"", ""to respect the will of Iraqis""]]"
00100,00100_2,Flag burning as a form of protest should be prohibited.,"[[""Flag"", ""should be prohibited""], [""Flag"", ""burning""]]"
00100,00100_2_1,There is no consistent causal link between flag burning and national security and/or public safety threat (the common justifications for any restrictions on freedom of speech):,"[[""no consistent causal link between flag burning and national security and/or public safety threat ( the common justifications for any restrictions on freedom of speech"", ""is""]]"
00100,00100_2_2,Flag burning laws should be subject to state-level public opinion and will.,"[[""Flag burning laws"", ""should be"", ""subject to state - level public will""], [""Flag burning laws"", ""should be"", ""subject to state - level public opinion""]]"
00100,00100_2_3,Free speech is and should be limited in many instances.,"[[""Free speech"", ""should be limited"", ""in many instances""], [""Free speech"", ""is""]]"
00102,00102_3,Bosnia and Herzegovina should continue under the Dayton Agreement rather than change/abandon it.,"[[""Herzegovina change"", ""abandon"", ""it""], [""Bosnia"", ""abandon"", ""it""], [""Herzegovina"", ""should continue"", ""under the Dayton Agreement""], [""Bosnia"", ""should continue"", ""under the Dayton Agreement""]]"
00102,00102_3_1,"Republika Srpska will not accept ""unitary"" governance in Bosnia","[[""Republika Srpska"", ""will not accept"", ""unitary\"" governance"", ""in Bosnia""]]"
00102,00102_3_2,Centralized power is not viable in Bosnia and Herzegovina.,"[[""Centralized power"", ""is not"", ""viable"", ""in Herzegovina""], [""Centralized power"", ""is not"", ""viable"", ""in Bosnia""]]"
00102,00102_3_3,Dayton entrenches ethnic divisions and impedes political progress,"[[""Dayton"", ""impedes"", ""political progress""], [""Dayton"", ""entrenches"", ""ethnic divisions""]]"
00102,00102_3_4,Unifying ethnic factions in Bosnia is unrealistic,"[[""Unifying ethnic factions in Bosnia"", ""is"", ""unrealistic""]]"
00108,00108_3,The present international ban on trading elephant ivory should be lifted.,"[[""The present international ban on trading elephant ivory"", ""should be lifted""]]"
00108,00108_3_1,"""The experimental export of raw ivory in 1999 from Botswana, Namibia and Zimbabwe (conducted under rigorous CITES supervision) was successful in all respects.","[[""The experimental export of raw ivory in 1999 from Zimbabwe"", ""was"", ""successful"", ""in all respects""], [""The experimental export of raw ivory in 1999 from Zimbabwe"", ""conducted"", ""under rigorous CITES supervision""], [""The experimental export of raw ivory in 1999 from Namibia"", ""was"", ""successful"", ""in all respects""], [""The experimental export of raw ivory in 1999 from Namibia"", ""conducted"", ""under rigorous CITES supervision""], [""The experimental export of raw ivory in 1999 from Botswana"", ""was"", ""successful"", ""in all respects""], [""The experimental export of raw ivory in 1999 from Botswana"", ""conducted"", ""under rigorous CITES supervision""]]"
00108,00108_3_2,Storage costs and depreciation are only problems if ivory is stored in the hope of eventual sale.,"[[""depreciation"", ""are"", ""only problems if ivory is stored in the hope of eventual sale""], [""ivory"", ""is stored"", ""in the hope of eventual sale""], [""Storage costs"", ""are"", ""only problems if ivory is stored in the hope of eventual sale""]]"
00108,00108_3_3,"The 1999 relaxation of CITES controls coincided with a fivefold upsurge in poaching in Kenya and a similar increase in India, as criminals assumed that legal sales would soon be allowed once again.","[[""legal sales"", ""would be allowed"", ""once again"", ""soon""], [""legal sales"", ""would be allowed"", ""once again"", ""soon""], [""criminals"", ""assumed"", ""that legal sales would soon be allowed once again""], [""The 1999 relaxation of CITES controls"", ""coincided"", ""as criminals assumed that legal sales would soon be allowed once again""]]"
00108,00108_3_4,Governments should be able to sell the ivory they confiscate in order to fund their expensive regulation of ivory trading:,"[[""the ivory"", ""confiscate"", ""in order""], [""Governments"", ""to sell"", ""the ivory they confiscate in order""], [""Governments"", ""should be"", ""able to sell the ivory""]]"
00125,00125_12,Tidal energy should be a major part of plans to fight global warming.,"[[""Tidal energy"", ""should be"", ""a major part of plans""]]"
00125,00125_12_1,A tidal barrage can safeguard coastlines from storms.,"[[""A tidal barrage"", ""can safeguard"", ""coastlines"", ""from storms""]]"
00125,00125_12_2,"Tidal barage energy can impair the natural ""flushing"" of water ecosystems.","[[""Tidal barage energy"", ""can impair"", ""the natural \""flushing\"" of water ecosystems""]]"
00125,00125_12_3,Tidal barages produce more energy than other forms of tidal.,"[[""Tidal barages"", ""produce"", ""more energy than other forms of tidal""]]"
00125,00125_12_4,Tidal barages disrupt marine ecosystems like dams do.,"[[""marine ecosystems like dams"", ""do""], [""Tidal barages"", ""disrupt"", ""marine ecosystems like dams do""]]"
00250,00250_3,The present international ban on trading elephant ivory should be lifted.,"[[""The present international ban on trading elephant ivory"", ""should be lifted""]]"
00250,00250_3_1,"The 1999 relaxation of CITES controls coincided with a fivefold upsurge in poaching in Kenya and a similar increase in India, as criminals assumed that legal sales would soon be allowed once again.","[[""legal sales"", ""would be allowed"", ""once again"", ""soon""], [""legal sales"", ""would be allowed"", ""once again"", ""soon""], [""criminals"", ""assumed"", ""that legal sales would soon be allowed once again""], [""The 1999 relaxation of CITES controls"", ""coincided"", ""as criminals assumed that legal sales would soon be allowed once again""]]"
00250,00250_3_2,"""The experimental export of raw ivory in 1999 from Botswana, Namibia and Zimbabwe (conducted under rigorous CITES supervision) was successful in all respects.","[[""The experimental export of raw ivory in 1999 from Zimbabwe"", ""was"", ""successful"", ""in all respects""], [""The experimental export of raw ivory in 1999 from Zimbabwe"", ""conducted"", ""under rigorous CITES supervision""], [""The experimental export of raw ivory in 1999 from Namibia"", ""was"", ""successful"", ""in all respects""], [""The experimental export of raw ivory in 1999 from Namibia"", ""conducted"", ""under rigorous CITES supervision""], [""The experimental export of raw ivory in 1999 from Botswana"", ""was"", ""successful"", ""in all respects""], [""The experimental export of raw ivory in 1999 from Botswana"", ""conducted"", ""under rigorous CITES supervision""]]"
00250,00250_3_3,Storage costs and depreciation are only problems if ivory is stored in the hope of eventual sale.,"[[""depreciation"", ""are"", ""only problems if ivory is stored in the hope of eventual sale""], [""ivory"", ""is stored"", ""in the hope of eventual sale""], [""Storage costs"", ""are"", ""only problems if ivory is stored in the hope of eventual sale""]]"
00250,00250_3_4,Governments should be able to sell the ivory they confiscate in order to fund their expensive regulation of ivory trading:,"[[""the ivory"", ""confiscate"", ""in order""], [""Governments"", ""to sell"", ""the ivory they confiscate in order""], [""Governments"", ""should be"", ""able to sell the ivory""]]"
00318,00318_2,Plastic shopping bags should be banned.,"[[""Plastic shopping bags"", ""should be banned""]]"
00318,00318_2_1,It is not fair for supermarket chains to profit from something they get for free.,"[[""something"", ""get"", ""for free""], [""supermarket chains"", ""to profit"", ""from something""], [""It"", ""is not"", ""fair""]]"
00318,00318_2_2,"That wouldn""t do anything to help the environment.","[[""anything"", ""to help"", ""the environment""], [""That wouldn\""t"", ""do"", ""anything to help the environment""]]"
00318,00318_2_3,Charging for plastic bags would deter people from using them in large amounts.,"[[""people"", ""from using"", ""them"", ""in large amounts""], [""Charging for plastic bags"", ""would deter"", ""people"", ""from using them in large amounts""]]"
00321,00321_12,Human reproductive cloning should be banned and punishments should be leveled against it.,"[[""punishments"", ""should be leveled"", ""against it""], [""Human reproductive cloning"", ""should be banned""]]"
00321,00321_12_1,Human cloning ends do not justify means,"[[""Human cloning ends"", ""do not justify"", ""means""]]"
00321,00321_12_2,Parents that lose a child should not be assuaged with a cloned baby.,"[[""Parents that lose a child"", ""should not be assuaged""], [""Parents"", ""lose"", ""a child""]]"
00321,00321_12_3,"If women have a right to reproduce, society can""t say ""not by cloning""","[[""women"", ""have a right to reproduce to reproduce""], [""women"", ""have"", ""a right to reproduce""], [""society"", ""can say not""]]"
00321,00321_12_4,Opponents of cloning must tolerate the practice,"[[""Opponents of cloning"", ""must tolerate"", ""the practice""]]"
00412,00412_1,"Limits or regulations should be placed on how candidates raise funds, and/or spend them, during political campaigns.","[[""candidates"", ""spend"", ""them"", ""during political campaigns""], [""candidates"", ""raise"", ""funds""], [""Limits or regulations"", ""should be placed"", ""on how candidates raise funds, and/or spend them, during political campaigns""]]"
00412,00412_1_1,"Campaign finance reform would ""level"" the playing field for candidates.","[[""Campaign finance reform"", ""would level"", ""the playing field for candidates""]]"
00412,00412_1_2,There is actually more turnover in public office than some critics of the present campaign finance systems would like to admit.,"[[""some critics of the present campaign finance systems"", ""would like to admit to admit""], [""some critics of the present campaign finance systems"", ""would like"", ""to admit""], [""more turnover in public office"", ""actually is""]]"
00412,00412_1_3,"Campaign finance reform will make elections more competitive, thus resulting in more turnover or ""fresh blood"" in politics.","[[""Campaign finance reform"", ""will make"", ""elections more competitive"", ""thus resulting in more turnover or \""fresh blood\"" in politics""]]"
00412,00412_1_4,"Even under the most radical proposals for reform, loopholes exist that enable candidates to spend more or reach their audiences through alternative means.","[[""loopholes"", ""exist"", ""Even under the most radical proposals for reform""], [""candidates"", ""to reach"", ""their audiences""], [""candidates"", ""to spend"", ""more""]]"
00424,00424_6,Governments should choose open source software in order to encourage its use.,"[[""Governments"", ""should choose"", ""open source software""]]"
00424,00424_6_1,"The open-source ""bazaar"" approach is actually tending back toward the traditional ""cathedral"" approach, because it is superior:","[[""it"", ""is"", ""superior""], [""The open-source \""bazaar\"" approach"", ""is tending"", ""back toward the traditional \""cathedral\"" approach"", ""because it is superior""]]"
00424,00424_6_2,Open-source products lack innovativeness and are inferior to centrally produced products:,"[[""Open - source products"", ""are"", ""inferior to centrally produced products""], [""Open - source products"", ""lack"", ""innovativeness""]]"
00424,00424_6_3,"The openness of open-source software produces faster, more responsive, and more robust improvements in software:","[[""The openness of open-source software"", ""produces faster""]]"
00424,00424_6_4,Real innovation is driven by the profit motive and comes from the knowledge that a firm can capitalize on a discovery:,"[[""a firm"", ""can capitalize"", ""on a discovery""], [""Real innovation"", ""comes"", ""from the knowledge""], [""Real innovation"", ""is driven"", ""by the profit motive""]]"
00447,00447_15,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","[[""Gays"", ""to serve openly"", ""in the US military""], [""Gays"", ""should be allowed""]]"
00447,00447_15_1,Costs of DADT are justified to uphold military efficacy.,"[[""Costs of DADT"", ""to uphold"", ""military efficacy""], [""Costs of DADT"", ""are justified""]]"
00447,00447_15_2,"""Don""t ask don""t tell"" has been very costly in dollars","[[""Don\""t"", ""ask"", ""don\""t tell""]]"
00447,00447_15_3,Gays in the military would be costly in recruiting/retention.,"[[""Gays in the military"", ""would be"", ""costly in recruiting/retention""]]"
00558,00558_5,The ground zero mosque should be allowed. It is acceptable.,"[[""The ground zero mosque"", ""should be allowed""], [""It"", ""is"", ""acceptable""]]"
00558,00558_5_1,Park51 is certainly within broad attack zone of ground zero.,"[[""Park51"", ""is"", ""certainly"", ""within broad attack zone of ground zero""]]"
00558,00558_5_2,"Just because it isn t right on ground zero doesn""t mean its good taste.",[]
00558,00558_5_3,Ground zero mosque is a discreet 2 blocks from world trade ruins.,"[[""Ground zero mosque"", ""is"", ""2 blocks""], [""Ground zero mosque"", ""is"", ""a discreet 2 blocks from world trade ruins""]]"
00599,00599_4,Scotland should become an independent nation.,"[[""Scotland"", ""should become"", ""an independent nation""]]"
00599,00599_4_1,Argument that and independent Scotland would lose the benefits of UK subsidies:,"[[""Argument independent Scotland"", ""would lose"", ""the benefits of UK subsidies""], [""Scotland"", ""would lose"", ""the benefits of UK subsidies""]]"
00599,00599_4_11,"As part of the larger UK, Scotland would be able to better protect its interests from an increasingly federalizing EU:","[[""Scotland"", ""to better protect"", ""its interests"", ""from an increasingly federalizing EU""], [""Scotland"", ""would be"", ""able to better protect its interests from an increasingly federalizing EU""]]"
00599,00599_4_2,"The economic impact would be ""irrelevant"":","[[""The economic impact"", ""would be"", ""irrelevant""]]"
00599,00599_4_4,"England may benefit from its reduced subsidization of Scotland, and greater potential to specialize its own economy:","[[""England"", ""may benefit"", ""from greater potential""], [""England"", ""may benefit"", ""from its reduced subsidization of Scotland""]]"
00599,00599_4_5,"The economic effects of independence would be ""impossible"" to predict, making it a poor point to use in favor of independence:","[[""The economic effects of independence"", ""would be"", ""impossible\"" to predict"", ""making it a poor point to use in favor of independence""]]"
00599,00599_4_6,The British are not really subsidizing the Scottish.,"[[""The British"", ""are not subsidizing"", ""the Scottish""]]"
00599,00599_4_7,"An independent Scotland may benefit economically from the reduced English exploitation of Scottish natural resources, which may be disproportionately used for the benefit of England:","[[""Scottish natural resources"", ""may be disproportionately used"", ""for the benefit of England""], [""An independent Scotland"", ""may benefit economically"", ""from the reduced English exploitation of Scottish natural resources""]]"
00599,00599_4_8,Scotland may not be hindered by its relatively small size in order to exist as an independent nation.,"[[""Scotland"", ""may not be hindered"", ""by its relatively small size"", ""in order""]]"
00686,00686_5,There should be a college football playoffs.,"[[""a college football playoffs"", ""should be""]]"
00686,00686_5_1,Schools lose too much money to BCS businessmen,"[[""Schools"", ""lose"", ""too much money to BCS businessmen""]]"
00686,00686_5_2,Lower-tier college football playoffs are poorly attended,"[[""Lower-tier college football playoffs"", ""are poorly attended""]]"
00686,00686_5_3,Playoff would generate more revenue than BCS,"[[""Playoff"", ""would generate"", ""more revenue than BCS""]]"
00686,00686_5_4,Schools would make more money by hosting playoff games,"[[""Schools"", ""would make more money by hosting"", ""playoff games""], [""Schools"", ""would make"", ""more money""]]"
00686,00686_5_5,BCS makes much more money than playoffs could,"[[""BCS"", ""makes"", ""much more money than playoffs""]]"
00726,00726_2,The US government should fund embryonic stem cell research.,"[[""The US government"", ""should fund"", ""embryonic stem cell research""]]"
00726,00726_2_2,A June 2004 poll conducted by Opinion Research Corp.,"[[""A June 2004 poll"", ""conducted"", ""by Opinion Research Corp""]]"
00726,00726_2_3,"CNN/USA Today/Gallup poll, August 2005",[]
00726,00726_2_4,2004 Harris Interactive poll - Christian support:,[]
00726,00726_2_5,"February, 2005 poll by Results for America",[]
00726,00726_2_6,The above polls seem to correlate with other polls finding American public support for the Roe v. Wade decision:,"[[""other polls"", ""finding"", ""American public support for the Wade decision""], [""other polls"", ""finding"", ""American public support for the Roe decision""], [""The above polls"", ""to correlate"", ""with other polls""], [""The above polls"", ""seem""]]"
00726,00726_2_7,Republican voters mainly support the status quo of limited funding or no funding at all:,"[[""Republican voters"", ""support"", ""the status quo of limited funding or no funding at all""]]"
00781,00781_6,Terms should be limited in US Congress.,"[[""Terms"", ""should be limited"", ""in US Congress""]]"
00781,00781_6_10,Term limits encourage short-term politicking,"[[""Term limits"", ""encourage"", ""short-term politicking""]]"
00781,00781_6_11,"Term limits reduce government size, spending, deficits","[[""Term limits"", ""reduce"", ""government size, spending, deficits""]]"
00781,00781_6_14,Career politicians get complacent; new ones work hard.,"[[""Career politicians"", ""get"", ""complacent""], [""new ones"", ""work hard""]]"
