pairid,argid,propid_to,propid_from,text_to,text_from,relation,sa_conf_npvp,sa_cons_npvp
00616_1#00616_1_4,00616,00616_1,00616_1_4,Tourism is good.,Hotel tourism industries are often anti-competitive:,-1,0.9792384934367403,0.0005972898785278919
00616_1#00616_1_6,00616,00616_1,00616_1_6,Tourism is good.,Dependence on tourism creates risks:,-1,0.9796530459944865,0.01214963918829789
00616_1#00616_1_7,00616,00616_1,00616_1_7,Tourism is good.,Tourism increases income to a particular area or country,1,0.0010266497892565474,0.9167196602787766
00648_11#00648_11_1,00648,00648_11,00648_11_1,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,$700b plan would bail-out greedy capitalists that created crisis,-1,0.9013759003185787,0.402146554950235
00648_11#00648_11_2,00648,00648_11,00648_11_2,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,"$700b is no Wallstreet giveaway, but a taxpayer investment.",1,0.03515011901260073,0.09636046155042353
00648_11#00648_11_3,00648,00648_11,00648_11_3,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,"$700b plan saves economy and taxpayers, not just Wallstreet",1,0.012736602761229248,0.8801502636573882
00648_11#00648_11_4,00648,00648_11,00648_11_4,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,$700b plan has been corruptly influenced by Wallstreet,-1,0.8866117156765937,0.011725522928649222
00648_11#00648_11_5,00648,00648_11,00648_11_5,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,$700b bailout could go toward excessive pay of greedy CEOs,-1,0.8704605672642122,0.2546392023481298
00648_11#00648_11_6,00648,00648_11,00648_11_6,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,Executive pay restrictions can be passed along with $700b plan,1,0.012604089472184183,0.0384515809107779
00696_2#00696_2_1,00696,00696_2,00696_2_1,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,Companies favor the predictability of a carbon tax:,-1,0.005175953358204612,0.9499241216473444
00696_2#00696_2_2,00696,00696_2,00696_2_2,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,"A carbon tax fairly treats all carbon emissions as ""bad"":",-1,0.5325856070932259,0.8849197031176247
00696_2#00696_2_3,00696,00696_2,00696_2_3,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,"A cap-and-trade system is ""fair"" because it rewards ""efficient""-polluters while punishing ""non-efficient"" polluters:",1,0.04650310439480107,0.9700508046905659
00696_2#00696_2_4,00696,00696_2,00696_2_4,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,It is easier for an energy supplier to understand a carbon tax than a cap-and-trade system,-1,0.0977774475679814,0.9404267759261433
00696_2#00696_2_5,00696,00696_2,00696_2_5,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,"It is wrong to tax all carbon emissions, and call them all ""bad"":",1,0.8058135603832742,0.336424367129152
00696_2#00696_2_6,00696,00696_2,00696_2_6,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A cap-and-trade creates arbitrary base-lines.,-1,0.005144980312481389,0.02523262729171051
00696_2#00696_2_7,00696,00696_2,00696_2_7,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,Carbon taxes are more politically neutral toward different energy-producing sectors and companies.,-1,0.010192424295057317,0.7195590773888969
00788_4#00788_4_1,00788,00788_4,00788_4_1,Merit-based pay for teachers is a good idea.,Merit pay motivates teachers to over-focus on test scores,-1,0.660629223191158,0.9286256553487474
00788_4#00788_4_2,00788,00788_4,00788_4_2,Merit-based pay for teachers is a good idea.,Merit pay gives teachers an incentive to work harder,1,0.0021229207959757588,0.9313043551174027
00788_4#00788_4_3,00788,00788_4,00788_4_3,Merit-based pay for teachers is a good idea.,Merit pay improves teaching and student learning,1,0.0005211545414746038,0.9317417214745068
00788_4#00788_4_4,00788,00788_4,00788_4_4,Merit-based pay for teachers is a good idea.,Merit pay does nothing to improve student performance,-1,0.930992209994588,0.1104655872342087
00975_9#00975_9_1,00975,00975_9,00975_9_1,The EU Constitution reform treaty is a good idea.,The Treaty of Lisbon upholds the social achievements of the EU,1,0.0013412168251094108,0.8927051471056575
00975_9#00975_9_2,00975,00975_9,00975_9_2,The EU Constitution reform treaty is a good idea.,Lisbon Treaty will increase taxes for many EU citizens,-1,0.00013503461091374708,0.023315053467628365
00975_9#00975_9_3,00975,00975_9,00975_9_3,The EU Constitution reform treaty is a good idea.,Lisbon Treaty increases taxes on countries relying on low ones,-1,0.0008177755854050607,0.03638759656002183
00990_2#00990_2_1,00990,00990_2,00990_2_1,Carbon capture is good technology and investment.,CCS can dramatically slash emissions from fossil fuels,1,0.47700953812098285,0.7012721996334141
00990_2#00990_2_10,00990,00990_2,00990_2_10,Carbon capture is good technology and investment.,Carbon capture and storage is smoke-and-mirrors tactic for big coal,-1,0.07477113010614414,0.08516876565807872
00990_2#00990_2_11,00990,00990_2,00990_2_11,Carbon capture is good technology and investment.,"CCS coal plants emit less CO2, but more pollutants",-1,0.019689477683478174,0.002450778361405366
00990_2#00990_2_12,00990,00990_2,00990_2_12,Carbon capture is good technology and investment.,CCS can be used to draw carbon directly from air.,1,0.0025890997779903,0.2688859079139969
00990_2#00990_2_13,00990,00990_2,00990_2_13,Carbon capture is good technology and investment.,General statements in favor of carbon capture and storage,1,0.0025804415077311012,0.7212663837150122
00990_2#00990_2_14,00990,00990_2,00990_2_14,Carbon capture is good technology and investment.,CCS makes continued dependence on hydrocarbons cleaner,1,0.0005137891846769218,0.09327955754142114
00990_2#00990_2_15,00990,00990_2,00990_2_15,Carbon capture is good technology and investment.,Renewables better than CCS and dealing with carbon waste,-1,7.462918967860447e-05,0.021760575267852085
00990_2#00990_2_16,00990,00990_2,00990_2_16,Carbon capture is good technology and investment.,CCS delays inevitable transition to clean energy,-1,0.027712107003732476,0.25269079732723304
00990_2#00990_2_17,00990,00990_2,00990_2_17,Carbon capture is good technology and investment.,CCS can ensure that buried carbon will stay there,1,0.0067779787517948985,0.04667026394432205
00990_2#00990_2_18,00990,00990_2,00990_2_18,Carbon capture is good technology and investment.,CCS requires significant energy; is inefficient,-1,0.15720603618762277,0.4557887216745066
00990_2#00990_2_19,00990,00990_2,00990_2_19,Carbon capture is good technology and investment.,Capturing/transporting/storing billiions of tons of C02 is not feasible,-1,0.04978590142254814,2.801384819544819e-05
00990_2#00990_2_2,00990,00990_2,00990_2_2,Carbon capture is good technology and investment.,CCS will take far too long to implement for climate change,-1,0.025410799746583015,0.008607949780699127
00990_2#00990_2_20,00990,00990_2,00990_2_20,Carbon capture is good technology and investment.,"CCS can be widely deployed on existing, huge energy sources",1,5.586304672000195e-05,0.01651571581873467
00990_2#00990_2_3,00990,00990_2,00990_2_3,Carbon capture is good technology and investment.,Burning biofuels and burying emissions can lower atmospheric C02,1,0.1888232986487933,0.22557231243844758
00990_2#00990_2_4,00990,00990_2,00990_2_4,Carbon capture is good technology and investment.,"Climate change is best solved by energy efficiency, not CCS",-1,0.043799460254400395,0.9361345781279047
00990_2#00990_2_5,00990,00990_2,00990_2_5,Carbon capture is good technology and investment.,CCS is valuable even if years away,1,0.0033876174828970343,0.054430104737636736
00990_2#00990_2_6,00990,00990_2,00990_2_6,Carbon capture is good technology and investment.,Sequestered carbon can be stored at ocean floor.,1,0.00010742546221593264,0.016512141908412752
00990_2#00990_2_7,00990,00990_2,00990_2_7,Carbon capture is good technology and investment.,Carbon capture and sequestration is one part of larger climate fight,1,0.047794087742195436,0.36581211046261075
00990_2#00990_2_8,00990,00990_2,00990_2_8,Carbon capture is good technology and investment.,CCS distracts attention and resources from clean energy,-1,0.598418136977874,0.053266137270112625
00990_2#00990_2_9,00990,00990_2,00990_2_9,Carbon capture is good technology and investment.,"Carbon capture and sequestration is ""greenwashing"" for coal",-1,0.06383601150422079,0.7501590523107211
01012_6#01012_6_1,01012,01012_6,01012_6_1,Wikipedia is a reliable and socially beneficial resource.,Wikipedia is creating large numbers of wikipediholics,-1,0.00289511337563005,0.17511405128174617
01012_6#01012_6_2,01012,01012_6,01012_6_2,Wikipedia is a reliable and socially beneficial resource.,Wikipedia is cultish and repels minority points of view,-1,0.8852513036688289,0.0033527853227437367
01012_6#01012_6_3,01012,01012_6,01012_6_3,Wikipedia is a reliable and socially beneficial resource.,Users edit according to their interests and passions on Wikipedia.,1,0.00171520810163511,0.8889069624519098
01012_6#01012_6_4,01012,01012_6,01012_6_4,Wikipedia is a reliable and socially beneficial resource.,"Wikipedia is not for individual prose, but superior collective knowledge.",1,0.029790683988532886,0.48902435931552174
01012_6#01012_6_5,01012,01012_6,01012_6_5,Wikipedia is a reliable and socially beneficial resource.,"Despite claims to the opposite, Wikipedia is a bureaucracy",-1,0.7150939175365442,0.003595507970268184
01012_6#01012_6_6,01012,01012_6,01012_6_6,Wikipedia is a reliable and socially beneficial resource.,Editing Wikipedia is tedious in the case of conflicts.,-1,0.7834888470970232,0.0376991465917086
01012_6#01012_6_7,01012,01012_6,01012_6_7,Wikipedia is a reliable and socially beneficial resource.,Wikipedia is losing good editors at an alarming rate.,-1,0.9203765911565472,0.0008585774440595728
01012_6#01012_6_8,01012,01012_6,01012_6_8,Wikipedia is a reliable and socially beneficial resource.,Authors cannot claim authorship of any article.,-1,0.10542667802652696,0.0001775178474517623
01012_6#01012_6_9,01012,01012_6,01012_6_9,Wikipedia is a reliable and socially beneficial resource.,"Theres a culture of hostility and conflict, rather than of good will and cooperation.",-1,0.03838357499172348,0.22710438431252064
01014_1#01014_1_1,01014,01014_1,01014_1_1,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only is not effective at reducing teen sex rates,-1,0.9626400694531158,0.001995133293556863
01014_1#01014_1_2,01014,01014_1,01014_1_2,Abstinence-only education is a better idea than comprehensive sex education.,Telling teens to abstain from sex makes them want it more,-1,0.26358516972589574,0.6339214873429092
01014_1#01014_1_3,01014,01014_1,01014_1_3,Abstinence-only education is a better idea than comprehensive sex education.,Comprehensive sex-ed acknowledges some teens will have sex,-1,0.008275005153394348,0.9422462319091595
01014_1#01014_1_4,01014,01014_1,01014_1_4,Abstinence-only education is a better idea than comprehensive sex education.,Comprehensive sex-ed often ignores abstinence as an option,1,0.9873396259753928,0.0034538834624773186
01014_1#01014_1_5,01014,01014_1,01014_1_5,Abstinence-only education is a better idea than comprehensive sex education.,Unglamorous sex-ed does not encourage sex.,-1,0.9519058224348748,0.00567639879510704
01014_1#01014_1_6,01014,01014_1,01014_1_6,Abstinence-only education is a better idea than comprehensive sex education.,Comprehensive sex-ed often actually encourages sex,1,0.015517624961689342,0.9688867336699964
01014_1#01014_1_7,01014,01014_1,01014_1_7,Abstinence-only education is a better idea than comprehensive sex education.,"Abstinence may have value, but only within comprehensive sex-ed",-1,0.0037724434151640133,0.9317879150025713
01014_1#01014_1_8,01014,01014_1,01014_1_8,Abstinence-only education is a better idea than comprehensive sex education.,Comprehensive sex-ed undermines message of abstinence,1,0.9351339398889104,0.0023535192301171325
01014_1#01014_1_9,01014,01014_1,01014_1_9,Abstinence-only education is a better idea than comprehensive sex education.,"Abstinence may be effective, but teens will never follow it",-1,0.16881429312264165,0.8768066350245662
01112_2#01112_2_1,01112,01112_2,01112_2_1,Drone operations are good.,The number of conflicts could increase.,-1,4.382613965938303e-05,0.09026935006895326
01112_2#01112_2_2,01112,01112_2,01112_2_2,Drone operations are good.,"""Surgical"" killings won""t root out terrorism,",-1,0.3938459554102676,0.000860939049199849
01112_2#01112_2_3,01112,01112_2,01112_2_3,Drone operations are good.,Possible future inability to act.,-1,0.8649290159325204,0.004181873328643138
01151_8#01151_8_1,01151,01151_8,01151_8_1,Single-payer health care is a good idea.,The lack of universal health care is a leading cause of bankruptcy,1,0.82629519707093,0.001140174440293818
01151_8#01151_8_2,01151,01151_8,01151_8_2,Single-payer health care is a good idea.,Total costs for individuals would be reduced by universal health care:,1,0.07879004542122058,0.11779293912050592
01151_8#01151_8_3,01151,01151_8,01151_8_3,Single-payer health care is a good idea.,Allowing for pooling of resources to force drugs to lower prices will reduce overall innovation.,-1,0.1405141825255414,0.1638264801678076
01151_8#01151_8_4,01151,01151_8,01151_8_4,Single-payer health care is a good idea.,Universal health care is not free; people pay with their taxes.,-1,0.023318136826691323,9.287068209048777e-05
01151_8#01151_8_5,01151,01151_8,01151_8_5,Single-payer health care is a good idea.,Private health care has become increasingly unaffordable for individuals,1,0.04673373544286162,0.007405651412787379
01151_8#01151_8_6,01151,01151_8,01151_8_6,Single-payer health care is a good idea.,Single-payer health care allows bargaining for lower drug prices,1,0.0007320030773265265,0.9759894562683962
01151_8#01151_8_7,01151,01151_8,01151_8_7,Single-payer health care is a good idea.,Single-payer systems typically mean higher taxes.,-1,0.0006043011961942704,0.3590709404039003
01169_2#01169_2_1,01169,01169_2,01169_2_1,Israel was justified in seizing the flotilla.,Flotilla raid continues overly-violent Israeli mind-set,-1,0.8343946654271585,0.15644701558036692
01169_2#01169_2_2,01169,01169_2,01169_2_2,Israel was justified in seizing the flotilla.,Raid demonstrates incompetence in Israeli government,-1,0.07301040206348874,0.37210195169564225
01169_2#01169_2_3,01169,01169_2,01169_2_3,Israel was justified in seizing the flotilla.,Israels flotilla raid strains its alliances,-1,0.3029981663155319,0.3659348600850288
01169_2#01169_2_4,01169,01169_2,01169_2_4,Israel was justified in seizing the flotilla.,"Israel issued the flotilla a warning, which they ignored.",1,0.4569232819494775,0.13256796089741119
01169_2#01169_2_5,01169,01169_2,01169_2_5,Israel was justified in seizing the flotilla.,Israel flotilla raid was strategic in context of Gaza blockade.,1,0.035461112464132624,0.03664525821751474
01169_2#01169_2_6,01169,01169_2,01169_2_6,Israel was justified in seizing the flotilla.,Israel flotilla raid makes it harder to act on Iran,-1,0.3034485815399623,0.3665505838281543
00016_11#00016_11_1,00016,00016_11,00016_11_1,Medical marijuana dispensaries are a good idea.,Marijuana is natural; dispensaries should be allowed,1,0.0021591897202495854,0.9818361133981811
00016_11#00016_11_2,00016,00016_11,00016_11_2,Medical marijuana dispensaries are a good idea.,Medical marijuana dispensaries are professional institutions,1,0.005749838998015651,0.02600961197438062
00016_11#00016_11_3,00016,00016_11,00016_11_3,Medical marijuana dispensaries are a good idea.,Medical marijuana prescriptions are often fraudulent,-1,0.04956824622357345,0.0009067377600678307
00016_11#00016_11_4,00016,00016_11,00016_11_4,Medical marijuana dispensaries are a good idea.,"Marijuana dispensaries should be regulated, but allowed",1,0.0053678276720449175,0.973852230159296
00016_11#00016_11_5,00016,00016_11,00016_11_5,Medical marijuana dispensaries are a good idea.,Marinol pills can be prescribed; Marijuana is unnecessary,-1,0.28114287453723874,0.161459888371627
00016_11#00016_11_6,00016,00016_11,00016_11_6,Medical marijuana dispensaries are a good idea.,Marijuana dispensaries are key to enabling pain relief,1,0.0025880134232089233,0.9518021448183874
00016_11#00016_11_7,00016,00016_11,00016_11_7,Medical marijuana dispensaries are a good idea.,Whole marijuana dispensaries are excessive; pharmacies better.,-1,0.4251702528437792,0.5112590925603251
00016_11#00016_11_8,00016,00016_11,00016_11_8,Medical marijuana dispensaries are a good idea.,Marijuana dispensaries are not drug rings,1,0.8383521936129894,0.0028668818479040616
00071_10#00071_10_1,00071,00071_10,00071_10_1,"Chinas ""one child"" policy is sensible.","Chinas ""one child"" policy is inherently racist",-1,0.9808478844125778,0.027102210377259885
00071_10#00071_10_2,00071,00071_10,00071_10_2,"Chinas ""one child"" policy is sensible.","Chinas ""one child"" policy causes socioeconomic discrimination",-1,0.9803436668135831,0.0010681016294991363
00071_10#00071_10_3,00071,00071_10,00071_10_3,"Chinas ""one child"" policy is sensible.",This policy is not exactly racist.,1,0.8079869169236268,0.10686367224340601
00175_8#00175_8_1,00175,00175_8,00175_8_1,Debate is a better form of discourse than dialogue.,"Debate can lead to ""false dichotomies"".",-1,0.7964992785731375,0.020624085120855368
00175_8#00175_8_2,00175,00175_8,00175_8_2,Debate is a better form of discourse than dialogue.,"If a false dichotomy is created, this is only an issue of the poor implementation of a debate:",1,0.9702943956709144,0.5767342006574904
00175_8#00175_8_3,00175,00175_8,00175_8_3,Debate is a better form of discourse than dialogue.,A debate between two alternatives does not inherently imply that there are only two alternatives to choose from.,1,0.5557913260653896,0.3068038603788794
00230_1#00230_1_1,00230,00230_1,00230_1_1,Charter schools are a good idea and in New Orleans.,"Charter schools, free from regulation, are innovative",1,0.0005816217069143069,0.981434740829775
00230_1#00230_1_10,00230,00230_1,00230_1_10,Charter schools are a good idea and in New Orleans.,Charter schools do not achieve economies of scale,-1,0.9764641568647918,0.0018315799160816969
00230_1#00230_1_2,00230,00230_1,00230_1_2,Charter schools are a good idea and in New Orleans.,Agile charter schools can quickly respond to meet demand,1,0.0007155864172034147,0.9451771560241814
00230_1#00230_1_3,00230,00230_1,00230_1_3,Charter schools are a good idea and in New Orleans.,Charter schools make good use of empty school buildings,1,0.0008799205677230543,0.9777898543548156
00230_1#00230_1_4,00230,00230_1,00230_1_4,Charter schools are a good idea and in New Orleans.,Charter schools contribute to damaging privatization of schools,-1,0.9816584914452088,0.007088884460666645
00230_1#00230_1_5,00230,00230_1,00230_1_5,Charter schools are a good idea and in New Orleans.,Charter schools have a poor return on investment,-1,0.9815762645428577,0.0007422606220708393
00230_1#00230_1_6,00230,00230_1,00230_1_6,Charter schools are a good idea and in New Orleans.,Charter schools proliferated too quickly to monitor performance,-1,0.8634368578812264,0.01909247472940834
00230_1#00230_1_7,00230,00230_1,00230_1_7,Charter schools are a good idea and in New Orleans.,"Charter schools don""t add efficiency, but more administrative costs",-1,0.9637176940234238,0.03932459500130795
00230_1#00230_1_8,00230,00230_1,00230_1_8,Charter schools are a good idea and in New Orleans.,"Charter schools offer fewer services, reducing operating costs",1,0.980040137607688,0.004623886881196891
00230_1#00230_1_9,00230,00230_1,00230_1_9,Charter schools are a good idea and in New Orleans.,Charter schools can generate strong funding from foundations,1,0.0005842408717863302,0.9766040703115476
00247_3#00247_3_1,00247,00247_3,00247_3_1,Global warming is chiefly caused by humans not by natural phenomenon.,Scientific consensus does not prove climate change is human-caused,-1,0.39712378165723794,0.31421494441324355
00247_3#00247_3_10,00247,00247_3,00247_3_10,Global warming is chiefly caused by humans not by natural phenomenon.,There was a false scientific consensus in the 70s that global cooling was occurring.,-1,0.0161956786342925,0.011905724769220274
00247_3#00247_3_13,00247,00247_3,00247_3_13,Global warming is chiefly caused by humans not by natural phenomenon.,Scientists have a financial interest in calling climate change a crisis.,-1,0.011333813363103197,0.04403710445289717
00247_3#00247_3_14,00247,00247_3,00247_3_14,Global warming is chiefly caused by humans not by natural phenomenon.,Joseph Romm. Book Hell and High Water. 2007. pp 12.,1,9.561573846123594e-06,6.977863524804525e-06
00247_3#00247_3_19,00247,00247_3,00247_3_19,Global warming is chiefly caused by humans not by natural phenomenon.,"There is no scientific ""consensus"" that humans are the chief cause of global warming",-1,0.3514762517960742,0.4716173343572634
00247_3#00247_3_2,00247,00247_3,00247_3_2,Global warming is chiefly caused by humans not by natural phenomenon.,Vast majority of scientists believe climate change due to humans,1,0.062127121194328,0.07063305679109506
00247_3#00247_3_20,00247,00247_3,00247_3_20,Global warming is chiefly caused by humans not by natural phenomenon.,Global warming has become an industry in itself.,-1,0.07994560953772319,0.30660063790350034
00247_3#00247_3_21,00247,00247_3,00247_3_21,Global warming is chiefly caused by humans not by natural phenomenon.,"Wikipedia article: ""Scientific opinion on Global Climate Change""",1,0.000913568770422782,0.0010139168318877769
00247_3#00247_3_22,00247,00247_3,00247_3_22,Global warming is chiefly caused by humans not by natural phenomenon.,Many scientists are pressured to deny global warming is human-caused:,1,0.40734085333733033,0.23785130107203406
00247_3#00247_3_3,00247,00247_3,00247_3_3,Global warming is chiefly caused by humans not by natural phenomenon.,2001 IPCC report concludes humans causing climate change,1,0.0417939452709958,0.05253171282506262
00247_3#00247_3_8,00247,00247_3,00247_3_8,Global warming is chiefly caused by humans not by natural phenomenon.,"The IPCC report does not represent a scientific ""consensus"" that global warming is human caused",-1,0.27334530207399377,0.22824842865946748
00247_3#00247_3_9,00247,00247_3,00247_3_9,Global warming is chiefly caused by humans not by natural phenomenon.,Sources citing a scientific consensus on the human-causes of global warming,1,0.03056200379300538,0.11635280551843474
00258_3#00258_3_1,00258,00258_3,00258_3_1,Artificial life is good.,"Synthetic life is part of ""Gods creativity""",1,0.0009274372801049979,0.9488234392772582
00258_3#00258_3_2,00258,00258_3,00258_3_2,Artificial life is good.,Artificial life is a profound symbol of mans mastery over nature,1,0.002679569848206138,0.9795752041729879
00258_3#00258_3_3,00258,00258_3,00258_3_3,Artificial life is good.,Man-made life plays God and nature,-1,0.008023750495344817,0.2853794733117909
00258_3#00258_3_4,00258,00258_3,00258_3_4,Artificial life is good.,"Man can""t create life, only manipulate it",-1,0.8612266412178834,0.13317478382895473
00258_3#00258_3_5,00258,00258_3,00258_3_5,Artificial life is good.,Artificial life rightly questions concept of soul,1,0.14567989960867203,0.9462198064873808
00258_3#00258_3_6,00258,00258_3,00258_3_6,Artificial life is good.,"Synthetic biology rightly refutes ""divinity of life""",1,0.6937149167182913,0.05640230052158889
00258_3#00258_3_7,00258,00258_3,00258_3_7,Artificial life is good.,Synthetic life will result in an artificial race amidst us,-1,0.014364177687187014,0.5784846169762465
00258_3#00258_3_8,00258,00258_3,00258_3_8,Artificial life is good.,"Humanity always ""played God""; synthetic life no different",1,0.3710232953009131,0.8458469867392548
00258_3#00258_3_9,00258,00258_3,00258_3_9,Artificial life is good.,"Humans wouldn""t have to ""play God"" if God wasn""t so unfair",1,0.605256453917884,0.026327320926063536
00423_4#00423_4_1,00423,00423_4,00423_4_1,The bombing of Hiroshima and Nagasaki was justified.,Nagasaki was an industrial center and military target.,1,0.12127446748274079,0.1634738921920634
00423_4#00423_4_2,00423,00423_4,00423_4_2,The bombing of Hiroshima and Nagasaki was justified.,Hiroshima and Nagasaki were bad targets.,-1,0.9818278063384333,0.1758971178211124
00423_4#00423_4_3,00423,00423_4,00423_4_3,The bombing of Hiroshima and Nagasaki was justified.,Hiroshima was a strategic military headquarters and target.,1,0.0922586084258567,0.09778861804148886
00423_4#00423_4_4,00423,00423_4,00423_4_4,The bombing of Hiroshima and Nagasaki was justified.,Hiroshima and Nagasaki were of limited military value,-1,0.9708191173060622,0.17700258035750363
00446_5#00446_5_1,00446,00446_5,00446_5_1,UN Convention on the Rights of Migrant Workers and their Families is good.,Non-ratification of Migrant Workers Convention undermines state values,1,0.9636593769598811,0.0008019926457566439
00446_5#00446_5_2,00446,00446_5,00446_5_2,UN Convention on the Rights of Migrant Workers and their Families is good.,Increasing migrant rights can cause international tensions,1,0.2238945394498753,0.012180982275082962
00446_5#00446_5_3,00446,00446_5,00446_5_3,UN Convention on the Rights of Migrant Workers and their Families is good.,Failure to ratify migrant workers convention draws rebukes from UN.,1,0.9130579206322635,0.0024150056151148167
00446_5#00446_5_4,00446,00446_5,00446_5_4,UN Convention on the Rights of Migrant Workers and their Families is good.,Expanding migrant rights can damage national identity,-1,0.1785103797802024,0.00025988356754286777
00446_5#00446_5_5,00446,00446_5,00446_5_5,UN Convention on the Rights of Migrant Workers and their Families is good.,Many states oppose UN migrants rights treaty to please West,1,0.9055654773922869,0.03122898519894976
00446_5#00446_5_6,00446,00446_5,00446_5_6,UN Convention on the Rights of Migrant Workers and their Families is good.,Increasing migrant rights can cause international tensions,-1,0.2238945394498753,0.012180982275082962
00446_5#00446_5_7,00446,00446_5,00446_5_7,UN Convention on the Rights of Migrant Workers and their Families is good.,Strengthening migrant rights improves diplomatic relations,1,0.00014307606814727825,0.2709839002830812
00494_10#00494_10_1,00494,00494_10,00494_10_1,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops are equally inefficient as public insurance,-1,0.9593450271043942,0.5735874233238277
00494_10#00494_10_2,00494,00494_10,00494_10_2,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops would compete with and improve health insurance,1,0.00048813559496987973,0.3838250984762363
00494_10#00494_10_3,00494,00494_10,00494_10_3,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Health insurance co-ops have difficulty controlling costs and premiums,-1,0.12334456041991608,0.00023014460271057814
00494_10#00494_10_4,00494,00494_10,00494_10_4,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Non-profit co-ops have lower administrative costs and premiums,1,0.00031530498943018565,0.11571816414718991
00494_10#00494_10_5,00494,00494_10,00494_10_5,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Rates between health care co-ops varies significantly,-1,0.0006392137164740968,0.002889983200869749
00563_1#00563_1_1,00563,00563_1,00563_1_1,Communism is a sound political philosophy.,Communism will destroy the economy.,-1,0.9511965260107252,0.0013712056722305066
00563_1#00563_1_2,00563,00563_1,00563_1_2,Communism is a sound political philosophy.,Helping the less wealthy is the intention of communism,1,0.06801102706045366,0.1780752564838777
00563_1#00563_1_3,00563,00563_1,00563_1_3,Communism is a sound political philosophy.,Shared wealth will mean more wealth  for the less wealthy,1,9.32221039305263e-06,0.016652805751089544
00563_1#00563_1_4,00563,00563_1,00563_1_4,Communism is a sound political philosophy.,Communist states often oppress dissent.,-1,0.8287661176856274,0.019961679810663543
00632_7#00632_7_1,00632,00632_7,00632_7_1,Open primaries are a good idea.,"Open primaries can spur new, moderate coalitions",1,0.0013203886370395691,0.8666241555464962
00632_7#00632_7_2,00632,00632_7,00632_7_2,Open primaries are a good idea.,Open primaries increase bipartisanship/productivity in govt,1,0.0009555128769837589,0.7506457538898266
00632_7#00632_7_3,00632,00632_7,00632_7_3,Open primaries are a good idea.,Closed primaries check centrism in general election,-1,0.0011613939813966856,0.002292348168164574
00632_7#00632_7_4,00632,00632_7,00632_7_4,Open primaries are a good idea.,Open primaries will make politics more bland,-1,0.7537620647990166,0.8292301281990062
00632_7#00632_7_5,00632,00632_7,00632_7_5,Open primaries are a good idea.,Open primaries favor moderate/pragmatic candidates,1,0.0007815585899980652,0.9043994021458366
00632_7#00632_7_6,00632,00632_7,00632_7_6,Open primaries are a good idea.,Open primaries produce moderate candidates that lack core beliefs,-1,0.007331687991649127,0.7984051413632404
00632_7#00632_7_7,00632,00632_7,00632_7_7,Open primaries are a good idea.,Closed primaries have political extremes determine nominees,1,0.0005925169391075355,0.009758509166597937
00632_7#00632_7_8,00632,00632_7,00632_7_8,Open primaries are a good idea.,"Open primaries end ""us vs them"" partisanship voting",1,0.8304880634864065,0.27899943015353784
00654_7#00654_7_1,00654,00654_7,00654_7_1,Vehicle fuel economy standards are a good strategy in fighting global warming.,Fuel economy standards do not directly reduce emissions,-1,0.8067704217569849,0.09716856841869205
00654_7#00654_7_2,00654,00654_7,00654_7_2,Vehicle fuel economy standards are a good strategy in fighting global warming.,CAFE standards have strong history of reducing US emissions,1,0.03501631979289373,0.1595753846326028
00654_7#00654_7_3,00654,00654_7,00654_7_3,Vehicle fuel economy standards are a good strategy in fighting global warming.,Higher fuel economy standards do not increase driving,1,0.04753297986044627,0.053865278170738475
00654_7#00654_7_4,00654,00654_7,00654_7_4,Vehicle fuel economy standards are a good strategy in fighting global warming.,Markets efficiently reduce emissions; fuel standards are unnecessary,-1,0.9368410367725758,0.048116656117239934
00654_7#00654_7_5,00654,00654_7,00654_7_5,Vehicle fuel economy standards are a good strategy in fighting global warming.,Fuel economy standards increase driving so do not decrease emissions,-1,0.13253178195604373,0.9211102218818441
00654_7#00654_7_6,00654,00654_7,00654_7_6,Vehicle fuel economy standards are a good strategy in fighting global warming.,"Fuel economy standards reduce emissions, fight global warming",1,0.03243162833142708,0.9855692655494638
00654_7#00654_7_7,00654,00654_7,00654_7_7,Vehicle fuel economy standards are a good strategy in fighting global warming.,Gas prices pressure fuel efficiency; standards are unnecessary,-1,0.9124751610128999,0.05145949756075014
