argid,propid,text,ie
01250,01250_13_3,"Even tyrants have a right to life, which assassinations violate","[[""a right to life"", ""violate"", ""assassinations""], [""Even tyrants"", ""have"", ""a right to life, which assassinations violate""]]"
01250,01250_13_4,Philosophers throughout history have supported tyrannicide,"[[""Philosophers throughout history"", ""have supported"", ""tyrannicide""]]"
01250,01250_13_5,Assassinating a dictator can be a utilitarian good for a society.,"[[""Assassinating a dictator"", ""can be"", ""a utilitarian good for a society""]]"
01250,01250_13_6,Moral absolutes should not prevent broader morality.,"[[""Moral absolutes"", ""should not prevent"", ""broader morality""]]"
01250,01250_13_7,Legitimizing assassination cheapens the value of life.,"[[""Legitimizing assassination"", ""cheapens"", ""the value of life""]]"
00183,00183_5,"The CTBT, or any other nuclear test ban treaty, is a good idea.","[[""The CTBT, or any other nuclear test ban treaty"", ""is"", ""a good idea""]]"
00183,00183_5_1,Test ban is a key step toward nuclear disarmmaent,"[[""Test ban"", ""is"", ""a key step toward nuclear disarmmaent""]]"
00183,00183_5_10,Nuclear test ban lacks commitment to nuclear disarmament,"[[""Nuclear test ban"", ""lacks"", ""commitment to nuclear disarmament""]]"
00183,00183_5_11,Test ban helps prevent nuclear arms race,"[[""Test ban"", ""helps"", ""prevent nuclear arms race""]]"
00183,00183_5_12,"Test ban ties hands of good states, while rogue states ignore it","[[""rogue states"", ""ignore"", ""it""]]"
00183,00183_5_13,Test ban halts R&D and development of nuclear weapons,[]
00183,00183_5_14,General statements opposing a nuclear test ban,"[[""General statements"", ""opposing"", ""a nuclear test ban""]]"
00183,00183_5_2,"Test ban, as a means to abolishing nuclear weapons, is unrealistic","[[""Test ban, as a means to abolishing nuclear weapons"", ""is"", ""unrealistic""]]"
00183,00183_5_3,Test ban does not erase knowledge of how to build nukes,"[[""Test ban"", ""does not erase"", ""knowledge of how to build nukes""]]"
00183,00183_5_4,Test ban would help combat growing nuclear threats,"[[""Test ban"", ""would help"", ""combat growing nuclear threats""]]"
00183,00183_5_5,"Fear will cause nuclear proliferation, despite testing ban.","[[""Fear"", ""will cause"", ""nuclear proliferation"", ""despite testing ban""]]"
00183,00183_5_6,Comprehensive Test Ban Treaty still relevant after Cold War,[]
00183,00183_5_7,General arguments in favor of a nuclear test ban,[]
00183,00183_5_8,Nuclear Test Ban Treaty does not help nuclear disarmament.,"[[""Nuclear Test Ban Treaty"", ""does not help"", ""nuclear disarmament""]]"
00183,00183_5_9,Test ban helps stop nuclear states from testing new weapons,"[[""Test ban"", ""helps stop"", ""nuclear states"", ""from testing new weapons""], [""Test ban"", ""helps"", ""stop nuclear states from testing new weapons""], [""nuclear states"", ""from testing"", ""new weapons""]]"
00187,00187_2,The 2009 US economic stimulus package is a good plan to combat recession.,"[[""The 2009 US economic stimulus package"", ""is"", ""a good plan to combat recession""]]"
00187,00187_2_1,$800 billion stimulus is just too massive.,"[[""$800 billion stimulus"", ""is"", ""just too massive""]]"
00187,00187_2_2,Stimulus inadequate to impact massive US economy,"[[""Stimulus"", ""to impact"", ""massive US economy""]]"
00187,00187_2_3,Stimulus risks being too small not too large,"[[""Stimulus risks"", ""being"", ""too small not too large""]]"
00187,00187_2_4,Large stimulus is appropriate for large economic crisis,"[[""Large stimulus"", ""is"", ""appropriate for large economic crisis""]]"
00231,00231_9,Crime cameras are a good idea for cities around the world and in New Orleans.,"[[""Crime cameras"", ""are"", ""a good idea for cities in New Orleans""], [""Crime cameras"", ""are"", ""a good idea for cities around the world""]]"
00231,00231_9_1,Crime cameras are cost-effective only when used properly,"[[""Crime cameras"", ""are"", ""cost-effective"", ""only when used properly""]]"
00231,00231_9_2,New Orleans mayor gave wasteful contracts for crime cameras.,"[[""New Orleans mayor"", ""gave"", ""wasteful contracts for crime cameras""]]"
00231,00231_9_3,Maintaining crime cameras costs too much.,"[[""Maintaining crime cameras"", ""costs"", ""too much""]]"
00231,00231_9_4,Crime cameras are too costly for too few benefits,"[[""Crime cameras"", ""are"", ""too costly""]]"
00231,00231_9_5,Police should not waste time watching crime cameras,"[[""Police"", ""should not waste time watching"", ""crime cameras""], [""Police"", ""should not waste"", ""time"", ""watching crime cameras""]]"
00231,00231_9_6,Crime cameras help reduce frequency of community patrols.,"[[""Crime cameras"", ""help reduce"", ""frequency of community patrols""], [""Crime cameras"", ""help"", ""reduce frequency of community patrols""]]"
00231,00231_9_7,Crime cameras often have no one watching due to limited resources.,"[[""Crime cameras"", ""have"", ""no one watching due to limited resources"", ""often""]]"
00419,00419_2,The French ban on Muslim veils in public buildings is justified.,"[[""The French ban on Muslim"", ""is justified""], [""The French ban on Muslim"", ""veils"", ""in public buildings"", ""is justified""]]"
00419,00419_2_1,Wearing the traditional veil is part of Muslim religious practice.,"[[""Wearing the traditional veil"", ""is"", ""part of Muslim religious practice""]]"
00419,00419_2_2,"If Muslims don""t like French policy on the veil, they can move elsewhere.","[[""they"", ""can move"", ""elsewhere""], [""Muslims"", ""don"", ""t like French policy on the veil""]]"
00419,00419_2_3,France has a very low Muslim population.,"[[""France"", ""has"", ""a very low Muslim population""]]"
00419,00419_2_4,The ban only applies in public buildings.,"[[""The ban"", ""applies"", ""in public buildings""]]"
00419,00419_2_5,A ban on veils only applies in public spaces.,"[[""A ban on veils"", ""applies"", ""in public spaces""]]"
00419,00419_2_6,Another Dimension:,[]
00423,00423_16,The bombing of Hiroshima and Nagasaki was justified.,"[[""The bombing of Nagasaki"", ""was justified""], [""The bombing of Hiroshima"", ""was justified""]]"
00423,00423_16_1,Bombing Japan was a war crime against humanity,"[[""Bombing Japan"", ""was"", ""a war crime against humanity""]]"
00423,00423_16_2,Bombing Japan was ethical in context of the horrors of WWII,"[[""Bombing Japan"", ""was"", ""ethical in context of the horrors of WWII""]]"
00423,00423_16_4,Bombing Japan was the lesser evil among the alternatives,"[[""Bombing Japan"", ""was"", ""the lesser evil among the alternatives""]]"
00423,00423_16_5,Atomic bombs were a just response to Japans total war tactics,"[[""Atomic bombs"", ""were"", ""a just response to Japans""]]"
00423,00423_16_7,Bombing Japan was to take revenge on the civilians.,"[[""Bombing Japan"", ""to take"", ""revenge"", ""on the civilians""], [""Bombing Japan"", ""was"", ""to take revenge on the civilians""]]"
00423,00423_16_8,Bombing Japan was barbaric and immoral,"[[""Bombing Japan"", ""was"", ""immoral""], [""Bombing Japan"", ""was"", ""barbaric""]]"
00446,00446_1,UN Convention on the Rights of Migrant Workers and their Families is good.,"[[""UN Convention on the Rights of their Families"", ""is"", ""good""], [""UN Convention on the Rights of Migrant Workers"", ""is"", ""good""]]"
00446,00446_1_1,Compliance with migrant rights treaty could be expensive.,"[[""Compliance with migrant rights treaty"", ""could be"", ""expensive""]]"
00446,00446_1_2,Migrants should not have unfettered right to enter labor unions.,"[[""Migrants"", ""should not have unfettered"", ""right to enter labor unions""]]"
00446,00446_1_3,Migrant remittances are growing and need greater protections,"[[""Migrant remittances"", ""are growing""]]"
00446,00446_1_4,Migrant workers treaty counters abusive temporary worker programs.,[]
00446,00446_1_5,"Migration can cause damaging ""brain drain"" in countries of origin.","[[""Migration"", ""can cause damaging"", ""brain drain"", ""in countries of origin""], [""Migration"", ""can cause"", ""damaging \""brain drain\"" in countries of origin""]]"
00446,00446_1_6,Migrant rights treaty protects right to enter labor unions,"[[""Migrant rights treaty"", ""protects right to enter"", ""labor unions""], [""Migrant rights treaty"", ""protects"", ""right"", ""to enter labor unions""]]"
00446,00446_1_7,Migrant Workers Convention counters workplace exploitation,"[[""Migrant Workers Convention counters"", ""workplace"", ""exploitation""]]"
00446,00446_1_8,"Migrants don""t need protecting; our jobs need protecting","[[""Migrants"", ""don"", ""t""], [""our jobs"", ""need protecting""]]"
00454,00454_6,Barack Obama is justified in his willingness to talk to foreign leaders without preconditions.,"[[""Barack Obama"", ""is justified"", ""in his willingness""]]"
00454,00454_6_1,Ideologically stubborn to meet only after preconditions met,"[[""preconditions"", ""met""]]"
00454,00454_6_2,Talking to your enemies is not a concession,"[[""Talking to your enemies"", ""is not"", ""a concession""]]"
00454,00454_6_3,Iranian leaders are evil; wrong to meet with them,"[[""Iranian leaders"", ""to meet"", ""with them""], [""Iranian leaders"", ""are"", ""evil; wrong to meet with them""]]"
00454,00454_6_4,Talking to hostile leaders takes the higher moral ground.,"[[""Talking to hostile leaders"", ""takes"", ""the higher moral ground""]]"
00454,00454_6_5,Iran sponsors terrorists; wrong to talk with them,[]
00653,00653_3,It is justified to ban extremist political parties.,"[[""It"", ""to ban"", ""extremist political parties""], [""It"", ""is justified"", ""to ban extremist political parties""]]"
00653,00653_3_1,Extremist parties can be banned if they express hate speech that causes harm to other groups.,"[[""speech"", ""causes"", ""harm"", ""to other groups""], [""they"", ""express"", ""hate speech""], [""Extremist parties"", ""can be banned"", ""if they express hate speech""]]"
00653,00653_3_2,"Society can develop a general consensus about what extremist views can be deemed ""harmful"".","[[""Society"", ""can develop"", ""a general consensus about what extremist views can be deemed \""harmful""]]"
00653,00653_3_3,"""Harm"" to society is an overly subjective criteria for the banning of extremist groups from politics.","[[""Harm\"" to society"", ""is"", ""an overly subjective criteria for the banning of extremist groups from politics""]]"
00653,00653_3_4,"As long as extremist parties do promote physical harm to others, they should be given freedom to engage in politics.","[[""they"", ""should be given"", ""freedom to engage in politics"", ""As long as extremist parties do promote physical harm to others""], [""extremist parties"", ""do promote"", ""physical harm"", ""to others""]]"
00736,00736_3,The HADOPI law in France is a good idea.,"[[""The HADOPI law in France"", ""is"", ""a good idea""]]"
00736,00736_3_2,Small fee for piracy more proportional than disconnection.,[]
00736,00736_3_3,Graduated response would only temporarily cut-off Internet.,[]
00736,00736_3_4,HADOPI violates human right to Internet access.,"[[""HADOPI"", ""violates"", ""human right to Internet access""]]"
00736,00736_3_5,Graudated response is the least draconian option.,"[[""Graudated response"", ""is"", ""the least draconian option""]]"
00736,00736_3_6,"Cutting off access does not mean individual can""t get online.","[[""Cutting off access"", ""does not mean individual"", ""can\""t""]]"
00767,00767_5,"Big, liberal government is better than small, conservative government.","[[""Big , liberal government"", ""is better than"", ""small , conservative government""], [""Big, liberal government"", ""is"", ""better than small, conservative government""]]"
00767,00767_5_1,Big govt wrongly to be charitable,"[[""Big govt"", ""to be"", ""charitable""]]"
00767,00767_5_2,Govt is leading agent of change/progress/adaptation,"[[""Govt"", ""is leading"", ""agent of change/progress/adaptation""]]"
00767,00767_5_3,"Govt can""t bind communities like local associations",[]
00767,00767_5_4,Not all community needs are responsibility of govt,[]
00767,00767_5_5,Small government produces less healthy societies,"[[""Small government"", ""produces"", ""less healthy societies""]]"
00767,00767_5_6,Big govt impedes on and weakens local associations,"[[""Big govt"", ""weakens"", ""local associations""], [""Big govt"", ""impedes on""]]"
00767,00767_5_7,Strong citizen-driven govt binds communities.,[]
00817,00817_7,Education vouchers are good public policy.,"[[""Education vouchers"", ""are"", ""good public policy""]]"
00817,00817_7_1,Education vouchers force schools to hire competitive teachers.,"[[""schools"", ""to hire"", ""competitive teachers""], [""Education vouchers"", ""force"", ""schools"", ""to hire competitive teachers""]]"
00817,00817_7_2,"Vouchers damage public schools that can""t compete with private schools.","[[""public schools"", ""can t compete"", ""with private schools""], [""Vouchers"", ""damage"", ""public schools that can\""t compete with private schools""]]"
00817,00817_7_3,Competition via vouchers makes schools more efficient/effective,"[[""Competition via vouchers"", ""makes"", ""schools more efficient""]]"
00817,00817_7_4,"Cooperation, not competition, is best way to improve schools.","[[""Cooperation"", ""[is]"", ""competition""], [""Cooperation"", ""is"", ""best way to improve schools""]]"
00817,00817_9,Education vouchers are good public policy.,"[[""Education vouchers"", ""are"", ""good public policy""]]"
00817,00817_9_1,Vouchers take advantage of more efficient private schools.,"[[""Vouchers"", ""take"", ""advantage"", ""of more efficient private schools""]]"
00817,00817_9_2,Public schools are a public good; should not be subjected to market.,[]
00817,00817_9_3,"Profit motive of private schools is costly, undermining vouchers.","[[""Profit motive of private schools"", ""is"", ""costly"", ""undermining vouchers""]]"
00817,00817_9_4,Market-based education vouchers help supply demand.,"[[""Market-based education vouchers"", ""help"", ""supply demand""]]"
00990,00990_3_10,Carbon capture and storage requires significant water,"[[""storage"", ""requires"", ""significant water""], [""Carbon capture"", ""requires"", ""significant water""]]"
00990,00990_3_11,Carbon capture and storage cannot scale cost-effectivley,"[[""storage"", ""can not scale"", ""cost - effectivley""], [""Carbon capture"", ""can not scale"", ""cost - effectivley""]]"
00990,00990_3_12,Algae CCS produces valuable bi-products.,"[[""Algae CCS"", ""produces"", ""valuable bi-products""]]"
00990,00990_3_13,Carbon capture and sequestration raises costs and energy prices,"[[""Carbon sequestration"", ""raises"", ""energy prices""], [""Carbon sequestration"", ""raises"", ""costs""], [""Carbon capture"", ""raises"", ""energy prices""], [""Carbon capture"", ""raises"", ""costs""]]"
00990,00990_3_14,"Without a price on carbon, CCS will not spread","[[""CCS"", ""will not spread""]]"
00990,00990_3_2,Coal electricity still cost competitive even after CCS costs.,"[[""Coal electricity"", ""cost"", ""competitive"", ""even after CCS costs"", ""still""]]"
00990,00990_3_3,"Carbon can be captured and stored, beneficially, in cement.","[[""Carbon"", ""can be"", ""in cement""], [""Carbon"", ""can be stored"", ""beneficially""], [""Carbon"", ""can be captured""]]"
00990,00990_3_4,CCS is less cost-effective than renewable energy,"[[""CCS"", ""is"", ""less cost-effective than renewable energy""]]"
00990,00990_3_5,The transportation of captured carbon can be very expensive,"[[""The transportation of captured carbon"", ""can be"", ""very expensive""]]"
00990,00990_3_6,Sequestered C02 can be injected into reservoirs to recover oil,"[[""Sequestered C02"", ""can be injected"", ""into reservoirs"", ""to recover oil""]]"
00990,00990_3_7,CCS will become cost-effective as it scales,"[[""it"", ""scales""], [""CCS"", ""will become"", ""cost-effective"", ""as it scales""]]"
00990,00990_3_8,"CCS doesn""t have to be profitable to be a good idea","[[""CCS"", ""doesn"", ""t have to be profitable to be a good idea""], [""t"", ""to be"", ""profitable to be a good idea""]]"
00990,00990_3_9,Many companies are investing in CCS voluntarily.,"[[""Many companies"", ""are investing voluntarily"", ""in CCS""]]"
01014,01014_10,Abstinence-only education is a better idea than comprehensive sex education.,"[[""Abstinence-only education"", ""is"", ""a better idea than comprehensive sex education""]]"
01014,01014_10_1,Peer support of abstinence erodes as teens move through adolescence,"[[""teens"", ""move"", ""through adolescence""]]"
01014,01014_10_2,Abstinence-only makes it socially acceptable to abstain from sex,"[[""Abstinence"", ""makes"", ""it socially acceptable to abstain from sex""]]"
01014,01014_10_3,Youth want a strong abstinence message and education,"[[""Youth"", ""want"", ""education""], [""Youth"", ""want"", ""a strong abstinence message""]]"
01014,01014_7,Abstinence-only education is a better idea than comprehensive sex education.,"[[""Abstinence-only education"", ""is"", ""a better idea than comprehensive sex education""]]"
01014,01014_7_1,Teaching condom-use certainly does not increase pregnancies,"[[""Teaching condom-use"", ""does not increase"", ""pregnancies""]]"
01014,01014_7_2,Abstinence-only helps discourage out-of-wedlock pregnancies,"[[""Abstinence-only"", ""helps"", ""discourage out-of-wedlock pregnancies""]]"
01014,01014_7_3,Abstinence-only effectively reduces rates of teen sex and pregnancy,"[[""Abstinence"", ""only effectively reduces"", ""rates of teen pregnancy""], [""Abstinence"", ""only effectively reduces"", ""rates of teen sex""]]"
01014,01014_7_4,"Condoms, not abstinence-only, decrease teenage pregnancy",[]
01014,01014_7_5,Abstinence-only presumes pregnancy out-of-wedlock is always wrong,"[[""out-of-wedlock"", ""is"", ""always"", ""wrong""], [""Abstinence-only presumes"", ""pregnancy"", ""out-of-wedlock is always wrong""]]"
01148,01148_2,A US National Renewable Energy Standard is a good idea.,"[[""Renewable Energy Standard"", ""[is] National [from]"", ""United States""], [""A US National Renewable Energy Standard"", ""is"", ""a good idea""]]"
01148,01148_2_1,15%-by-2021 RES is insufficient to liberals,"[[""15%-by-2021 RES"", ""is"", ""insufficient to liberals""]]"
01148,01148_2_2,RES may compel utilities to pay for your extra solar power,"[[""RES"", ""may compel utilities to pay"", ""for your extra solar power""], [""RES"", ""may compel"", ""utilities"", ""to pay for your extra solar power""]]"
01148,01148_2_3,US Renewable Electricity Standard is popular,"[[""US Renewable Electricity Standard"", ""is"", ""popular""]]"
01148,01148_2_4,Renewable electricity standard increases energy prices - unpopular.,[]
01182,01182_2,The US Dream Act is a good idea.,"[[""The US Dream Act"", ""is"", ""a good idea""]]"
01182,01182_2_1,"If DREAM Act about Americanized kids, why allow 16 year-olds?",[]
01182,01182_2_2,"DREAM Act is ""earned citizenship"", not amnesty.","[[""DREAM Act"", ""is"", ""earned citizenship\"", not""]]"
01182,01182_2_3,Children not responsible for illegal immigration of parents.,[]
01182,01182_2_4,"DREAM Act offers citizenship to youth already ""Americans"".","[[""DREAM Act"", ""offers"", ""citizenship"", ""to youth already""]]"
01182,01182_2_5,"DREAM Act shows compassion, hope, opportunity to young aliens.","[[""DREAM Act"", ""shows"", ""compassion, hope, opportunity to young aliens""]]"
01182,01182_2_6,"DREAM Act gives scholarships to illegals, but not legals","[[""DREAM Act"", ""gives"", ""scholarships"", ""to illegals""]]"
01194,01194_7,Direct democracy is good.,"[[""Direct democracy"", ""is"", ""good""]]"
01194,01194_7_1,Jean-Jacques Rousseau advocated for direct democracy,"[[""Jean-Jacques Rousseau"", ""advocated"", ""for direct democracy""]]"
01194,01194_7_2,American founders favored rep democracy over direct dem,"[[""American founders"", ""favored"", ""rep democracy"", ""over direct dem""]]"
01194,01194_7_3,Many founding fathers believed in government by the people,[]
01220,01220_2,"US President Obamas 2009 troop ""surge"" in Afghanistan is a good idea.","[[""Obamas"", ""[is] President [of]"", ""United States""], [""US President Obamas 2009 troop \""surge\"" in Afghanistan"", ""is"", ""a good idea""]]"
01220,01220_2_1,Al Qaeda aims to drain US resources in Afghanistan,"[[""Al Qaeda"", ""aims to drain"", ""US resources"", ""in Afghanistan""], [""Al Qaeda"", ""aims"", ""to drain US resources in Afghanistan""]]"
01220,01220_2_2,"Cost of failure in Afghanistan is greater than ""surge""","[[""Cost of failure in Afghanistan"", ""is"", ""greater than \""surge""]]"
01220,01220_2_3,"""Surge"" in Afghanistan is costly to other US programs","[[""Surge\"" in Afghanistan"", ""is"", ""costly to other US programs""]]"
01220,01220_2_4,Security has no price; surge in Afghanistan is justified.,"[[""Security"", ""has"", ""no price""], [""surge in Afghanistan"", ""is justified""]]"
00130,00130_4,Airport security profiling is a good idea.,"[[""Airport security profiling"", ""is"", ""a good idea""]]"
00130,00130_4_1,Most people accept profiling as necessary for security.,"[[""Most people"", ""accept"", ""profiling"", ""as necessary for security""]]"
00130,00130_4_2,Profiling is institutionalized racism.,"[[""Profiling"", ""is"", ""institutionalized racism""]]"
00130,00130_4_3,Race and religion are not even worth using for profiling,"[[""religion"", ""are not"", ""even"", ""worth using for profiling""], [""Race"", ""are not"", ""even"", ""worth using for profiling""]]"
00130,00130_4_4,Political correctness should not prevent profiling/safety.,"[[""Political correctness"", ""should not prevent"", ""profiling/safety""]]"
00130,00130_4_5,"Profiling is about using a range of information, not race","[[""Profiling"", ""is"", ""about using a range of information""]]"
00130,00130_4_6,Airport profiling would make minority groups second-class citizens.,"[[""Airport profiling"", ""would make"", ""minority groups second-class citizens""]]"
00130,00130_4_7,Profiling gives terrorists a justification for their acts.,"[[""Profiling"", ""gives"", ""terrorists"", ""a justification for their acts""]]"
00257,00257_2,Each candidate is good.,"[[""Each candidate"", ""is"", ""good""]]"
00257,00257_2_1,Inslee seeks 100% graduation with dropout prevention strategies.,"[[""Inslee"", ""seeks"", ""100 % graduation""], [""Inslee"", ""seeks"", ""100% graduation with dropout prevention strategies""]]"
00257,00257_2_10,Supports career education and planning in high school.,"[[""Supports"", ""planning"", ""in high school""]]"
00257,00257_2_2,Inslee seeks to restore affordability of higher ed in WA.,"[[""Inslee"", ""seeks to restore"", ""affordability of higher ed in WA""], [""Inslee"", ""seeks"", ""to restore affordability of higher ed in WA""]]"
00257,00257_2_3,Supports all-day kindergarten to get kids on right track.,[]
00257,00257_2_4,"Inslee won""t short-change our children in globalized world.","[[""Inslee"", ""won"", ""t short-change""]]"
00257,00257_2_5,Inslee opposes education funding cuts.,"[[""Inslee"", ""opposes"", ""education funding cuts""]]"
00257,00257_2_6,"Emphasizes STEM: Science, Technology, Engineering, Math.",[]
00257,00257_2_7,Inslee fought to strengthen US education in Congress.,"[[""Inslee"", ""fought to strengthen"", ""US education in Congress""], [""Inslee"", ""fought"", ""to strengthen US education in Congress""]]"
00257,00257_2_8,Inslee would remove substandard teachers.,"[[""Inslee"", ""would remove"", ""substandard teachers""]]"
00257,00257_2_9,Inslee will invest in education as engine of econ growth.,"[[""Inslee"", ""will invest"", ""in education""]]"
00354,00354_3,Socialism is a superior form of government.,"[[""Socialism"", ""is"", ""a superior form of government""]]"
00354,00354_3_1,"Capitalism has fostered imperialism, exploitation, and suffering","[[""Capitalism"", ""has fostered suffering suffering""], [""Capitalism"", ""has fostered"", ""suffering""], [""Capitalism"", ""has fostered"", ""exploitation""], [""Capitalism"", ""has fostered"", ""imperialism""]]"
00354,00354_3_10,Capitalism rewards many people in perverse ways.,"[[""Capitalism"", ""rewards"", ""many people in perverse ways""]]"
00354,00354_3_11,"In capitalism, profit is made through exploitation","[[""profit"", ""is made"", ""In capitalism""]]"
00354,00354_3_12,Capitalism is necessary condition for political freedom.,"[[""Capitalism"", ""is"", ""necessary condition for political freedom""]]"
00354,00354_3_13,Capitalism divides and diffuses the power to oppress.,"[[""Capitalism"", ""diffuses"", ""the power to oppress""], [""Capitalism"", ""divides""]]"
00354,00354_3_2,Capitalism incentivizes higher productivity through reward,"[[""Capitalism"", ""incentivizes"", ""higher productivity""]]"
00354,00354_3_3,Income and rewards in capitalism are unequal,"[[""rewards in capitalism"", ""are"", ""unequal""], [""Income"", ""are"", ""unequal""]]"
00354,00354_3_4,Capitalism allows for greater personal fulfillment.,"[[""Capitalism"", ""allows"", ""for greater personal fulfillment""]]"
00354,00354_3_5,Capitalism places profits above moral judgement,[]
00354,00354_3_6,No transaction happens in capitalism unless both parties benefit.,"[[""both parties"", ""benefit""], [""No transaction"", ""happens"", ""in capitalism"", ""unless both parties benefit""]]"
00354,00354_3_7,Socialism wrongly incites antagonism b/w classes.,"[[""Socialism"", ""wrongly incites"", ""antagonism""]]"
00354,00354_3_8,Capitalism is more successful than socialism historically,"[[""Capitalism"", ""is"", ""more successful than socialism"", ""historically""]]"
00354,00354_3_9,Government in capitalism is not compassionate.,"[[""Government in capitalism"", ""is not"", ""compassionate""]]"
00376,00376_4,Beauty contests are harmful.,"[[""Beauty contests"", ""are"", ""harmful""]]"
00376,00376_4_1,Beauty pageants are used as scholarship funds.,"[[""Beauty pageants"", ""are used"", ""as scholarship funds""]]"
00376,00376_4_2,Being judged on beauty no different than on academics.,[]
00376,00376_4_3,Beauty contests put undue pressure on being beautiful.,"[[""Beauty contests"", ""put"", ""undue pressure"", ""on being beautiful""]]"
00376,00376_4_4,"Banning beauty contests eliminates the joy to participants, audience.","[[""Banning beauty contests"", ""eliminates"", ""the joy"", ""to participants""]]"
00376,00376_4_6,Beauty contests let women better their lot in life.,"[[""Beauty contests"", ""let""]]"
00376,00376_4_7,Beauty pageants not sexist if women eager to participate.,"[[""women eager"", ""to participate""], [""Beauty"", ""pageants not sexist""]]"
00396,00396_4,Hunting for sport is an acceptable practice.,"[[""Hunting for sport"", ""is"", ""an acceptable practice""]]"
00396,00396_4_1,Killing animals should be viewed as equivalent to killing humans,"[[""Killing animals"", ""should be viewed"", ""as equivalent to killing humans""]]"
00396,00396_4_10,Hunting is a barbaric form of torturing and killing for pleasure,"[[""Hunting"", ""is"", ""a barbaric form of killing for pleasure""], [""Hunting"", ""is"", ""a barbaric form of torturing""]]"
00396,00396_4_11,It is perfectly natural to use animals for our own nutrition and pleasure.,[]
00396,00396_4_12,"Wrong to hunt harmless, defenseless animals",[]
00396,00396_4_2,Humans have a choice and thus responsibility to do no harm to animals.,"[[""Humans"", ""to do"", ""no harm"", ""to animals""], [""Humans"", ""have"", ""a choice""]]"
00396,00396_4_3,"When hunting is unnecessary, it is barbaric; killing for pleasure","[[""it"", ""is"", ""barbaric"", ""When hunting is unnecessary""], [""hunting"", ""is"", ""unnecessary""]]"
00396,00396_4_4,Exploiting animals is more dignified than their living in the wild,"[[""their"", ""living"", ""in the wild""], [""Exploiting animals"", ""is"", ""more dignified than their living in the wild""]]"
00396,00396_4_5,Hunting is no worse than killing cows and eating their meat,"[[""Hunting"", ""than eating"", ""their meat""], [""Hunting"", ""is"", ""no worse than eating their meat""], [""Hunting"", ""is"", ""no worse than killing cows""]]"
00396,00396_4_6,"Hunters are simply immoral, bad people","[[""Hunters"", ""are"", ""simply immoral, bad people""]]"
00396,00396_4_7,"Hunters are the tyrannical, genocidal, ""mass-murderers"" of animals","[[""Hunters"", ""are"", ""the tyrannical, genocidal, \""mass-murderers\"" of animals""]]"
00396,00396_4_8,Animals should be treated as we would want to be treated,"[[""we"", ""to be treated""], [""we"", ""would want"", ""to be treated""], [""Animals"", ""should be treated"", ""as we would want to be treated""]]"
00396,00396_6,Hunting for sport is an acceptable practice.,"[[""Hunting for sport"", ""is"", ""an acceptable practice""]]"
00396,00396_6_1,Those that disapprove of hunting should not hunt.,"[[""Those"", ""disapprove"", ""of hunting""], [""Those that disapprove of hunting"", ""should not hunt""]]"
00396,00396_6_2,Hunting need not be tolerated; it is cruel and can be made unlawful,"[[""Hunting"", ""need not be tolerated""], [""it"", ""is"", ""cruel""]]"
00396,00396_6_3,Differences of opinion on killing and hunting must be tolerated,"[[""Differences of opinion on hunting"", ""must be tolerated""], [""Differences of opinion on killing"", ""must be tolerated""]]"
00396,00396_6_4,"Hunting is cruel, inhumane, undignified, and uncivilized","[[""Hunting"", ""is"", ""uncivilized""], [""Hunting"", ""is"", ""undignified""], [""Hunting"", ""is"", ""inhumane""], [""Hunting"", ""is"", ""cruel""]]"
00396,00396_6_5,Humans are obligated to cause animals no pain or suffering,"[[""Humans"", ""to cause"", ""no pain or suffering""], [""Humans"", ""are obligated"", ""to cause animals no pain or suffering""]]"
00419,00419_3,The French ban on Muslim veils in public buildings is justified.,"[[""The French ban on Muslim"", ""is justified""], [""The French ban on Muslim"", ""veils"", ""in public buildings"", ""is justified""]]"
00419,00419_3_1,"Religions shouldn""t be given preferential treatment by the government.","[[""t"", ""be given"", ""preferential treatment"", ""by the government""], [""Religions"", ""shouldn"", ""t be given preferential treatment by the government""]]"
00419,00419_3_2,France is depriving Muslims of their religious practice.,"[[""France"", ""is depriving"", ""Muslims"", ""of their religious practice""]]"
00419,00419_3_3,Islam is not a race.,"[[""Islam"", ""is not"", ""a race""]]"
00448,00448_8,George W. Bushs economic stimulus plan is justified and beneficial for the U.S economy.,"[[""George W. Bushs economic stimulus plan"", ""is"", ""beneficial for the U.S economy""], [""George W. Bushs economic stimulus plan"", ""is justified""]]"
00448,00448_8_1,Bushs 2008 economic stimulus plan will only add to US deficits,"[[""Bushs 2008 economic stimulus plan"", ""will add"", ""to US deficits""]]"
00448,00448_8_2,The Bush 2008 stimulus package is affordable,"[[""The Bush 2008 stimulus package"", ""is"", ""affordable""]]"
00448,00448_8_3,A 2008 US stimulus package threatens to worsen inflation.,"[[""A 2008 US stimulus package"", ""threatens to worsen"", ""inflation""], [""A 2008 US stimulus package"", ""threatens"", ""to worsen inflation""]]"
00460,00460_1,Obama does deserve a second term.,"[[""Obama"", ""does deserve"", ""a second term""]]"
00460,00460_1_1,"Encouraged students to go into math, science, engineering.","[[""Encouraged students"", ""to go"", ""into math, science, engineering""]]"
00460,00460_1_10,Strengthened student aid.,[]
00460,00460_1_11,"""Government takeover of the student loan program.""",[]
00460,00460_1_2,Obama took significant strides in promoting the arts/culture.,"[[""Obama"", ""took significant strides in promoting"", ""the arts/culture""], [""Obama"", ""took"", ""significant strides""]]"
