pairid,argid,propid_to,propid_from,text_to,text_from,relation,abduct_3_cause,abduct_3_obstruct,abduct_3_else
00739_7#00739_7_10,00739,00739_7,00739_7_10,"Elective, adult male circumcision is a good idea.",Those circumcised in adulthood note improved sex,1,0.00045624063932336867,4.715239265351556e-05,0.999496579170227
00739_9#00739_9_1,00739,00739_9,00739_9_1,"Elective, adult male circumcision is a good idea.",Faulty circumcision can result in loss of penis,-1,0.0005163088208064437,0.0013443580828607082,0.9981393814086914
00432_12#00432_12_6,00432,00432_12,00432_12_6,Genetically modified foods (GM foods) are beneficial.,GM foods will jeopardize the jobs of farmers in poor countries.,-1,0.006121690850704908,0.9231206774711609,0.07075764983892441
00432_5#00432_5_11,00432,00432_5,00432_5_11,Genetically modified foods (GM foods) are beneficial.,The precautionary principle needs to be applied to GM food safety.,-1,0.4252968728542328,0.0005013869958929718,0.574201762676239
00432_9#00432_9_5,00432,00432_9,00432_9_5,Genetically modified foods (GM foods) are beneficial.,"GM crops can be mismatched with ecosystems, as can conventional crops.",1,0.5909354090690613,0.1694820374250412,0.23958255350589752
00902_3#00902_3_1,00902,00902_3,00902_3_1,Outsourcing (and offshoring) is a positive phenomenon.,Technology and other services would be more effectively done domestically.,-1,0.004547690972685814,0.0036536306142807007,0.9917987585067749
01216_11#01216_11_5,01216,01216_11,01216_11_5,Free trade and economic globalization (integration) is good for the world.,Economic globalization is the best way to improve living standards globally,1,0.0033527384512126446,3.305857899249531e-05,0.9966142773628235
01216_15#01216_15_3,01216,01216_15,01216_15_3,Free trade and economic globalization (integration) is good for the world.,Legislative processes are ineffectual in making trade agreements,1,0.0001792708644643426,0.0001250302593689412,0.9996957778930664
01216_3#01216_3_7,01216,01216_3,01216_3_7,Free trade and economic globalization (integration) is good for the world.,"The current regional FTAs undermine poor countries"" bargaining power",-1,9.270467126043513e-05,5.499740655068308e-05,0.9998522996902466
01216_6#01216_6_1,01216,01216_6,01216_6_1,Free trade and economic globalization (integration) is good for the world.,The alternative to free trade is a faulty protectionism model,1,0.0001881796051748097,2.6399691705591977e-05,0.9997853636741638
01216_7#01216_7_1,01216,01216_7,01216_7_1,Free trade and economic globalization (integration) is good for the world.,Firms often threaten with outsourcing unions demanding higher wages,-1,0.00022477573656942695,0.00020477369253057986,0.9995704293251038
01216_7#01216_7_2,01216,01216_7,01216_7_2,Free trade and economic globalization (integration) is good for the world.,Retraining workers that lose from free trade is costly,-1,0.0009823516011238098,0.0007387350779026747,0.9982788562774658
01216_7#01216_7_4,01216,01216_7,01216_7_4,Free trade and economic globalization (integration) is good for the world.,Worker retraining programs seldom make up for job loss,-1,0.0003369843470863998,0.000279941683402285,0.9993829727172852
00063_10#00063_10_3,00063,00063_10,00063_10_3,"A nuclear Iran is intolerable, justifying military action to prevent.",A nuclear Iran may supply the weapon to terrorists,1,0.0001425396912964061,0.001168642658740282,0.9986888766288757
00793_2#00793_2_4,00793,00793_2,00793_2_4,The US is justified in unilaterally striking targets in Pakistan.,The Pakistani people would act virulently.,-1,0.00022898431052453816,0.0001801893813535571,0.9995908141136169
00862_3#00862_3_1,00862,00862_3,00862_3_1,Burying Osama Bin Laden at sea was the right choice.,Islamic law flexible to special burials such as Bin Ladens.,1,0.0014599927235394716,6.21102808509022e-05,0.9984778761863708
00862_3#00862_3_3,00862,00862_3,00862_3_3,Burying Osama Bin Laden at sea was the right choice.,"Sea burial pays respect to Islam, not to Bin Laden.",1,8.27628537081182e-05,0.0001030905477819033,0.9998142123222351
00862_3#00862_3_4,00862,00862_3,00862_3_4,Burying Osama Bin Laden at sea was the right choice.,"Many Muslims would have preferred to see body, confirm death.",-1,0.0011171558871865273,0.00016877561574801803,0.9987140893936157
00862_3#00862_3_5,00862,00862_3,00862_3_5,Burying Osama Bin Laden at sea was the right choice.,Why give Osama Bin Laden a dignified religious burial?,-1,0.004784498829394579,0.00021229403500910848,0.9950031638145447
00862_3#00862_3_9,00862,00862_3,00862_3_9,Burying Osama Bin Laden at sea was the right choice.,Sea burial only option consistent with 24-hour Islamic rule.,1,0.00017208672943525016,0.00022559729404747486,0.9996023774147034
00925_6#00925_6_3,00925,00925_6,00925_6_3,The New Start nuclear arms reduction treaty is a good idea.,Reducing US-Russian nuclear weapons makes for a safer world.,1,0.0012514551635831594,2.2759937564842403e-05,0.9987258315086365
01026_1#01026_1_1,01026,01026_1,01026_1_1,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Israels strikes have severely damaged Hamas, secured Israel",1,8.281691407319158e-05,4.413209535414353e-05,0.9998730421066284
01026_1#01026_1_14,01026,01026_1,01026_1_14,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel cannot be safe with a terrorist regime in Gaza,1,0.04222869500517845,0.04147817939519882,0.9162931442260742
01026_1#01026_1_3,01026,01026_1,01026_1_3,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel cannot destroy Hamas and end rocket attacks by force,-1,0.0461723729968071,0.45819640159606934,0.49563121795654297
01026_1#01026_1_6,01026,01026_1,01026_1_6,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Military strikes in Gaza re-establish Israeli deterrence,1,0.017025355249643326,4.1741066524991766e-05,0.9829329252243042
01151_19#01151_19_2,01151,01151_19,01151_19_2,Single-payer health care is a good idea.,Many single-payer systems give patients free choice of practitioners.,1,0.00017548419418744743,3.717043364304118e-05,0.9997873902320862
00002_1#00002_1_1,00002,00002_1,00002_1_1,"The US government ""fair use"" copyright clause is a good thing.","Fair use doesn""t give copyright holders enough rights",-1,4.030173295177519e-05,2.4958797439467162e-05,0.9999347925186157
00183_1#00183_1_4,00183,00183_1,00183_1_4,"The CTBT, or any other nuclear test ban treaty, is a good idea.",Nuclear Test Ban lacks force behind it,-1,4.768801591126248e-05,7.427996024489403e-05,0.9998780488967896
00246_7#00246_7_3,00246,00246_7,00246_7_3,The farming and consumption of veal is acceptable.,Veal farming is a good alternative to the slaughtering of unwanted calves,1,0.7857003808021545,0.0020683316979557276,0.21223120391368866
00246_7#00246_7_8,00246,00246_7,00246_7_8,The farming and consumption of veal is acceptable.,If veal is forbidden in one country its often simply exported abroad.,1,0.057214997708797455,0.3336920738220215,0.6090929508209229
00458_4#00458_4_7,00458,00458_4,00458_4_7,A no fly zone over Libya is a good idea.,No-fly zone is an act of war; goes too far,-1,3.5234970710007474e-05,3.162267239531502e-05,0.999933123588562
00460_7#00460_7_7,00460,00460_7,00460_7_7,Obama does deserve a second term.,"AFA only offers access to about 20,000 w/ pre-existing conditions.",-1,0.000169220773386769,0.0003524214553181082,0.9994783997535706
00841_2#00841_2_10,00841,00841_2,00841_2_10,Military tribunals in the US were justified.,1. AUMF - The Congressional Authorization for the Use of Military Force,1,7.882410136517137e-05,5.94986995565705e-05,0.9998617172241211
00113_6#00113_6_1,00113,00113_6,00113_6_1,Natural gas is a good energy source for the 21st century.,Odorless natural gas presents greater risk of ingestion.,-1,0.00794154778122902,0.8645901083946228,0.1274683177471161
00231_6#00231_6_5,00231,00231_6,00231_6_5,Crime cameras are a good idea for cities around the world and in New Orleans.,Inexpensive camera viewing services are avaialable,1,6.853759259684011e-05,4.694129165727645e-05,0.9998844861984253
00247_1#00247_1_4,00247,00247_1,00247_1_4,Global warming is chiefly caused by humans not by natural phenomenon.,Glaciers and ice-sheets melt and re-form annually.,-1,0.009717801585793495,0.1159002035856247,0.8743820190429688
00247_1#00247_1_8,00247,00247_1,00247_1_8,Global warming is chiefly caused by humans not by natural phenomenon.,The atmosphere has responded as expected to human-induced global warming,1,0.002863432513549924,0.9847788214683533,0.01235776674002409
00465_4#00465_4_3,00465,00465_4,00465_4_3,The Nobel Peace Prize is in the right hands of Barack Obama.,Peace Prize wrongly given to Obama to influence war policy.,-1,4.21491167799104e-05,5.1077728130621836e-05,0.9999066591262817
00596_1#00596_1_3,00596,00596_1,00596_1_3,Multiculturalism is a better social model than assimilation.,"If some aspects of multiculturalism are bad, they can be changed.",1,0.1753910630941391,0.0037626372650265694,0.8208463191986084
00758_8#00758_8_1,00758,00758_8,00758_8_1,"A progressive tax system is preferred to, for example, a flat tax.",Progressive taxation reduces the savings rate in a society,-1,0.5113804340362549,0.14217232167720795,0.346447229385376
00758_8#00758_8_5,00758,00758_8,00758_8_5,"A progressive tax system is preferred to, for example, a flat tax.",Bottom-up progressive taxation leads to stronger growth,1,0.4643566906452179,0.11015933752059937,0.4254840016365051
00758_8#00758_8_6,00758,00758_8,00758_8_6,"A progressive tax system is preferred to, for example, a flat tax.","Progressives shift money from entrepreneurs, capital investments",-1,0.00035750065580941737,0.0007506850524805486,0.9988918900489807
00758_8#00758_8_9,00758,00758_8,00758_8_9,"A progressive tax system is preferred to, for example, a flat tax.",Changing to a flat tax can increase economic growth,-1,0.9687689542770386,0.0015065373154357076,0.02972453273832798
00926_9#00926_9_6,00926,00926_9,00926_9_6,Nations are justified in nationalizing failing banks in the 2009/2009 economic crisis.,Nationalization of banks would harm healthy banks,-1,0.005325559992343187,0.003075852058827877,0.9915984869003296
01073_7#01073_7_3,01073,01073_7,01073_7_3,Russia or Georgias actions in the 2008 South Ossetia war were legitimate.,Georgia committed genocide in South Ossetia,1,0.0099062854424119,0.000253128120675683,0.989840567111969
00567_1#00567_1_2,00567,00567_1,00567_1_2,The US and NATO mission in Libya is legal and justifiable.,Many factors came together to favor US action in Libya,1,0.00010867042146855965,1.8459026250639e-05,0.9998728036880493
00567_1#00567_1_3,00567,00567_1,00567_1_3,The US and NATO mission in Libya is legal and justifiable.,Protecting civilians in Libya is key US value/interest,1,8.94250551937148e-05,2.3606320610269904e-05,0.9998869895935059
00567_1#00567_1_6,00567,00567_1,00567_1_6,The US and NATO mission in Libya is legal and justifiable.,"Without US involvement, Libya would turn into a disaster",1,0.0003288001171313226,0.00013750851212535053,0.9995337724685669
00567_1#00567_1_7,00567,00567_1,00567_1_7,The US and NATO mission in Libya is legal and justifiable.,Libyan engagement wrongly uses previously appropriated Cong. funds.,-1,5.805204273201525e-05,0.0001548077998450026,0.9997871518135071
00793_4#00793_4_1,00793,00793_4,00793_4_1,The US is justified in unilaterally striking targets in Pakistan.,Pakistan seems unwilling to cooperate with the United States.,1,0.0003952925617340952,3.708893927978352e-05,0.9995676875114441
01073_2#01073_2_2,01073,01073_2,01073_2_2,Russia or Georgias actions in the 2008 South Ossetia war were legitimate.,Russian blockade of arms reaching Georgia was justified,1,0.8187128305435181,5.2806863095611334e-05,0.18123434484004974
01073_2#01073_2_4,01073,01073_2,01073_2_4,Russia or Georgias actions in the 2008 South Ossetia war were legitimate.,Russia bombed Georgia beyond South Ossetia,-1,0.0010339056607335806,4.667859320761636e-05,0.9989194869995117
00257_15#00257_15_37,00257,00257_15,00257_15_37,Each candidate is good.,"Inslee lived in E. WA for 20 yrs, values rural/agr communities.",1,0.00024676937027834356,0.0008141041034832597,0.9989392161369324
00543_2#00543_2_2,00543,00543_2,00543_2_2,A military draft generally is a good thing to have in place at all times.,Nationalism and promoting militarism.,-1,0.00013117607159074396,9.326336294179782e-05,0.9997754693031311
00797_1#00797_1_1,00797,00797_1,00797_1_1,Democracy is really the best form of government.,"Democracy can easily result in a ""tyranny of the majority"".",-1,0.0024071778170764446,0.042865101248025894,0.954727828502655
01002_1#01002_1_1,01002,01002_1,01002_1_1,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Military strikes in Gaza re-establish Israeli deterrence,1,0.017025355249643326,4.1741066524991766e-05,0.9829329252243042
01002_1#01002_1_14,01002,01002_1,01002_1_14,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel cannot be safe with a terrorist regime in Gaza,1,0.04222869500517845,0.04147817939519882,0.9162931442260742
01002_1#01002_1_4,01002,01002_1,01002_1_4,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel cannot destroy Hamas and end rocket attacks by force,-1,0.0461723729968071,0.45819640159606934,0.49563121795654297
01002_1#01002_1_9,01002,01002_1,01002_1_9,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Israels strikes have severely damaged Hamas, secured Israel",1,8.281691407319158e-05,4.413209535414353e-05,0.9998730421066284
01002_8#01002_8_1,01002,01002_8,01002_8_1,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Would a proportional response from Israel include rocket attacks?,1,0.00048171033267863095,0.006439468823373318,0.9930787682533264
01002_8#01002_8_7,01002,01002_8,01002_8_7,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israeli assault was proportional to years of Hamas rocket terrorism,1,0.00015853547665756196,3.447380368015729e-05,0.9998070597648621
01151_5#01151_5_1,01151,01151_5,01151_5_1,Single-payer health care is a good idea.,The markets are better at providing quality; same with health care.,-1,0.00014795514289289713,0.00023418490309268236,0.9996178150177002
01151_5#01151_5_4,01151,01151_5,01151_5_4,Single-payer health care is a good idea.,For-profit insurance companies often put patients at risk to cut costs,1,0.00013262043648865074,0.0001275550457648933,0.9997398257255554
00439_5#00439_5_4,00439,00439_5,00439_5_4,The Three Gorges Dam is a good idea.,China is taking steps to limit garbage glut behind TGD,1,0.0011857100762426853,5.237647928879596e-05,0.9987618923187256
00677_4#00677_4_4,00677,00677_4,00677_4_4,Civil unions are the superior alternative to gay marriage.,"Word ""marriage"" is symbolic, should not be denied to gays",-1,0.0004643957072403282,0.0034112699795514345,0.9961243271827698
01151_13#01151_13_3,01151,01151_13,01151_13_3,Single-payer health care is a good idea.,Universal health care would increase frivolous malpractice lawsuits,-1,0.0003510609967634082,0.00013066967949271202,0.9995182752609253
00016_15#00016_15_10,00016,00016_15,00016_15_10,Medical marijuana dispensaries are a good idea.,Illegal medical marijuana forces sufferers to purchase on the black market.,1,5.5969303502934054e-05,0.00017534523794893175,0.9997686743736267
00272_3#00272_3_1,00272,00272_3,00272_3_1,Male circumcision is beneficial and/or ethically sound.,Circumcision does not interfere with sexual pleasure,1,0.0019887355156242847,0.00036498886765912175,0.9976462721824646
00272_3#00272_3_11,00272,00272_3,00272_3_11,Male circumcision is beneficial and/or ethically sound.,Circumcision can cause male impotency,-1,0.00041174443322233856,0.000376540410798043,0.9992116689682007
00272_3#00272_3_9,00272,00272_3,00272_3_9,Male circumcision is beneficial and/or ethically sound.,Circumcision does not interfere with sexual performance,1,0.0025595228653401136,0.00024252264120150357,0.9971979856491089
00758_2#00758_2_2,00758,00758_2,00758_2_2,"A progressive tax system is preferred to, for example, a flat tax.",Progressive taxes adjust for winners and losers of globalization,1,0.28533855080604553,0.008051193319261074,0.7066102027893066
00758_2#00758_2_4,00758,00758_2,00758_2_4,"A progressive tax system is preferred to, for example, a flat tax.",The Flat Tax is proving successful in many countries,-1,0.0003156432940158993,1.5089894986886065e-05,0.9996691942214966
01030_1#01030_1_10,01030,01030_1,01030_1_10,The US and NATO mission in Libya is legal and justifiable.,Libyan engagement wrongly uses previously appropriated Cong. funds.,-1,5.805204273201525e-05,0.0001548077998450026,0.9997871518135071
01030_1#01030_1_5,01030,01030_1,01030_1_5,The US and NATO mission in Libya is legal and justifiable.,"Without US involvement, Libya would turn into a disaster",1,0.0003288001171313226,0.00013750851212535053,0.9995337724685669
01030_1#01030_1_6,01030,01030_1,01030_1_6,The US and NATO mission in Libya is legal and justifiable.,Many factors came together to favor US action in Libya,1,0.00010867042146855965,1.8459026250639e-05,0.9998728036880493
01030_1#01030_1_7,01030,01030_1,01030_1_7,The US and NATO mission in Libya is legal and justifiable.,Protecting civilians in Libya is key US value/interest,1,8.94250551937148e-05,2.3606320610269904e-05,0.9998869895935059
01132_7#01132_7_1,01132,01132_7,01132_7_1,This House believes that advances in science present a threat.,Fertilizers and modern machinery are essential for food security.,-1,0.001943482318893075,0.0006805323646403849,0.9973759651184082
00007_14#00007_14_6,00007,00007_14,00007_14_6,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",Interrogations are not torture when no intent to torture.,1,5.530725320568308e-05,2.5667701265774667e-05,0.999919056892395
00113_9#00113_9_3,00113,00113_9,00113_9_3,Natural gas is a good energy source for the 21st century.,"NGVs may reduce emissions, but still contribute to global warming",-1,0.694089412689209,0.1872437596321106,0.11866681277751923
00187_1#00187_1_4,00187,00187_1,00187_1_4,The 2009 US economic stimulus package is a good plan to combat recession.,Adding to debt/deficit to fight recession is justified,1,0.00558598292991519,1.237117794516962e-05,0.994401752948761
00603_13#00603_13_6,00603,00603_13,00603_13_6,Libertarianism is a sound political philosophy.,Libertarianism does not allow for essential public services (i.e. roads),-1,5.1346058171475306e-05,7.903555524535477e-05,0.9998695850372314
00691_4#00691_4_14,00691,00691_4,00691_4_14,A 700 mile fence on the US-Mexico border is justified.,A physical fence accompanied with border patrollers will be effective,1,0.0004076369514223188,2.6881492885877378e-05,0.9995654225349426
01030_6#01030_6_10,01030,01030_6,01030_6_10,The US and NATO mission in Libya is legal and justifiable.,US ground forces not engaged in hostilities in Libya.,1,0.0032124316785484552,0.0038792621344327927,0.9929083585739136
01030_6#01030_6_3,01030,01030_6,01030_6_3,The US and NATO mission in Libya is legal and justifiable.,Regime change is not a military objective in Libya.,1,0.00026703072944656014,5.46342707821168e-05,0.999678373336792
01030_6#01030_6_4,01030,01030_6,01030_6_4,The US and NATO mission in Libya is legal and justifiable.,Obama implies drone warfare OK without Congr approval.,-1,0.00011310479749226943,9.695933113107458e-05,0.9997898936271667
01030_6#01030_6_8,01030,01030_6,01030_6_8,The US and NATO mission in Libya is legal and justifiable.,US has lead role in NATO in Libyan war.,-1,0.0005452680634334683,0.0009255149634554982,0.9985291957855225
00115_3#00115_3_2,00115,00115_3,00115_3_2,Geoengineering is a good idea.,Many geoengineering approaches are innocuous/non-controversial.,1,0.0001008099497994408,2.327690162928775e-05,0.9998759031295776
00446_8#00446_8_1,00446,00446_8,00446_8_1,UN Convention on the Rights of Migrant Workers and their Families is good.,Family reunification right is obstacle to migrant rights treaty.,-1,0.015375602059066296,0.003641947638243437,0.9809824824333191
00654_3#00654_3_1,00654,00654_3,00654_3_1,Vehicle fuel economy standards are a good strategy in fighting global warming.,Fuel economy standards do not increase the cost of making cars,1,0.004091088660061359,0.03128815069794655,0.96462082862854
00654_3#00654_3_2,00654,00654_3,00654_3_2,Vehicle fuel economy standards are a good strategy in fighting global warming.,Fuel economy standards reduce money spent by drivers on gas.,1,0.0006053432007320225,0.00014947692397981882,0.9992451667785645
00654_3#00654_3_7,00654,00654_3,00654_3_7,Vehicle fuel economy standards are a good strategy in fighting global warming.,Fuel economy standards are a solution in search of a problem,-1,0.0037882619071751833,0.00041090280865319073,0.9958009123802185
00862_2#00862_2_5,00862,00862_2,00862_2_5,Burying Osama Bin Laden at sea was the right choice.,At-sea burial determined best before Bin Ladens death.,1,0.00012947815412189811,2.7646261514746584e-05,0.9998428821563721
00183_2#00183_2_1,00183,00183_2,00183_2_1,"The CTBT, or any other nuclear test ban treaty, is a good idea.",Nuclear test ban eliminates negative environmental,1,0.00010250996274407953,3.754372664843686e-05,0.9998599290847778
00691_7#00691_7_1,00691,00691_7,00691_7_1,A 700 mile fence on the US-Mexico border is justified.,Building a wall is not comparable to berlins wall.,1,0.00010547488636802882,0.00010425241634948179,0.9997902512550354
00691_7#00691_7_3,00691,00691_7,00691_7_3,A 700 mile fence on the US-Mexico border is justified.,A border wall will cut-off farmers and water supplies,-1,8.38812266010791e-05,9.937735012499616e-05,0.9998167157173157
00691_7#00691_7_4,00691,00691_7,00691_7_4,A 700 mile fence on the US-Mexico border is justified.,A wall would force crossers to take more deadly routes,-1,0.00011707787780323997,0.0006415906827896833,0.9992413520812988
00758_15#00758_15_2,00758,00758_15,00758_15_2,"A progressive tax system is preferred to, for example, a flat tax.",Progressive tax rates end up squeezing the middle class,-1,0.001530510955490172,0.0001653278013691306,0.9983041286468506
00825_7#00825_7_6,00825,00825_7,00825_7_6,Background and context.,The atheists argument that not having a previous cause deprives God of existence holds no water.,1,0.9948726296424866,5.353239976102486e-05,0.00507390545681119
01151_6#01151_6_4,01151,01151_6,01151_6_4,Single-payer health care is a good idea.,Public health care is good; it just receives more scrutiny/criticism,1,0.000168724000104703,0.0008845700067467988,0.9989467263221741
00087_8#00087_8_3,00087,00087_8,00087_8_3,Biofuels as a solution to global warming are good.,Algae biofuelmay prove efficient enough to replace oil.,1,0.7651553153991699,0.0015430395724251866,0.23330168426036835
00440_3#00440_3_1,00440,00440_3,00440_3_1,Masturbation is a healthy habit. It is good.,"While masturbating, one cannot catch STDs.",1,0.15068568289279938,0.6517516374588013,0.19756267964839935
00586_4#00586_4_3,00586,00586_4,00586_4_3,Abstinence-only education is a better idea than comprehensive sex education.,Comprehensive sex ed rightly teaches about sexual pleasure,-1,3.345351433381438e-05,4.330986485001631e-05,0.9999232292175293
00651_5#00651_5_1,00651,00651_5,00651_5_1,Christianity is compatible with Jewish culture and tradition.,The messianic prophecies clearly apply to Christ and none other.,1,0.00017410979489795864,7.728846685495228e-05,0.9997485280036926
00975_8#00975_8_6,00975,00975_8,00975_8_6,The EU Constitution reform treaty is a good idea.,Lisbon Treaty reforms the EU; it does not give it broad new powers,1,0.0012767735170200467,0.0003796223900280893,0.9983435869216919
01151_18#01151_18_10,01151,01151_18,01151_18_10,Single-payer health care is a good idea.,"Universal health care is a social good, not merely an economic good",1,9.428485645912588e-05,7.552621536888182e-05,0.9998301267623901
01190_1#01190_1_1,01190,01190_1,01190_1_1,"Gene patents, particularly related to food and agricultural products, are a good idea.",Little evidence exists that gene patents hurt research,1,4.294764221413061e-05,2.5936793463188224e-05,0.9999310970306396
00138_2#00138_2_2,00138,00138_2,00138_2_2,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israeli strikes ignore history; no military solution with Palestinians,-1,0.00017081250553019345,7.528896821895614e-05,0.9997538924217224
00389_6#00389_6_5,00389,00389_6,00389_6_5,Needle exchanges are a good idea. They do improve public health/safety.,Needle exchanges help bring addicts into treatment programs,1,0.00024248650879599154,1.06659372249851e-05,0.9997468590736389
00643_7#00643_7_6,00643,00643_7,00643_7_6,Colonizing the Moon is a good idea.,Existing holes and lunar caves can serve as basis for a moon-base.,1,0.3735310733318329,0.0018686344847083092,0.6246002912521362
00930_2#00930_2_2,00930,00930_2,00930_2_2,A guest worker immigration reform program is a good idea for the United States...,Washington Post 3/24/06,1,0.0008139023557305336,3.098365414189175e-05,0.9991551637649536
00389_2#00389_2_2,00389,00389_2,00389_2_2,Needle exchanges are a good idea. They do improve public health/safety.,Needle exchanges only enable and encourage drug addicts,-1,0.00023696053540334105,0.001496052835136652,0.9982669353485107
00729_3#00729_3_1,00729,00729_3,00729_3_1,The French ban on Muslim veils in public buildings is justified.,France is depriving Muslims of their religious practice.,-1,0.0002333452139282599,0.0002417578361928463,0.9995249509811401
00732_2#00732_2_1,00732,00732_2,00732_2_1,Torture is justified.,"Terrorists are going to kidnap, torture, and kill Western troops regardless of whether the West uses torture:",1,0.000129166612168774,9.284703264711425e-05,0.9997779726982117
00839_2#00839_2_2,00839,00839_2,00839_2_2,A two-state solution is justified compared to a one-state solution.,A two-state conflict will not end conflict,-1,0.36191433668136597,0.45604488253593445,0.18204079568386078
00007_5#00007_5_6,00007,00007_5,00007_5_6,"The ""enhanced interrogation techniques"" of the Bush administration were justified.","""Enhanced interrogations"" effectively obtain info, save lives",1,5.489610703079961e-05,4.6175337047316134e-05,0.9998989105224609
00603_4#00603_4_2,00603,00603_4,00603_4_2,Libertarianism is a sound political philosophy.,"Libertarians would decriminalize many crimes, so reduce ""crime"".",1,0.00034185004187747836,1.3906750609748997e-05,0.9996441602706909
00839_10#00839_10_3,00839,00839_10,00839_10_3,A two-state solution is justified compared to a one-state solution.,Palestinians are too divided to constitute a state.,-1,0.0001383843773510307,0.00027579034212976694,0.9995859265327454
01012_10#01012_10_3,01012,01012_10,01012_10_3,Wikipedia is a reliable and socially beneficial resource.,Changing Wikipedias open model would undermine the factors that have enabled its success.,1,0.011882955208420753,0.09649531543254852,0.8916217088699341
01190_3#01190_3_2,01190,01190_3,01190_3_2,"Gene patents, particularly related to food and agricultural products, are a good idea.",Gene patents can harm patient care and pricing,-1,0.0007546765264123678,1.3545690308092162e-05,0.9992316961288452
00009_5#00009_5_3,00009,00009_5,00009_5_3,Social networking sites are generally beneficial to our world.,Social networking sites do not allow for trusting professional relationships to be established.,-1,9.927903738571331e-05,7.534965698141605e-05,0.9998254179954529
00071_5#00071_5_4,00071,00071_5,00071_5_4,"Chinas ""one child"" policy is sensible.","""One child"" will create a generation of men without women to marry",-1,0.00017242204921785742,0.00014391598233487457,0.9996836185455322
00272_12#00272_12_6,00272,00272_12,00272_12_6,Male circumcision is beneficial and/or ethically sound.,Circumcision improves a mans sense of confidence,1,0.004913771525025368,0.00010287597251590341,0.9949833154678345
00317_14#00317_14_3,00317,00317_14,00317_14_3,The democratic peace theory is correct.,"Democracies attack non-democracies, undermining pacifism myth",-1,0.000695947848726064,0.0046819401904940605,0.9946221113204956
00782_12#00782_12_10,00782,00782_12,00782_12_10,The Roman Catholic Churchs contraception policy is justifiable.,The Winnipeg Statement of Canadian Catholic bishops supported condom use.,-1,6.367219612002373e-05,4.8291833081748337e-05,0.9998880624771118
00782_12#00782_12_2,00782,00782_12,00782_12_2,The Roman Catholic Churchs contraception policy is justifiable.,"Priests need not promote condoms, but should not ban them",-1,0.00011757120955735445,5.869124288437888e-05,0.9998238682746887
00782_12#00782_12_8,00782,00782_12,00782_12_8,The Roman Catholic Churchs contraception policy is justifiable.,"Few support Catholic condom policy, undermining Church legitimacy",-1,0.00014686021313536912,0.0001493226591264829,0.9997038245201111
01087_4#01087_4_8,01087,01087_4,01087_4_8,Teacher-student friendships on Facebook are good.,"FB law would mostly act to deter teach-student ""friendships.""",-1,6.315887003438547e-05,8.20529239717871e-05,0.9998548030853271
01250_12#01250_12_4,01250,01250_12,01250_12_4,The assassination of a dictator can be justified.,The alternatives to assassination would all leave a dictator in power for many years.,1,0.00019258887914475054,2.6833409719984047e-05,0.9997805953025818
00007_11#00007_11_2,00007,00007_11,00007_11_2,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",Waterboarding leaves no lasting scars and so is not torture,1,6.80552184348926e-05,9.230105206370354e-05,0.9998396635055542
00272_10#00272_10_1,00272,00272_10,00272_10_1,Male circumcision is beneficial and/or ethically sound.,Mobile adult foreskin is very easy to clean.,-1,0.0003089226083829999,0.00011765222006943077,0.9995734095573425
00396_12#00396_12_3,00396,00396_12,00396_12_3,Hunting for sport is an acceptable practice.,Dominion and hunting can and should be excercised responsibly.,1,0.000829147407785058,5.096744644106366e-05,0.9991198182106018
00578_3#00578_3_15,00578,00578_3,00578_3_15,Global warming is chiefly caused by humans not by natural phenomenon.,Scientists have a financial interest in calling climate change a crisis.,-1,0.00725577212870121,0.0006220829673111439,0.9921221137046814
00669_3#00669_3_2,00669,00669_3,00669_3_2,"A nuclear Iran is intolerable, justifying military action to prevent.",Iran has pledged not to use WMD.,-1,6.402483268175274e-05,3.0440243790508248e-05,0.9999055862426758
01012_19#01012_19_1,01012,01012_19,01012_19_1,Wikipedia is a reliable and socially beneficial resource.,"Editors form into ""gangs"" to impose their views on opposite minded contributors.",-1,0.0020415973849594593,0.07342669367790222,0.9245316982269287
01250_8#01250_8_2,01250,01250_8,01250_8_2,The assassination of a dictator can be justified.,"If Chavez should be assassinated, what about President Bush (an international threat)",-1,7.176500366767868e-05,2.6791645723278634e-05,0.9999014139175415
00562_1#00562_1_3,00562,00562_1,00562_1_3,"""Graduated response"" policies for unlawful P2P file sharing are justified.",Graduated response is best compromise b/w stakeholders,1,0.000577113009057939,2.7482845325721428e-05,0.9993953704833984
00562_1#00562_1_5,00562,00562_1,00562_1_5,"""Graduated response"" policies for unlawful P2P file sharing are justified.",Graduated response is better than not enforcing copyrights,1,9.323631093138829e-05,2.760150164249353e-05,0.9998791217803955
