pairid,argid,propid_to,propid_from,text_to,text_from,relation,ie_conf_any
01087_6#01087_6_6,01087,01087_6,01087_6_6,Teacher-student friendships on Facebook are good.,Teacher-student friendships can help extend classroom,1,6.232012645765749e-06
01087_6#01087_6_7,01087,01087_6,01087_6_7,Teacher-student friendships on Facebook are good.,"""Facebook law"" widens gap b/w student lives inside/outside school",1,3.378869105994657e-08
01087_6#01087_6_8,01087,01087_6,01087_6_8,Teacher-student friendships on Facebook are good.,"Vast majority of teachers use ""friendships"" appropriately.",1,8.500329144907725e-08
01087_6#01087_6_9,01087,01087_6,01087_6_9,Teacher-student friendships on Facebook are good.,Teachers need to connect with students in their digital world.,1,1.6240418259377752e-05
01161_6#01161_6_1,01161,01161_6,01161_6_1,Background and context.,There must have been a first cause.,1,0.0
01161_6#01161_6_12,01161,01161_6,01161_6_12,Background and context.,There is much order in the universe.,1,0.0
01161_6#01161_6_13,01161,01161_6,01161_6_13,Background and context.,The Big Bang must have been caused by something superior to the constrictions of space and time.,1,0.0
01161_6#01161_6_9,01161,01161_6,01161_6_9,Background and context.,God is the only rational explanation of the existence of the Universe.,1,0.0
01178_1#01178_1_1,01178,01178_1,01178_1_1,Intelligent Design is a legitimate scientific theory.,"Intelligent design offers no scientific, predictive value",-1,0.0002221888943586725
01178_1#01178_1_2,01178,01178_1,01178_1_2,Intelligent Design is a legitimate scientific theory.,Intelligent design cannot be scientifically tested,-1,0.0
01178_1#01178_1_3,01178,01178_1,01178_1_3,Intelligent Design is a legitimate scientific theory.,Intelligent design closes scientific inquiry,-1,0.00012710448459412916
01178_1#01178_1_4,01178,01178_1,01178_1_4,Intelligent Design is a legitimate scientific theory.,Intelligent design does not restrict itself to scientific observation,-1,0.0
01194_2#01194_2_1,01194,01194_2,01194_2_1,Direct democracy is good.,Referenda are often a malignant form of protestation.,-1,0.0
01194_2#01194_2_2,01194,01194_2,01194_2_2,Direct democracy is good.,Direct democracy promotes democratic principles.,1,8.847878559248586e-06
01194_2#01194_2_3,01194,01194_2,01194_2_3,Direct democracy is good.,Direct democracy checks the tendency toward package deals.,1,1.5644274615672848e-05
01194_2#01194_2_4,01194,01194_2,01194_2_4,Direct democracy is good.,Campaigns for ballot measures often have unfair resource advantages,-1,0.0
01194_2#01194_2_5,01194,01194_2,01194_2_5,Direct democracy is good.,Referenda devalue role of legislative bodies,-1,0.0
01194_2#01194_2_6,01194,01194_2,01194_2_6,Direct democracy is good.,Political parties are unfortunate consequence of rep. democracy.,1,0.033778960867169416
01194_2#01194_2_7,01194,01194_2,01194_2_7,Direct democracy is good.,"Direct democracy over-simplifies policies to a ""yes/no"" vote.",-1,0.0
01238_4#01238_4_1,01238,01238_4,01238_4_1,Concealed carry is preferred to open carry gun laws.,Open carry is vulnerable to attacker trying to take weapon,1,0.0
01238_4#01238_4_2,01238,01238_4,01238_4_2,Concealed carry is preferred to open carry gun laws.,Attacker is unlikely to try to take openly carried gun,-1,0.00024899669092898446
01238_4#01238_4_3,01238,01238_4,01238_4_3,Concealed carry is preferred to open carry gun laws.,Open carrying does not invite trouble.,-1,0.00011002297410731996
01238_4#01238_4_4,01238,01238_4,01238_4_4,Concealed carry is preferred to open carry gun laws.,Open carry does not make you more of a target than other things.,-1,0.0003276343457902222
01238_4#01238_4_5,01238,01238_4,01238_4_5,Concealed carry is preferred to open carry gun laws.,Person carrying gun openly is first target during robbery.,1,0.09914139617078804
01250_2#01250_2_1,01250,01250_2,01250_2_1,The assassination of a dictator can be justified.,Dictators often uphold regimes alone; assassinating them will end the regime.,1,0.0
01250_2#01250_2_2,01250,01250_2,01250_2_2,The assassination of a dictator can be justified.,Failed assassination attempts can help strengthen a tyrant.,-1,0.0
01250_2#01250_2_3,01250,01250_2,01250_2_3,The assassination of a dictator can be justified.,Tyrants directly jeopardizing societal welfare can be assassinated,1,0.0014797344694275488
01250_2#01250_2_4,01250,01250_2,01250_2_4,The assassination of a dictator can be justified.,Illegitimate tyrants can be assassinated if its the only way to freedom,1,0.005929687676166667
01250_2#01250_2_5,01250,01250_2,01250_2_5,The assassination of a dictator can be justified.,Killing dictators will not cause the fall of a regime.,-1,0.0
00115_5#00115_5_1,00115,00115_5,00115_5_1,Geoengineering is a good idea.,Many green orgs and scientists support geoengineering option.,1,6.518899006739588e-09
00115_5#00115_5_2,00115,00115_5,00115_5_2,Geoengineering is a good idea.,"Geoengineering is important to research, keep on table",1,0.0
00115_5#00115_5_3,00115,00115_5,00115_5_3,Geoengineering is a good idea.,Geoengineering tests/consequences distract from other problems.,-1,1.0606115207142787e-06
00138_7#00138_7_1,00138,00138_7,00138_7_1,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israeli offensive in Gaza combats Hamas-Iran ties.,1,0.0
00138_7#00138_7_2,00138,00138_7,00138_7_2,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Attacking Gaza distracts Israel from Iranian threat,-1,0.0
00138_7#00138_7_3,00138,00138_7,00138_7_3,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Gaza assault bolsters Irans radical message against Israel,-1,0.0
00138_7#00138_7_4,00138,00138_7,00138_7_4,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel has the resolve to address Hamas AND Iran,1,0.0
00147_2#00147_2_1,00147,00147_2,00147_2_1,T. Boone Pickens US energy plan is good.,Pickens Plan requires infeasible electric grid upgrades,-1,7.704523246212083e-07
00147_2#00147_2_2,00147,00147_2,00147_2_2,T. Boone Pickens US energy plan is good.,Pickens Plan relies too heavily on subsidization,-1,1.6402394545376073e-06
00147_2#00147_2_3,00147,00147_2,00147_2_3,T. Boone Pickens US energy plan is good.,Pickens energy plan is very expensive,-1,0.6873051696114673
00147_2#00147_2_4,00147,00147_2,00147_2_4,T. Boone Pickens US energy plan is good.,Pickens Plan provides a good test case,1,3.26220473404568e-05
00147_2#00147_2_5,00147,00147_2,00147_2_5,T. Boone Pickens US energy plan is good.,That the Pickens Plan is for profit is a good thing,1,0.5599980780723836
00147_2#00147_2_6,00147,00147_2,00147_2_6,T. Boone Pickens US energy plan is good.,Pickens makes beneficial long-term investments in electric grid,1,8.59015587000072e-07
00147_2#00147_2_7,00147,00147_2,00147_2_7,T. Boone Pickens US energy plan is good.,The Pickens Plan will stimulate the US economy,1,4.891467265618355e-07
00147_2#00147_2_8,00147,00147_2,00147_2_8,T. Boone Pickens US energy plan is good.,Pickens Plan favors technology over better market guidance,-1,1.4896904724385154e-06
00196_13#00196_13_1,00196,00196_13,00196_13_1,Capitalism is the superior system to socialism.,The argument that socialism could do damage to the ecosystem rests on two erroneous assumptions.,-1,2.614866763005553e-06
00196_13#00196_13_2,00196,00196_13,00196_13_2,Capitalism is the superior system to socialism.,Capitalism has a neutral impact,1,0.018092511037841357
00196_13#00196_13_3,00196,00196_13,00196_13_3,Capitalism is the superior system to socialism.,Capitalism is destroying the world ecosystem.,-1,0.00039685089297276054
00196_13#00196_13_4,00196,00196_13,00196_13_4,Capitalism is the superior system to socialism.,Socialism has inbuilt mechanisms to protect the ecosystem.,-1,4.383093153479168e-07
00196_13#00196_13_5,00196,00196_13,00196_13_5,Capitalism is the superior system to socialism.,Socialism could do great damage to the environment.,1,4.5196023853648805e-05
00196_2#00196_2_1,00196,00196_2,00196_2_1,Capitalism is the superior system to socialism.,Capitalism incentivizes higher productivity through reward,1,1.8128704407332685e-05
00196_2#00196_2_10,00196,00196_2,00196_2_10,Capitalism is the superior system to socialism.,Capitalism rewards many people in perverse ways.,-1,5.210402095130452e-06
00196_2#00196_2_11,00196,00196_2,00196_2_11,Capitalism is the superior system to socialism.,"Socialism punishes effort, subsidizes laziness",1,8.136954533305761e-08
00196_2#00196_2_12,00196,00196_2,00196_2_12,Capitalism is the superior system to socialism.,Socialism favors political greed over economic greed.,1,2.392761660819859e-06
00196_2#00196_2_13,00196,00196_2,00196_2_13,Capitalism is the superior system to socialism.,Socialism does not prevent individual success.,-1,1.8291135861502358e-05
00196_2#00196_2_2,00196,00196_2,00196_2_2,Capitalism is the superior system to socialism.,"Capitalism maximizes benefits of greed, minimizes harms",1,8.004088143360217e-07
00196_2#00196_2_3,00196,00196_2,00196_2_3,Capitalism is the superior system to socialism.,Socialism wrongly labels wanting/ambition as wrong,1,8.034898981225932e-06
00196_2#00196_2_4,00196,00196_2,00196_2_4,Capitalism is the superior system to socialism.,Genuine socialism does not promote political greed.,-1,3.5184971611391968e-06
00196_2#00196_2_5,00196,00196_2,00196_2_5,Capitalism is the superior system to socialism.,"Capitalism subverts community, solidarity, productivity.",-1,0.0
00196_2#00196_2_6,00196,00196_2,00196_2_6,Capitalism is the superior system to socialism.,Socialism removes the incentive to excel.,1,1.128394342422834e-05
00196_2#00196_2_7,00196,00196_2,00196_2_7,Capitalism is the superior system to socialism.,"Best ideas come from individuals, not govt",1,1.979733567241757e-07
00196_2#00196_2_8,00196,00196_2,00196_2_8,Capitalism is the superior system to socialism.,More people get a chance to be productive in socialism.,-1,4.4723290189481165e-06
00196_2#00196_2_9,00196,00196_2,00196_2_9,Capitalism is the superior system to socialism.,Capitalism places profits above moral judgement,-1,0.0
00224_2#00224_2_1,00224,00224_2,00224_2_1,14th amendment executive order to raise the debt ceiling is good.,14th Amend provides important fail-safe against default.,1,0.00022476847713915577
00224_2#00224_2_2,00224,00224_2,00224_2_2,14th amendment executive order to raise the debt ceiling is good.,Debt unquestionable under 14th; Obama can raise ceiling,1,6.741052607725311e-09
00224_2#00224_2_3,00224,00224_2,00224_2_3,14th amendment executive order to raise the debt ceiling is good.,14th Amendment applies only to Civil War debts.,-1,0.00015454652418644746
00224_2#00224_2_4,00224,00224_2,00224_2_4,14th amendment executive order to raise the debt ceiling is good.,Pres Clinton would have ordered raising debt ceiling.,1,2.991193050765493e-09
00224_2#00224_2_5,00224,00224_2,00224_2_5,14th amendment executive order to raise the debt ceiling is good.,Framers would have noted that 14th amends 1st.,-1,0.0
00224_2#00224_2_6,00224,00224_2,00224_2_6,14th amendment executive order to raise the debt ceiling is good.,Debt ceiling unconstitutional; public debt is unquestionable.,1,0.038307788597727765
00224_2#00224_2_7,00224,00224_2,00224_2_7,14th amendment executive order to raise the debt ceiling is good.,"Supreme Court ruled Congress can""t break debt obligations.",1,0.0010614167667323683
00224_2#00224_2_8,00224,00224_2,00224_2_8,14th amendment executive order to raise the debt ceiling is good.,14th Amend goes beyond Civil War to cover all debts.,1,0.00012788205023545719
00224_2#00224_2_9,00224,00224_2,00224_2_9,14th amendment executive order to raise the debt ceiling is good.,Powers in 14th are reserved to Congress alone.,-1,7.580768299962465e-05
00397_1#00397_1_1,00397,00397_1,00397_1_1,This House believes that Facebook does more harm than good.,"Many Facebook users don""t understand the privacy implications of allowing news feeds (Therefore, News Feed should be an opt-in rather than an opt-out function)",1,1.0492530525659654e-05
00397_1#00397_1_2,00397,00397_1,00397_1_2,This House believes that Facebook does more harm than good.,Social networking sites give too great of access and control to governments.,1,0.00035637030899958965
00397_1#00397_1_3,00397,00397_1,00397_1_3,This House believes that Facebook does more harm than good.,"Facebooks news-feed now has an off-switch, giving users the choice to adjust privacy settings.",-1,0.0
00397_1#00397_1_4,00397,00397_1,00397_1_4,This House believes that Facebook does more harm than good.,Commercial reasons not to promote tight security.,1,0.0
00397_1#00397_1_5,00397,00397_1,00397_1_5,This House believes that Facebook does more harm than good.,Not all information is disclosed voluntarily.,1,0.0
00397_1#00397_1_6,00397,00397_1,00397_1_6,This House believes that Facebook does more harm than good.,Public information has a moderating effect on individuals.,-1,0.0013944842458720338
00397_1#00397_1_7,00397,00397_1,00397_1_7,This House believes that Facebook does more harm than good.,Facebook news feeds generally makes people feel exposed and invaded:,1,1.0325039956585729e-05
00461_1#00461_1_1,00461,00461_1,00461_1_1,Evolution is fact rather than fiction.,"Far from undermining so-called Darwinism, the Duck-Billed Platypus is emphatic evidence in support of it.",1,0.0008748962329334771
00461_1#00461_1_2,00461,00461_1,00461_1_2,Evolution is fact rather than fiction.,The Duck- billed platypus is an excellent example of a living creature which completely undermines Darwinism.,-1,0.000549982521795864
00461_1#00461_1_3,00461,00461_1,00461_1_3,Evolution is fact rather than fiction.,Another thought provoker for evolutionists is the development of human languages.,-1,5.124059122789853e-05
00519_6#00519_6_1,00519,00519_6,00519_6_1,Hillary Clinton is the better candidate than Barack Obama.,Hillarys universal health care plan is too expensive.,-1,0.00020853917324571247
00519_6#00519_6_2,00519,00519_6,00519_6_2,Hillary Clinton is the better candidate than Barack Obama.,Obamas health care plan is more achievable compared to Hillarys plan.,-1,0.0
00519_6#00519_6_3,00519,00519_6,00519_6_3,Hillary Clinton is the better candidate than Barack Obama.,Clintons health care plan is truly universal.,1,8.158673246093564e-06
00519_6#00519_6_4,00519,00519_6,00519_6_4,Hillary Clinton is the better candidate than Barack Obama.,"Hillarys health care plan has unenforceable, unpolitical mandates.",-1,0.0
00519_6#00519_6_5,00519,00519_6,00519_6_5,Hillary Clinton is the better candidate than Barack Obama.,"Democrats shouldn""t compromise on universal health care.",1,3.1376346130670696e-09
00586_6#00586_6_1,00586,00586_6,00586_6_1,Abstinence-only education is a better idea than comprehensive sex education.,Condoms are not very effective at protecting against STDs,1,0.00013819247711577512
00586_6#00586_6_2,00586,00586_6,00586_6_2,Abstinence-only education is a better idea than comprehensive sex education.,Comprehensive sex-ed does not reduce STDs in teens,1,0.00012425444513449805
00586_6#00586_6_3,00586,00586_6,00586_6_3,Abstinence-only education is a better idea than comprehensive sex education.,"Improper use of condoms is to blame for ""ineffectiveness"" of condoms.",-1,0.0024276873356922184
00586_6#00586_6_4,00586,00586_6,00586_6_4,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only does not help decrease HIV infection rates,-1,1.716317799206561e-07
00586_6#00586_6_5,00586,00586_6,00586_6_5,Abstinence-only education is a better idea than comprehensive sex education.,"Abstinence-only discourages condom-use, increases risks",-1,5.308754848077488e-05
00586_6#00586_6_6,00586,00586_6,00586_6_6,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only correctly responds to an epidemic of STDs,1,0.0
00586_6#00586_6_7,00586,00586_6,00586_6_7,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only provides some info on STDs and contraception,1,0.0002319314854514206
00607_14#00607_14_1,00607,00607_14,00607_14_1,Who is the better candidate for the US Presidency?,Obama can help clean up economic mess Bush created,-1,0.0
00607_14#00607_14_2,00607,00607_14,00607_14_2,Who is the better candidate for the US Presidency?,McCain offers the right kind of change,1,0.0
00607_14#00607_14_3,00607,00607_14,00607_14_3,Who is the better candidate for the US Presidency?,McCain will fight corruption and clean-up Washington,1,0.0
00607_14#00607_14_4,00607,00607_14,00607_14_4,Who is the better candidate for the US Presidency?,Obama is a break from a Republican administration.,-1,0.0
00607_14#00607_14_5,00607,00607_14,00607_14_5,Who is the better candidate for the US Presidency?,McCain offers four more years of Bushs failed policies,-1,0.0
00607_14#00607_14_6,00607,00607_14,00607_14_6,Who is the better candidate for the US Presidency?,Only McCain has actually made change happen,1,0.0
00607_14#00607_14_7,00607,00607_14,00607_14_7,Who is the better candidate for the US Presidency?,McCain is not George W. Bush.,1,0.0
00695_4#00695_4_6,00695,00695_4,00695_4_6,The death penalty is justified.,Any discrimination in capital punishment cases can be corrected,1,0.03713754187781193
00695_4#00695_4_7,00695,00695_4,00695_4_7,The death penalty is justified.,Race is not a significant factor in capital punishment cases,1,0.0
00695_4#00695_4_8,00695,00695_4,00695_4_8,The death penalty is justified.,The death penalty is often motivated by discrimination,-1,0.0
00695_4#00695_4_9,00695,00695_4,00695_4_9,The death penalty is justified.,The poor are unfairly vulnerable to capital punishment,-1,0.0
00791_1#00791_1_1,00791,00791_1,00791_1_1,Atheism is a sound (un)religious philosophy in the modern world.,Religious Dogma provides a Haven for Social Ignorance.,1,2.296225604501186e-06
00791_1#00791_1_10,00791,00791_1,00791_1_10,Atheism is a sound (un)religious philosophy in the modern world.,People who believe in God do not do so because they want to be lazy.,-1,0.00014140230317416172
00791_1#00791_1_2,00791,00791_1,00791_1_2,Atheism is a sound (un)religious philosophy in the modern world.,We no longer need God.,1,0.0
00791_1#00791_1_3,00791,00791_1,00791_1_3,Atheism is a sound (un)religious philosophy in the modern world.,"Regarding the atheists premise If you believe in God, then you reject reason.",-1,4.0718759547598425e-06
00791_1#00791_1_4,00791,00791_1,00791_1_4,Atheism is a sound (un)religious philosophy in the modern world.,Religion gives people something outside of themselves to live for.,-1,4.5910031196885345e-05
00791_1#00791_1_5,00791,00791_1,00791_1_5,Atheism is a sound (un)religious philosophy in the modern world.,Reality and the laws of nature are independent of man and faith.,1,0.4107925603493789
00791_1#00791_1_6,00791,00791_1,00791_1_6,Atheism is a sound (un)religious philosophy in the modern world.,"If you believe in God, then you reject reason.",1,4.071863633277293e-06
00791_1#00791_1_7,00791,00791_1,00791_1_7,Atheism is a sound (un)religious philosophy in the modern world.,All victors unfortunately believe that God is on their side.,1,0.001973632150993536
00791_1#00791_1_8,00791,00791_1,00791_1_8,Atheism is a sound (un)religious philosophy in the modern world.,"Whether God exists or not, it is clear that mankind desperately needs him.",-1,0.0
00791_1#00791_1_9,00791,00791_1,00791_1_9,Atheism is a sound (un)religious philosophy in the modern world.,Religious Dogma provides a Repository for Social Wisdom,-1,5.219167313169911e-06
00990_1#00990_1_1,00990,00990_1,00990_1_1,Carbon capture is good technology and investment.,Leakage of C02 from storage sites is a risk,-1,0.007899759167503824
00990_1#00990_1_2,00990,00990_1,00990_1_2,Carbon capture is good technology and investment.,Taxpayers would be on hook for CCS leaks,-1,5.242827211897354e-08
00990_1#00990_1_3,00990,00990_1,00990_1_3,Carbon capture is good technology and investment.,Risks of stored C02 leaking is very low,1,0.0016234112046328887
00990_1#00990_1_4,00990,00990_1,00990_1_4,Carbon capture is good technology and investment.,CCS passes C02-leakage problem to our children,-1,0.0
00990_1#00990_1_5,00990,00990_1,00990_1_5,Carbon capture is good technology and investment.,C02 would leak too slowly (thousands of years) to be a concern,1,8.827280745406134e-06
00990_1#00990_1_6,00990,00990_1,00990_1_6,Carbon capture is good technology and investment.,Ocean sequestration of carbon has negative effects.,-1,9.257968778710564e-05
00990_1#00990_1_7,00990,00990_1,00990_1_7,Carbon capture is good technology and investment.,Sequestered carbon can be stored over the long-term.,1,8.047424856939317e-06
01012_5#01012_5_1,01012,01012_5,01012_5_1,Wikipedia is a reliable and socially beneficial resource.,Wikis fit with the idea of the web as interactive and editor-friendly.,1,0.0
01012_5#01012_5_10,01012,01012_5,01012_5_10,Wikipedia is a reliable and socially beneficial resource.,Amateur work can be improved by expert editors and professionals.,1,4.582273056727506e-09
01012_5#01012_5_11,01012,01012_5,01012_5_11,Wikipedia is a reliable and socially beneficial resource.,Those disaffected with humanity see Wikipedia as an outlet for their vitriol,-1,8.108287310867111e-10
01012_5#01012_5_12,01012,01012_5,01012_5_12,Wikipedia is a reliable and socially beneficial resource.,Micro-contributions can lead to incoherent and uncoordinated articles.,-1,1.6161598657349198e-05
01012_5#01012_5_13,01012,01012_5,01012_5_13,Wikipedia is a reliable and socially beneficial resource.,Wikis cannot possibly be 100% reliable if anyone can edit them.,-1,5.457569472183096e-05
01012_5#01012_5_14,01012,01012_5,01012_5_14,Wikipedia is a reliable and socially beneficial resource.,Amateurs are capable of becoming expert editors.,1,2.1833472710039942e-07
01012_5#01012_5_15,01012,01012_5,01012_5_15,Wikipedia is a reliable and socially beneficial resource.,Pre-selecting writers of articles is not a sound model for building an encyclopedia.,1,1.6843547268982617e-06
01012_5#01012_5_2,01012,01012_5,01012_5_2,Wikipedia is a reliable and socially beneficial resource.,Wikipedias anti-elitism has damaged its quality and credibility,-1,3.9512485097600785e-05
01012_5#01012_5_3,01012,01012_5,01012_5_3,Wikipedia is a reliable and socially beneficial resource.,Many Wikipedians are experts in a niche field or local area.,1,9.644139487907254e-06
01012_5#01012_5_4,01012,01012_5,01012_5_4,Wikipedia is a reliable and socially beneficial resource.,"Wikipedia seems to attract highly intelligent, articulate people",1,0.00013062013517794966
01012_5#01012_5_5,01012,01012_5,01012_5_5,Wikipedia is a reliable and socially beneficial resource.,Other encyclopedia articles are written merely by professional writers (not experts).,1,0.0
01012_5#01012_5_6,01012,01012_5,01012_5_6,Wikipedia is a reliable and socially beneficial resource.,Wikipedias collectivism produces mediocre information,-1,1.2014874987461029e-06
01012_5#01012_5_7,01012,01012_5,01012_5_7,Wikipedia is a reliable and socially beneficial resource.,Many of Wikipedias editors are experts or professionals in the field of coverage.,1,8.041596966865418e-07
01012_5#01012_5_8,01012,01012_5,01012_5_8,Wikipedia is a reliable and socially beneficial resource.,Wikipedias international editorial-base provides a strong world-view.,1,5.196376841943127e-08
01012_5#01012_5_9,01012,01012_5,01012_5_9,Wikipedia is a reliable and socially beneficial resource.,Amateurs with no knowledge on a subject cannot produce quality articles.,-1,8.206778090843679e-07
01014_5#01014_5_1,01014,01014_5,01014_5_1,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only is pushed by religious perspectives on marriage.,-1,0.0012581652315927841
01014_5#01014_5_2,01014,01014_5,01014_5_2,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only rightly teaches saving sex for marriage,1,0.00048271676496284297
01014_5#01014_5_3,01014,01014_5,01014_5_3,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only wrongly bashes all non-marital sex,-1,0.0
01045_2#01045_2_1,01045,01045_2,01045_2_1,This House believes that laughter is the best medicine.,Only conscious people can laugh,-1,0.0
01045_2#01045_2_2,01045,01045_2,01045_2_2,This House believes that laughter is the best medicine.,Laughter is renewable and sustainable,1,0.07248204900151713
01045_2#01045_2_3,01045,01045_2,01045_2_3,This House believes that laughter is the best medicine.,"Anyone can laugh, (almost) anytime",1,0.0
01151_10#01151_10_1,01151,01151_10,01151_10_1,Single-payer health care is a good idea.,Universal health care is not welfare; its benefits are diverse/widespread,1,3.19325095984816e-06
01151_10#01151_10_10,01151,01151_10,01151_10_10,Single-payer health care is a good idea.,It is a myth that the uninsured are being provided for now,1,0.009499069526177031
01151_10#01151_10_11,01151,01151_10,01151_10_11,Single-payer health care is a good idea.,"The uninsurance problem should be solved by less, not more government",-1,7.6227411209363e-06
01151_10#01151_10_2,01151,01151_10,01151_10_2,Single-payer health care is a good idea.,"If people are uninsured, thats their choice",-1,5.1707166911946956e-05
01151_10#01151_10_3,01151,01151_10,01151_10_3,Single-payer health care is a good idea.,Many uninsured can easily afford it so should not receive sympathy,-1,6.824864411717163e-05
01151_10#01151_10_4,01151,01151_10,01151_10_4,Single-payer health care is a good idea.,Do large numbers of uninsured give cause to universal health care?,-1,0.0
01151_10#01151_10_5,01151,01151_10,01151_10_5,Single-payer health care is a good idea.,The well insured also face risks without universal health care,1,7.588700874678956e-05
01151_10#01151_10_6,01151,01151_10,01151_10_6,Single-payer health care is a good idea.,Universal health care would amount to welfare for the uninsured.,-1,1.4687311253388706e-05
01151_10#01151_10_7,01151,01151_10,01151_10_7,Single-payer health care is a good idea.,Universal care would protect doctors/hospitals from free-loaders,1,0.0
01151_10#01151_10_8,01151,01151_10,01151_10_8,Single-payer health care is a good idea.,"Many uninsured are lazy free-loaders who don""t deserve care",-1,0.00113465859495693
01151_10#01151_10_9,01151,01151_10,01151_10_9,Single-payer health care is a good idea.,"Most uninsured simply can""t afford it; its not a choice",1,0.0
01238_2#01238_2_1,01238,01238_2,01238_2_1,Concealed carry is preferred to open carry gun laws.,Element of surprise not valuable while under attack.,-1,0.0
01238_2#01238_2_2,01238,01238_2,01238_2_2,Concealed carry is preferred to open carry gun laws.,Concealed weapons buy time to draw gun.,1,0.029518227088453634
01238_2#01238_2_3,01238,01238_2,01238_2_3,Concealed carry is preferred to open carry gun laws.,Concealed carry preserves element of surprise against threats,1,2.37021872854117e-06
01238_2#01238_2_4,01238,01238_2,01238_2_4,Concealed carry is preferred to open carry gun laws.,Concealed weapons are harder to draw against attackers.,-1,1.1040481439216973e-05
00113_2#00113_2_1,00113,00113_2,00113_2_1,Natural gas is a good energy source for the 21st century.,Natural gas safety regulations are very strong,1,0.00010110817158145691
00113_2#00113_2_2,00113,00113_2,00113_2_2,Natural gas is a good energy source for the 21st century.,Natural gas mines have sensors and equipment to improve safety.,1,5.838531485331847e-06
00113_2#00113_2_3,00113,00113_2,00113_2_3,Natural gas is a good energy source for the 21st century.,Natural gas leaks are a fire and explosion risk,-1,0.0008535172315383931
00113_2#00113_2_4,00113,00113_2,00113_2_4,Natural gas is a good energy source for the 21st century.,"Natural gas leaks tend to dissipate, reducing risks.",1,1.8956362085312895e-07
00113_2#00113_2_5,00113,00113_2,00113_2_5,Natural gas is a good energy source for the 21st century.,Natural gas is less flammable and explosive than other fuels,1,0.02549678017983266
00113_2#00113_2_6,00113,00113_2,00113_2_6,Natural gas is a good energy source for the 21st century.,Odorless natural gas can escape detection risking fire/explosion.,-1,4.506405672174694e-06
00113_2#00113_2_7,00113,00113_2,00113_2_7,Natural gas is a good energy source for the 21st century.,Natural gas has a strong record of safety,1,0.008948140565281947
00138_1#00138_1_1,00138,00138_1,00138_1_1,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel has a right to determine how best to uphold its security.,1,0.0
00138_1#00138_1_10,00138,00138_1,00138_1_10,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel cannot destroy Hamas and end rocket attacks by force,-1,0.0
00138_1#00138_1_11,00138,00138_1,00138_1_11,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israeli assault on Hamas upholds liberty globally,1,0.0
00138_1#00138_1_12,00138,00138_1,00138_1_12,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Military strikes in Gaza re-establish Israeli deterrence,1,0.0
00138_1#00138_1_13,00138,00138_1,00138_1_13,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Israels Gaza assault was ""aggression"" not ""self-defense"" under i-law",-1,0.0
00138_1#00138_1_14,00138,00138_1,00138_1_14,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israeli attacks embolden extremists on both sides in cycle of violence,-1,0.0
00138_1#00138_1_2,00138,00138_1,00138_1_2,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israeli attacks on Gaza feed extremist resentment and terrorism,-1,0.0
00138_1#00138_1_3,00138,00138_1,00138_1_3,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Hamas will easily rebuild from damage inflicted by Israel,-1,0.0
00138_1#00138_1_4,00138,00138_1,00138_1_4,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israeli assault may actually increase support for Hamas,-1,0.0
00138_1#00138_1_5,00138,00138_1,00138_1_5,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel cannot be safe with a terrorist regime in Gaza,1,0.0
00138_1#00138_1_6,00138,00138_1,00138_1_6,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israels assault on Gaza was an act of self-defense,1,0.0
00138_1#00138_1_7,00138,00138_1,00138_1_7,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israels assault in Gaza was an act of last resort,1,0.0
00138_1#00138_1_8,00138,00138_1,00138_1_8,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Israels strikes have severely damaged Hamas, secured Israel",1,0.0
00138_1#00138_1_9,00138,00138_1,00138_1_9,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israels attack of Gaza was not an act of last resort,-1,0.0
00178_1#00178_1_1,00178,00178_1,00178_1_1,The American Jobs Act is good.,"Bad infrastructure adds to congestion, commute time.",1,1.97430438241298e-09
00178_1#00178_1_2,00178,00178_1,00178_1_2,The American Jobs Act is good.,AJA gives more to risky corp tax breaks than infrastructure.,-1,0.0
00178_1#00178_1_3,00178,00178_1,00178_1_3,The American Jobs Act is good.,Jobs Act will help reduce airline delays.,1,6.75682990132422e-06
