pairid,argid,propid_to,propid_from,text_to,text_from,relation,ie_conf_arg0,ie_conf_arg1,ie_conf_arg2,ie_conf_arg2p,ie_conf_any
00485_2#00485_2_10,00485,00485_2,00485_2_10,Wicca should be recognized as a religion.,Wiccans believe magic is part of nature.,1,0.00010814596053382804,0.00023054596349360626,0.03946122029840259,0.03946122029840259,0.03946122029840259
00485_2#00485_2_11,00485,00485_2,00485_2_11,Wicca should be recognized as a religion.,Many US court rulings have confirmed Wicca as a religion.,1,0.0,0.0,0.0,0.0,0.0
00485_2#00485_2_12,00485,00485_2,00485_2_12,Wicca should be recognized as a religion.,Wicca is too recent to become a recognized religion.,-1,0.0003794023023169022,0.007144969689033519,0.02033677690745948,0.02033677690745948,0.02033677690745948
00485_2#00485_2_13,00485,00485_2,00485_2_13,Wicca should be recognized as a religion.,Wiccans believe in magic just like Christian believe in prayer.,1,0.0,0.0,0.0,0.0,0.0
00485_2#00485_2_2,00485,00485_2,00485_2_2,Wicca should be recognized as a religion.,Newness of Wicca does not invalidate it as a religion.,1,0.0,0.0,0.0,0.0,0.0
00485_2#00485_2_5,00485,00485_2,00485_2_5,Wicca should be recognized as a religion.,Wiccans have no structured belief system.,-1,1.9910162663608784e-06,7.640018352134575e-06,0.6557216132334572,0.6557216132334572,0.6557216132334572
00485_2#00485_2_6,00485,00485_2,00485_2_6,Wicca should be recognized as a religion.,Wiccan clergy can not preform legally binding marriages.,-1,3.150663434516963e-10,1.1679375815406451e-08,5.002871114378946e-09,5.002871114378946e-09,1.1679375815406451e-08
00485_2#00485_2_9,00485,00485_2,00485_2_9,Wicca should be recognized as a religion.,Wiccan clergy can perform legal marriages.,1,6.465541107927252e-11,2.0148368247891426e-11,8.777436962392358e-10,8.777436962392358e-10,8.777436962392358e-10
00521_1#00521_1_1,00521,00521_1,00521_1_1,Corn ethanol should be emphasized in the fight against global warming.,Corn requires less water than many other crops.,1,2.243603367490611e-06,9.460688749338582e-06,0.0004455254806923253,0.0004455254806923253,0.0004455254806923253
00521_1#00521_1_2,00521,00521_1,00521_1_2,Corn ethanol should be emphasized in the fight against global warming.,Producing corn for ethanol requires too much water,-1,2.858804259341324e-07,1.9531700053889562e-05,0.0017441034819027337,0.0017441034819027337,0.0017441034819027337
00521_1#00521_1_3,00521,00521_1,00521_1_3,Corn ethanol should be emphasized in the fight against global warming.,Corn ethanol production damages water quality,-1,0.0,0.0,0.0,0.0,0.0
00613_3#00613_3_1,00613,00613_3,00613_3_1,This House believes that countries should ban the import of goods produced by child labor.,"Child labour worsens the status quo, thus has to be stopped.",1,1.6199147934635155e-09,5.394082770538191e-10,4.678268051682147e-08,4.678268051682147e-08,4.678268051682147e-08
00613_3#00613_3_2,00613,00613_3,00613_3_2,This House believes that countries should ban the import of goods produced by child labor.,Multinationals exploit children.,1,4.9658441040506147e-08,2.170161091263526e-07,1.3950251892866768e-08,1.3950251892866768e-08,2.170161091263526e-07
00613_3#00613_3_3,00613,00613_3,00613_3_3,This House believes that countries should ban the import of goods produced by child labor.,"Tradition is the problem, not child labour.",-1,1.7093072589604245e-08,7.87661228396254e-07,3.6988232131772956e-05,3.6988232131772956e-05,3.6988232131772956e-05
00613_3#00613_3_4,00613,00613_3,00613_3_4,This House believes that countries should ban the import of goods produced by child labor.,Child labour is hamrful.,1,2.1619569563696035e-09,1.993370228733849e-09,1.254007640454386e-09,1.254007640454386e-09,2.1619569563696035e-09
00613_3#00613_3_5,00613,00613_3,00613_3_5,This House believes that countries should ban the import of goods produced by child labor.,"Child labour is a solution to poverty,",-1,1.7869260360047338e-08,1.647583755368843e-08,2.762719076910921e-06,2.762719076910921e-06,2.762719076910921e-06
00613_3#00613_3_6,00613,00613_3,00613_3_6,This House believes that countries should ban the import of goods produced by child labor.,"Poverty is the problem, not child labour.",-1,1.1665306071794178e-07,3.422481136273478e-08,1.2149993003219255e-05,1.2149993003219255e-05,1.2149993003219255e-05
00613_3#00613_3_7,00613,00613_3,00613_3_7,This House believes that countries should ban the import of goods produced by child labor.,Stopping child labour causes no good.,-1,1.24040481664332e-09,9.537963537124464e-10,2.245705798385356e-08,2.245705798385356e-08,2.245705798385356e-08
00613_3#00613_3_8,00613,00613_3,00613_3_8,This House believes that countries should ban the import of goods produced by child labor.,The problem is minuscule.,-1,1.036031978738471e-08,1.4623938794307976e-08,2.9960844062368076e-07,2.9960844062368076e-07,2.9960844062368076e-07
00613_3#00613_3_9,00613,00613_3,00613_3_9,This House believes that countries should ban the import of goods produced by child labor.,Child labour is a severe problem.,1,2.374347171580932e-09,2.189198517835206e-09,1.2898230851034582e-08,1.2898230851034582e-08,1.2898230851034582e-08
00664_5#00664_5_1,00664,00664_5,00664_5_1,Whaling is a good idea. The ban on whaling should be dropped.,"The decline in fish stocks is due to overfishing by man, not to the activities of whales, many of which eat only plankton.",-1,0.00010646640469605387,1.558048381097569e-07,3.010135180728137e-06,3.010135180728137e-06,0.00010646640469605387
00664_5#00664_5_2,00664,00664_5,00664_5_2,Whaling is a good idea. The ban on whaling should be dropped.,Whale watching is now a major industry that justifies the protection of whales:,-1,6.136939066822748e-11,2.41717030986257e-10,2.285622068392081e-09,2.285622068392081e-09,2.285622068392081e-09
00664_5#00664_5_3,00664,00664_5,00664_5_3,Whaling is a good idea. The ban on whaling should be dropped.,Economic factors favor the resumption of whaling.,1,1.3139966182952476e-08,1.8667158452197955e-09,7.734115418724613e-08,7.734115418724613e-08,7.734115418724613e-08
00664_5#00664_5_4,00664,00664_5,00664_5_4,Whaling is a good idea. The ban on whaling should be dropped.,Whales are predators that deplete fish stock upon which fishing industries depend:,1,0.0007312538708268285,0.00017475244020073952,0.008625658964404839,0.008625658964404839,0.008625658964404839
00689_3#00689_3_1,00689,00689_3,00689_3_1,A profit-driven society is ideal. We should not move away from it.,Negative externalities.,-1,0.0,0.0,0.0,0.0,0.0
00709_2#00709_2_1,00709,00709_2,00709_2_1,Citizens in the United States should be banned from possessing assault weapons.,"The Second Amendment applies to militias, not private ownership.",1,1.216352683042579e-08,9.31792623861552e-09,1.382772892431922e-07,1.382772892431922e-07,1.382772892431922e-07
00709_2#00709_2_2,00709,00709_2,00709_2_2,Citizens in the United States should be banned from possessing assault weapons.,An assault weapon ban violates the second amendment,-1,1.4577893255367785e-08,3.851620276050732e-10,7.257799257524033e-09,7.257799257524033e-09,1.4577893255367785e-08
00709_2#00709_2_3,00709,00709_2,00709_2_3,Citizens in the United States should be banned from possessing assault weapons.,A ban on assault weapons is not a slippery slope to an all gun ban,1,9.220809587906622e-06,8.14893223826139e-06,9.025059050067556e-08,9.025059050067556e-08,9.220809587906622e-06
00709_2#00709_2_4,00709,00709_2,00709_2_4,Citizens in the United States should be banned from possessing assault weapons.,An assault weapons ban violates the presumption of innocence,-1,6.375002518880218e-08,8.781358855388678e-10,3.791546950869238e-07,3.791546950869238e-07,3.791546950869238e-07
00709_2#00709_2_5,00709,00709_2,00709_2_5,Citizens in the United States should be banned from possessing assault weapons.,An assault weapons ban leads to a slippery slope of gun seizures,-1,7.212402028541091e-09,2.1732467955408e-10,2.2659746268370466e-08,2.2659746268370466e-08,2.2659746268370466e-08
00709_2#00709_2_6,00709,00709_2,00709_2_6,Citizens in the United States should be banned from possessing assault weapons.,The Supreme Court has affirmed the individual right to bear arms.,-1,3.3049546655825175e-08,9.41461308401766e-09,2.399786032305443e-07,2.399786032305443e-07,2.399786032305443e-07
00709_2#00709_2_7,00709,00709_2,00709_2_7,Citizens in the United States should be banned from possessing assault weapons.,The US 2nd Amendment does not merely protect a right to arms in militias,-1,2.3466657520763073e-06,3.2759306501952466e-08,1.1353161957486875e-05,1.1353161957486875e-05,1.1353161957486875e-05
00718_2#00718_2_1,00718,00718_2,00718_2_1,This house believes that the Pentagon building should be deconstructed.,No strategic significance.,1,0.0,0.0,0.0,0.0,0.0
00718_2#00718_2_2,00718,00718_2,00718_2_2,This house believes that the Pentagon building should be deconstructed.,Its a decent building after all.,-1,0.0,0.0,0.0,0.0,0.0
00718_2#00718_2_3,00718,00718_2,00718_2_3,This house believes that the Pentagon building should be deconstructed.,The building could serve well as a library.,-1,1.0530727049476188e-06,3.387589446974218e-07,0.0004998086752145584,0.0004998086752145584,0.0004998086752145584
00718_2#00718_2_6,00718,00718_2,00718_2_6,This house believes that the Pentagon building should be deconstructed.,Janitor heaven.,-1,0.0,0.0,0.0,0.0,0.0
00743_6#00743_6_1,00743,00743_6,00743_6_1,Mandatory voting is a good idea.,Quality of decisions matters more than access to vote.,-1,6.002262664580449e-10,4.841283304649481e-10,2.91634570369352e-10,2.91634570369352e-10,6.002262664580449e-10
00743_6#00743_6_2,00743,00743_6,00743_6_2,Mandatory voting is a good idea.,Compulsory voting helps protect voter access.,1,1.5742248945282842e-08,4.819130952158068e-08,1.3213257008782013e-08,1.3213257008782013e-08,4.819130952158068e-08
00743_6#00743_6_3,00743,00743_6,00743_6_3,Mandatory voting is a good idea.,Money spent on mandatory voting is better spent elsewhere.,-1,6.490425140451104e-10,1.6513510327975268e-09,2.6014938285540186e-09,2.6014938285540186e-09,2.6014938285540186e-09
00743_6#00743_6_4,00743,00743_6,00743_6_4,Mandatory voting is a good idea.,Mandatory voting delivers more votes to Democrats.,-1,0.0,0.0,0.0,0.0,0.0
00760_3#00760_3_1,00760,00760_3,00760_3_1,Cartoon child porn should be legal.,Children may see how wrong child porn may be,1,4.710541843655503e-05,1.3131690221050782e-05,0.0009642002660862915,0.0009642002660862915,0.0009642002660862915
00760_3#00760_3_2,00760,00760_3,00760_3_2,Cartoon child porn should be legal.,Children would learn more about sex.,1,6.393204406976151e-05,1.5809288731278487e-05,0.001983303002182013,0.001983303002182013,0.001983303002182013
00760_3#00760_3_3,00760,00760_3,00760_3_3,Cartoon child porn should be legal.,Child porn could stimulate curiosity.,-1,6.042857483789136e-07,1.9620821059826555e-05,0.00015282696167008786,0.00015282696167008786,0.00015282696167008786
00760_3#00760_3_4,00760,00760_3,00760_3_4,Cartoon child porn should be legal.,Supervision.,-1,0.0,0.0,0.0,0.0,0.0
00804_3#00804_3_1,00804,00804_3,00804_3_1,"""Clean coal"" should be a major part of plans to fight global warming.",Coal supplies much more energy than nuclear in the modern world.,1,8.172362313800145e-08,1.2879874369273158e-09,4.226485945720318e-08,4.226485945720318e-08,8.172362313800145e-08
00804_3#00804_3_2,00804,00804_3,00804_3_2,"""Clean coal"" should be a major part of plans to fight global warming.","""Clean coal"" is not as clean as zero-emissions nuclear energy.",-1,4.2527275482141383e-07,0.0009391222184840587,0.0010186598316494478,0.0010186598316494478,0.0010186598316494478
00804_3#00804_3_3,00804,00804_3,00804_3_3,"""Clean coal"" should be a major part of plans to fight global warming.","""Clean coal"" is not as competitive as clean nuclear.",-1,2.6940377384952163e-07,0.0005949195355150009,0.00011155854900856314,0.00011155854900856314,0.0005949195355150009
00843_2#00843_2_5,00843,00843_2,00843_2_5,"Coca leaf growth, product-development, and chewing should be legal.",Coca chewing and use are inviolable Andean traditions,1,0.07531264583531044,0.15383316254331258,0.026259763829390978,0.026259763829390978,0.15383316254331258
00843_2#00843_2_6,00843,00843_2,00843_2_6,"Coca leaf growth, product-development, and chewing should be legal.",Coca is culturally popular due to broad cocaine production.,-1,0.0013144093306109309,0.03370982025142204,0.004868154787450574,0.004868154787450574,0.03370982025142204
00843_2#00843_2_7,00843,00843_2,00843_2_7,"Coca leaf growth, product-development, and chewing should be legal.",Coca chewing fosters social cohesion,1,0.0,0.0,0.0,0.0,0.0
00843_2#00843_2_8,00843,00843_2,00843_2_8,"Coca leaf growth, product-development, and chewing should be legal.","Coca chewing for cultural, not medical, reasons is unjust.",-1,2.6900392508877576e-05,1.4815614734334637e-05,0.0011898161112811694,0.0011898161112811694,0.0011898161112811694
00843_2#00843_2_9,00843,00843_2,00843_2_9,"Coca leaf growth, product-development, and chewing should be legal.",Coca chewing in the Andes is like coffee in the West.,1,0.0004806530833135808,5.573134426592839e-05,0.00023582038056040762,0.00023582038056040762,0.0004806530833135808
00848_3#00848_3_1,00848,00848_3,00848_3_1,The international community should interfere in domestic affairs at times of humanitarian crises.,Abuse of humanitarian intervention does not disqualify it.,1,0.0,0.0,0.0,0.0,0.0
00848_3#00848_3_2,00848,00848_3,00848_3_2,The international community should interfere in domestic affairs at times of humanitarian crises.,"The concept of humanitarian intervention has, almost (if not completely) exclusively, been used as a veil for self-interest",-1,0.0,0.0,0.0,0.0,0.0
00848_3#00848_3_3,00848,00848_3,00848_3_3,The international community should interfere in domestic affairs at times of humanitarian crises.,Rhetoric of humanitarian intervention has been abused historically.,-1,0.0,0.0,0.0,0.0,0.0
00871_2#00871_2_1,00871,00871_2,00871_2_1,The veto powers of the permanent members of the UN Security Council should be abolished.,P-5 countries will not allow the abolition of their UN SC vetoes,-1,0.0,0.0,0.0,0.0,0.0
00871_2#00871_2_2,00871,00871_2,00871_2_2,The veto powers of the permanent members of the UN Security Council should be abolished.,Vietnam supports banning UN security council veto power,1,0.0,0.0,0.0,0.0,0.0
00871_2#00871_2_3,00871,00871_2,00871_2_3,The veto powers of the permanent members of the UN Security Council should be abolished.,Vast majority of General Assembly wants to end UN SC veto power,1,0.0,0.0,0.0,0.0,0.0
00972_2#00972_2_1,00972,00972_2,00972_2_1,Communist parties should be banned.,"""Threat"" to society is an overly subjective criteria for the banning of extremist groups from politics.",-1,0.0,0.0,0.0,0.0,0.0
00972_2#00972_2_2,00972,00972_2,00972_2_2,Communist parties should be banned.,Communism will destroy the economy.,1,0.0,0.0,0.0,0.0,0.0
00972_2#00972_2_3,00972,00972_2,00972_2_3,Communist parties should be banned.,"Society can develop a general consensus about what views can pose a ""threat"".",1,0.0,0.0,0.0,0.0,0.0
01106_4#01106_4_1,01106,01106_4,01106_4_1,Scotland should become an independent nation.,The British are not really subsidizing the Scottish.,1,1.5065185220689591e-09,1.222305014797027e-07,6.49928721220054e-08,6.49928721220054e-08,1.222305014797027e-07
01106_4#01106_4_10,01106,01106_4,01106_4_10,Scotland should become an independent nation.,Scotland may not be hindered by its relatively small size in order to exist as an independent nation.,1,0.0,0.0,0.0,0.0,0.0
01106_4#01106_4_2,01106,01106_4,01106_4_2,Scotland should become an independent nation.,"The economic effects of independence would be ""impossible"" to predict, making it a poor point to use in favor of independence:",-1,0.0,0.0,0.0,0.0,0.0
01106_4#01106_4_4,01106,01106_4,01106_4_4,Scotland should become an independent nation.,"An independent Scotland may benefit economically from the reduced English exploitation of Scottish natural resources, which may be disproportionately used for the benefit of England:",1,2.0488562749503184e-06,3.81948715573751e-09,7.365268187932727e-08,7.365268187932727e-08,2.0488562749503184e-06
01106_4#01106_4_6,01106,01106_4,01106_4_6,Scotland should become an independent nation.,"As part of the larger UK, Scotland would be able to better protect its interests from an increasingly federalizing EU:",-1,1.5232169813076672e-05,1.257929224679138e-05,0.00015576565572139386,0.00015576565572139386,0.00015576565572139386
01106_4#01106_4_7,01106,01106_4,01106_4_7,Scotland should become an independent nation.,Argument that and independent Scotland would lose the benefits of UK subsidies:,-1,7.578496503731829e-08,0.00016354109806123457,2.649510874953067e-06,2.649510874953067e-06,0.00016354109806123457
01106_4#01106_4_8,01106,01106_4,01106_4_8,Scotland should become an independent nation.,"England may benefit from its reduced subsidization of Scotland, and greater potential to specialize its own economy:",1,0.001322004250448469,2.2540767239325994e-08,2.6596939761854887e-06,2.6596939761854887e-06,0.001322004250448469
01106_4#01106_4_9,01106,01106_4,01106_4_9,Scotland should become an independent nation.,"The economic impact would be ""irrelevant"":",-1,4.0997400526242116e-08,5.794299615922777e-09,2.488568398769011e-06,2.488568398769011e-06,2.488568398769011e-06
01179_6#01179_6_1,01179,01179_6,01179_6_1,Abortions of any kind should be permitted.,"No woman ""wants"" an abortion; it is only the least bad alternative",1,0.0,0.0,0.0,0.0,0.0
01179_6#01179_6_2,01179,01179_6,01179_6_2,Abortions of any kind should be permitted.,On abortion the issue is when love not life begins,-1,8.211832884496553e-06,4.4108661889600696e-07,0.0,0.0,8.211832884496553e-06
01179_6#01179_6_3,01179,01179_6,01179_6_3,Abortions of any kind should be permitted.,"Child-rearing is a beautiful, natural process, not a burden",-1,0.0,0.0,0.0,0.0,0.0
01179_6#01179_6_4,01179,01179_6,01179_6_4,Abortions of any kind should be permitted.,Abortion allows women to have sex comfortably without fear of pregnancy,1,0.0,0.0,0.0,0.0,0.0
01179_6#01179_6_5,01179,01179_6,01179_6_5,Abortions of any kind should be permitted.,"Abortion advocates wrongly value ""quality of life"" over ""sanctity of life""",-1,0.0,0.0,0.0,0.0,0.0
01179_6#01179_6_6,01179,01179_6,01179_6_6,Abortions of any kind should be permitted.,Abortion allows women to become better people without a child,1,0.0,0.0,0.0,0.0,0.0
01179_6#01179_6_7,01179,01179_6,01179_6_7,Abortions of any kind should be permitted.,Abortion worsens parenting by devaluing the parent-child relationship,-1,0.0,0.0,0.0,0.0,0.0
01183_10#01183_10_1,01183,01183_10,01183_10_1,The US government should bailout US automakers (even with a low-interest loan).,"US autos are productive and viable, should be kept alive.",1,0.0,0.0,0.0,0.0,0.0
01183_10#01183_10_10,01183,01183_10,01183_10_10,The US government should bailout US automakers (even with a low-interest loan).,Recent failure of autos does not justify letting them die,1,2.799589736455293e-09,3.08789900085058e-10,4.433486511010781e-09,4.433486511010781e-09,4.433486511010781e-09
01183_10#01183_10_11,01183,01183_10,01183_10_11,The US government should bailout US automakers (even with a low-interest loan).,Past US auto bailouts only fostered dependencies,-1,1.7871180491301573e-10,1.477560478871621e-11,2.622136407507825e-11,2.622136407507825e-11,1.7871180491301573e-10
01183_10#01183_10_2,01183,01183_10,01183_10_2,The US government should bailout US automakers (even with a low-interest loan).,US bailout can force needed changes on automakers.,1,1.3805233098340068e-05,1.397101633423017e-07,1.4803454808346985e-07,1.4803454808346985e-07,1.3805233098340068e-05
01183_10#01183_10_3,01183,01183_10,01183_10_3,The US government should bailout US automakers (even with a low-interest loan).,Bailout with strings attached will not help autos compete,-1,5.709493769061895e-09,2.1466948972978762e-08,4.792703743996026e-10,4.792703743996026e-10,2.1466948972978762e-08
01183_10#01183_10_4,01183,01183_10,01183_10_4,The US government should bailout US automakers (even with a low-interest loan).,US has successfully aided autos before; can do it again,1,0.0,0.0,0.0,0.0,0.0
01183_10#01183_10_5,01183,01183_10,01183_10_5,The US government should bailout US automakers (even with a low-interest loan).,Bailout cannot prevent inevitable collapse of US autos,-1,3.3164584086638897e-08,2.476893076932007e-07,1.3115131820124084e-06,1.3115131820124084e-06,1.3115131820124084e-06
01183_10#01183_10_6,01183,01183_10,01183_10_6,The US government should bailout US automakers (even with a low-interest loan).,Autos will not restructure if US bails them out,-1,5.603479408021526e-05,0.0004700419946012858,0.001517108837342362,0.001517108837342362,0.001517108837342362
01183_10#01183_10_7,01183,01183_10,01183_10_7,The US government should bailout US automakers (even with a low-interest loan).,Bailout would diminish global market for US autos,-1,1.7475710054257325e-07,1.1114738452406916e-07,2.0744812931403298e-09,2.0744812931403298e-09,1.7475710054257325e-07
01183_10#01183_10_8,01183,01183_10,01183_10_8,The US government should bailout US automakers (even with a low-interest loan).,Withholding bailout is not necessary to US auto restructuring.,1,7.963085111225118e-10,1.7638223074330892e-09,6.845639917853564e-10,6.845639917853564e-10,1.7638223074330892e-09
01183_10#01183_10_9,01183,01183_10,01183_10_9,The US government should bailout US automakers (even with a low-interest loan).,Auto bailout protects great cars just now coming out,1,6.915107083747443e-09,5.012414298915929e-09,9.455242416057408e-09,9.455242416057408e-09,9.455242416057408e-09
01266_3#01266_3_1,01266,01266_3,01266_3_1,EU federalization is a good idea. The EU should become the United States of Europe.,National sovereignty is a relic.,1,0.002501002123699589,0.00017955543712425877,0.1140979786985851,0.1140979786985851,0.1140979786985851
01266_3#01266_3_2,01266,01266_3,01266_3_2,EU federalization is a good idea. The EU should become the United States of Europe.,International cooperation is sometimes of greater importance.,1,0.0,0.0,0.0,0.0,0.0
01266_3#01266_3_3,01266,01266_3,01266_3_3,EU federalization is a good idea. The EU should become the United States of Europe.,National governments are more effective.,-1,0.001879644048674011,0.00041346332806317367,1.3667801156904552e-05,1.3667801156904552e-05,0.001879644048674011
01266_3#01266_3_4,01266,01266_3,01266_3_4,EU federalization is a good idea. The EU should become the United States of Europe.,"Europe should be wider, not deeper in its political development.",-1,1.1109353335491228e-05,0.00036209904363747916,0.010763752706498913,0.010763752706498913,0.010763752706498913
01266_3#01266_3_5,01266,01266_3,01266_3_5,EU federalization is a good idea. The EU should become the United States of Europe.,Enlargement is too far already.,1,0.004460206736622889,6.306864630734312e-06,0.001785396762847687,0.001785396762847687,0.004460206736622889
01266_3#01266_3_6,01266,01266_3,01266_3_6,EU federalization is a good idea. The EU should become the United States of Europe.,National sovereignty is not obsolete.,-1,1.1723588524971001e-05,0.0005713992092422847,0.0012223259457269872,0.0012223259457269872,0.0012223259457269872
00062_2#00062_2_1,00062,00062_2,00062_2_1,Countries should change their official currency to the U.S. dollar.,Dollarization has historically improved economic growth,1,0.0,0.0,0.0,0.0,0.0
00062_2#00062_2_10,00062,00062_2,00062_2_10,Countries should change their official currency to the U.S. dollar.,Dollarization places constraints on US monetary policy,-1,0.0,0.0,0.0,0.0,0.0
00062_2#00062_2_11,00062,00062_2,00062_2_11,Countries should change their official currency to the U.S. dollar.,Dollarization does not end the risk of default,-1,0.0,0.0,0.0,0.0,0.0
00062_2#00062_2_12,00062,00062_2,00062_2_12,Countries should change their official currency to the U.S. dollar.,Dollarization increases market access and integration,1,0.0,0.0,0.0,0.0,0.0
00062_2#00062_2_13,00062,00062_2,00062_2_13,Countries should change their official currency to the U.S. dollar.,Dollarization limits monetary policy flexibility,-1,0.0,0.0,0.0,0.0,0.0
00062_2#00062_2_14,00062,00062_2,00062_2_14,Countries should change their official currency to the U.S. dollar.,The US often financially supports nations that dollarize.,1,1.81062668593906e-12,2.0969830408983423e-12,1.6436744354550425e-12,4.198755297853125e-12,4.198755297853125e-12
00062_2#00062_2_2,00062,00062_2,00062_2_2,Countries should change their official currency to the U.S. dollar.,Dollarization is a band-aid approach to poor economic policy,-1,0.0,0.0,0.0,0.0,0.0
00062_2#00062_2_3,00062,00062_2,00062_2_3,Countries should change their official currency to the U.S. dollar.,Dollarization helps encourage foreign investment:,1,0.0,0.0,0.0,0.0,0.0
00062_2#00062_2_4,00062,00062_2,00062_2_4,Countries should change their official currency to the U.S. dollar.,Dollarization makes sense for nations trading mainly with US,1,1.2579755741011398e-10,3.1431744666761106e-08,5.661508878023042e-08,5.661508878023042e-08,5.661508878023042e-08
00062_2#00062_2_5,00062,00062_2,00062_2_5,Countries should change their official currency to the U.S. dollar.,"Dollarization can increase competition, innovation, productivity",1,0.0,0.0,0.0,0.0,0.0
00062_2#00062_2_6,00062,00062_2,00062_2_6,Countries should change their official currency to the U.S. dollar.,"Dollarization works best for small, interdependent nations",1,0.0,0.0,0.0,0.0,0.0
00062_2#00062_2_7,00062,00062_2,00062_2_7,Countries should change their official currency to the U.S. dollar.,Dollarization will not help nations with sound economic policies,-1,0.0,0.0,0.0,0.0,0.0
00062_2#00062_2_9,00062,00062_2,00062_2_9,Countries should change their official currency to the U.S. dollar.,Dollarization can help lower borrowing costs,1,0.0,0.0,0.0,0.0,0.0
00066_5#00066_5_1,00066,00066_5,00066_5_1,The UN should prioritize poverty over climate change.,Media is giving appropriate weight to climate change.,-1,2.3726611133489587e-07,7.847198890853063e-07,1.4889173407966849e-05,1.4889173407966849e-05,1.4889173407966849e-05
00066_5#00066_5_2,00066,00066_5,00066_5_2,The UN should prioritize poverty over climate change.,"Media attention is irrelevant to UN priorities on climate change, poverty.",-1,2.0410533567236094e-08,9.793851535798667e-09,1.6814075256958808e-08,1.6814075256958808e-08,2.0410533567236094e-08
00066_5#00066_5_3,00066,00066_5,00066_5_3,The UN should prioritize poverty over climate change.,Western media gives poverty too little attention vs climate,1,0.0,0.0,0.0,0.0,0.0
00102_5#00102_5_1,00102,00102_5,00102_5_1,Bosnia and Herzegovina should continue under the Dayton Agreement rather than change/abandon it.,Bosnian and Herzegovina has been on life support under Dayton.,-1,4.021567825159766e-09,2.715791419034954e-07,1.7772131492960667e-06,1.7772131492960667e-06,1.7772131492960667e-06
00102_5#00102_5_2,00102,00102_5,00102_5_2,Bosnia and Herzegovina should continue under the Dayton Agreement rather than change/abandon it.,Many signatories of Dayton Agreement are dead or in prison.,-1,2.8678001873795867e-09,1.0121244278145245e-07,2.552045080597224e-08,2.552045080597224e-08,1.0121244278145245e-07
00102_5#00102_5_3,00102,00102_5,00102_5_3,Bosnia and Herzegovina should continue under the Dayton Agreement rather than change/abandon it.,Bosnia and Herzegovina is stable under Dayton Agreement,1,0.0,0.0,0.0,0.0,0.0
00102_5#00102_5_4,00102,00102_5,00102_5_4,Bosnia and Herzegovina should continue under the Dayton Agreement rather than change/abandon it.,International community is to blame for many failures in Bosnia.,1,1.3053841085854823e-09,2.476034708276907e-07,2.1062170254245447e-08,2.1062170254245447e-08,2.476034708276907e-07
00110_4#00110_4_1,00110,00110_4,00110_4_1,US primary elections are sound. They should not be abandoned.,"""Frontloading"" shifts attention only to the earliest primaries and in this disrupting a real participatory democracy",-1,1.33417743657513e-08,1.9283955106888412e-08,7.477193597764675e-09,7.477193597764675e-09,1.9283955106888412e-08
00110_4#00110_4_10,00110,00110_4,00110_4_10,US primary elections are sound. They should not be abandoned.,Complicated US primaries lead to misleading vote counts,-1,5.074496819573108e-07,1.1546862828995027e-07,5.170855707672221e-06,5.170855707672221e-06,5.170855707672221e-06
00110_4#00110_4_11,00110,00110_4,00110_4_11,US primary elections are sound. They should not be abandoned.,Primaries help underfunded candidates gain attention,1,4.634175139282705e-05,0.00012433042162578845,0.0003270541344596152,0.0003270541344596152,0.0003270541344596152
00110_5#00110_5_1,00110,00110_5,00110_5_1,US primary elections are sound. They should not be abandoned.,Primary election delegates are not distributed fairly between states,-1,3.06102858103218e-06,2.342014481069272e-06,2.225941854334267e-06,2.225941854334267e-06,3.06102858103218e-06
00110_5#00110_5_2,00110,00110_5,00110_5_2,US primary elections are sound. They should not be abandoned.,US primaries give needed power to state parties,1,0.0,0.0,0.0,0.0,0.0
00110_5#00110_5_3,00110,00110_5,00110_5_3,US primary elections are sound. They should not be abandoned.,Primaries create pride in unique local systems,1,0.0001071049628061298,0.0005204140912323745,0.00021402950603452762,0.00021402950603452762,0.0005204140912323745
00149_5#00149_5_1,00149,00149_5,00149_5_1,There should be a legally mandated ceiling on weekly working hours.,"Unless competing economies implement similar rules, any restrictions on economic production may simply encourage the relocation of that production to an economy that is not encumbered with the same rules.",-1,0.0,0.0,0.0,0.0,0.0
00149_5#00149_5_2,00149,00149_5,00149_5_2,There should be a legally mandated ceiling on weekly working hours.,Employers would find an alternative to hiring more workers.,-1,0.0,0.0,0.0,0.0,0.0
00149_5#00149_5_3,00149,00149_5,00149_5_3,There should be a legally mandated ceiling on weekly working hours.,Introducing a cap on working hours would reduce unemployment.,1,0.0,0.0,0.0,0.0,0.0
00320_4#00320_4_1,00320,00320_4,00320_4_1,UN should recognize Palestinian statehood.,UN vote on Palestinian independence would flare tensions.,-1,0.0,0.0,0.0,0.0,0.0
00320_4#00320_4_2,00320,00320_4,00320_4_2,UN should recognize Palestinian statehood.,UN recognition of Palestine would not deliver lasting peace.,-1,2.7439689845054165e-08,7.595003905099547e-07,1.064604225263581e-08,1.064604225263581e-08,7.595003905099547e-07
00320_4#00320_4_3,00320,00320_4,00320_4_3,UN should recognize Palestinian statehood.,Supporting Palestine at UN would bolster Israeli security,1,6.701363926701587e-08,1.1897093076438707e-08,2.2306301776537863e-07,2.2306301776537863e-07,2.2306301776537863e-07
