pairid,argid,propid_to,propid_from,text_to,text_from,relation,nli_50K_ent,nli_50K_con,nli_50K_neu
00181_6#00181_6_2,00181,00181_6,00181_6_2,Mercenaries and private military contractors are a good idea.,Governments rely on mercenaries at a expense of developing armies.,-1,0.001967302756384015,0.03637365251779556,0.9616590738296509
00246_2#00246_2_3,00246,00246_2,00246_2_3,The farming and consumption of veal is acceptable.,Hutches can be more comfortable for veal calves.,1,0.06390906870365143,0.04045228287577629,0.895638644695282
00767_6#00767_6_3,00767,00767_6,00767_6_3,"Big, liberal government is better than small, conservative government.",Big govt is individuals working to meet collective needs,1,0.001920498558320105,0.020673852413892746,0.9774056077003479
00767_6#00767_6_8,00767,00767_6,00767_6_8,"Big, liberal government is better than small, conservative government.",Big govt often hurts people its trying to help,-1,0.0023472532629966736,0.023241691291332245,0.974411129951477
01132_7#01132_7_2,01132,01132_7,01132_7_2,This House believes that advances in science present a threat.,Global warming is mostly caused by advances in science.,1,0.048385247588157654,0.26176661252975464,0.6898481845855713
00009_2#00009_2_2,00009,00009_2,00009_2_2,Social networking sites are generally beneficial to our world.,More targeted advertising is of greater value to the consumer.,1,0.011238951236009598,0.05066298320889473,0.9380980730056763
00113_9#00113_9_4,00113,00113_9,00113_9_4,Natural gas is a good energy source for the 21st century.,"Natural gas vehicles reduce emissions, fight global warming",1,0.020993035286664963,0.000917544006370008,0.9780895113945007
00113_9#00113_9_7,00113,00113_9,00113_9_7,Natural gas is a good energy source for the 21st century.,0-emissions vehicles superior to natural gas ones,-1,0.0037591673899441957,0.012012534774839878,0.984228253364563
00643_4#00643_4_3,00643,00643_4,00643_4_3,Colonizing the Moon is a good idea.,Territorial claims on the Moon will become a source of conflict.,-1,0.0011923749698325992,0.977809488773346,0.020998165011405945
00691_4#00691_4_19,00691,00691_4,00691_4_19,A 700 mile fence on the US-Mexico border is justified.,San Diego is symbol of efficacy of fence,1,0.0023199976421892643,0.004708774387836456,0.9929712414741516
00691_4#00691_4_20,00691,00691_4,00691_4_20,A 700 mile fence on the US-Mexico border is justified.,Israeli border fence demonstrates efficacy of a wall,1,0.004167056176811457,0.949417233467102,0.04641568288207054
01295_1#01295_1_1,01295,01295_1,01295_1_1,Steel is good as a material for facade cladding.,Steel surfaces need to be repainted frequently.,-1,0.08970893919467926,0.1033286452293396,0.8069624900817871
01295_1#01295_1_2,01295,01295_1,01295_1_2,Steel is good as a material for facade cladding.,Special kinds of steel resist the weather fairly well.,1,0.014178117737174034,0.0021861414425075054,0.9836357235908508
00126_2#00126_2_1,00126,00126_2,00126_2_1,The idea of missile defenses in the Czech Republic and Poland is justified.,European missile defense is bitterly dividing EU,-1,0.002679693978279829,0.11890992522239685,0.8784104585647583
00126_2#00126_2_3,00126,00126_2,00126_2_3,The idea of missile defenses in the Czech Republic and Poland is justified.,European missile defense will improve transatlantic security,1,0.0032860394567251205,0.006950770039111376,0.9897632598876953
00146_2#00146_2_10,00146,00146_2,00146_2_10,A European Monetary Fund is a good idea.,"Calling IMF is not humiliating, but sensible during crisis.",-1,0.07818225771188736,0.024691645056009293,0.8971260786056519
00146_2#00146_2_3,00146,00146_2,00146_2_3,A European Monetary Fund is a good idea.,Other IMF-like regional funds have been created outside Euro,1,0.011406267061829567,0.0967533066868782,0.891840398311615
00146_2#00146_2_7,00146,00146_2,00146_2_7,A European Monetary Fund is a good idea.,EU needs European Monetary Fund with equal power as IMF.,1,0.14438436925411224,0.027912555262446404,0.8277031183242798
00146_2#00146_2_9,00146,00146_2,00146_2_9,A European Monetary Fund is a good idea.,EMF would not be big enough to save entire EU countries,-1,0.038630690425634384,0.455532968044281,0.5058363080024719
00196_16#00196_16_9,00196,00196_16,00196_16_9,Capitalism is the superior system to socialism.,"Capitalism is no ""invisible hand"", but a crushing foot.",-1,0.002189656952396035,0.8550347089767456,0.14277565479278564
00446_8#00446_8_3,00446,00446_8,00446_8_3,UN Convention on the Rights of Migrant Workers and their Families is good.,Migrants have a right to family reunification,1,0.033860791474580765,0.02082347869873047,0.9453157186508179
00654_3#00654_3_8,00654,00654_3,00654_3_8,Vehicle fuel economy standards are a good strategy in fighting global warming.,Fuel economy standards unfairly punish car manufacturers,-1,0.003949861042201519,0.627716064453125,0.3683340847492218
00654_3#00654_3_9,00654,00654_3,00654_3_9,Vehicle fuel economy standards are a good strategy in fighting global warming.,Fuel economy standards help car companies stay competitive,1,0.0029868101701140404,0.11210282146930695,0.8849104046821594
00691_3#00691_3_4,00691,00691_3,00691_3_4,A 700 mile fence on the US-Mexico border is justified.,700 mile fence damages diplomacy and intelligence sharing,-1,0.0026334631256759167,0.9286439418792725,0.06872253865003586
00732_12#00732_12_4,00732,00732_12,00732_12_4,Torture is justified.,Torture actually creates sympathy for people who should otherwise be scorned and shamed.,-1,0.02065010741353035,0.6359301209449768,0.34341973066329956
00827_1#00827_1_2,00827,00827_1,00827_1_2,The 2010 US health care reform legislation is a good idea.,"2009 health bill is political symbolism, not substance",-1,0.0071391761302948,0.2389645129442215,0.7538962960243225
00827_1#00827_1_3,00827,00827_1,00827_1_3,The 2010 US health care reform legislation is a good idea.,US health care reform lacks bi-partisan support,-1,0.0032594441436231136,0.6935248970985413,0.3032156825065613
00827_1#00827_1_6,00827,00827_1,00827_1_6,The 2010 US health care reform legislation is a good idea.,Killing 2009 health bill would delay reform for years,1,0.0009806194575503469,0.9772692918777466,0.02175004594027996
01087_3#01087_3_1,01087,01087_3,01087_3_1,Teacher-student friendships on Facebook are good.,"Schools not state should regulate teacher-student ""friendships.""",1,0.003091229358687997,0.2739015519618988,0.7230071425437927
00074_4#00074_4_1,00074,00074_4,00074_4_1,Market mechanisms are preferable to regulatory approaches in reducing carbon emissions.,Emissions markets are more economical than regulations:,1,0.3134898543357849,0.41560983657836914,0.27090033888816833
00113_1#00113_1_2,00113,00113_1,00113_1_2,Natural gas is a good energy source for the 21st century.,Natural gas is difficult to transport and store.,-1,0.001451598946005106,0.03245840221643448,0.9660900235176086
00230_9#00230_9_5,00230,00230_9,00230_9_5,Charter schools are a good idea and in New Orleans.,Charter schools are exploited most by affable students,-1,0.00043828008347190917,0.0007080200593918562,0.9988536834716797
00409_3#00409_3_6,00409,00409_3,00409_3_6,The Seattle deep-bore tunnel is a good idea.,Deep bore tunnel more about moving cars than people.,-1,0.001162030384875834,0.015469387173652649,0.9833685755729675
00691_7#00691_7_8,00691,00691_7,00691_7_8,A 700 mile fence on the US-Mexico border is justified.,Illegal immigration is unfair to legal immigrants.,1,0.0013031554408371449,0.2752087712287903,0.7234880328178406
00758_9#00758_9_1,00758,00758_9,00758_9_1,"A progressive tax system is preferred to, for example, a flat tax.",Progressive taxation can help combat crime,1,0.0011756588937714696,0.016200153157114983,0.9826241135597229
00827_7#00827_7_3,00827,00827_7,00827_7_3,The 2010 US health care reform legislation is a good idea.,US health reform does not respond to illegal immigration,-1,0.00042106566252186894,0.003446214599534869,0.9961327314376831
00440_3#00440_3_3,00440,00440_3,00440_3_3,Masturbation is a healthy habit. It is good.,Masturbation cannot lead to unwanted pregnancy.,1,0.027213724330067635,0.01316372025758028,0.9596225023269653
00715_6#00715_6_3,00715,00715_6,00715_6_3,"Feminism is a justifiable political, philosophical framework.",Many women no longer identify themselves as feminists.,1,0.01033396553248167,0.19648051261901855,0.7931855320930481
00788_7#00788_7_1,00788,00788_7,00788_7_1,Merit-based pay for teachers is a good idea.,Merit pay for teachers is tied to unreliable standardized tests,-1,0.0022524220403283834,0.9762964844703674,0.02145105041563511
00901_4#00901_4_5,00901,00901_4,00901_4_5,EU arms sales to China are justifiable.,Lifting the arms ban will strengthen China militarily.,-1,0.001371842692606151,0.9783998727798462,0.020228281617164612
00975_8#00975_8_2,00975,00975_8,00975_8_2,The EU Constitution reform treaty is a good idea.,Lisbons new powers for parliaments are mere oversight powers,-1,0.0096760718151927,0.08193551748991013,0.9083883762359619
01075_1#01075_1_8,01075,01075_1,01075_1_8,US health insurance mandates are constitutional.,"People can choose to go without insurance; they""ll just be fined",1,0.012686795555055141,0.8325530290603638,0.1547601819038391
01151_18#01151_18_1,01151,01151_18,01151_18_1,Single-payer health care is a good idea.,Health care is considered a right in international law.,1,0.003303463337942958,0.06213025376200676,0.9345662593841553
01151_18#01151_18_17,01151,01151_18,01151_18_17,Single-payer health care is a good idea.,People should pay only for health services they themselves receive,-1,0.011268489062786102,0.5690631866455078,0.4196683168411255
01151_18#01151_18_2,01151,01151_18,01151_18_2,Single-payer health care is a good idea.,Universal health care protects healthy citizens from many health risks,1,0.004256246145814657,0.16688533127307892,0.828858494758606
01151_18#01151_18_3,01151,01151_18,01151_18_3,Single-payer health care is a good idea.,Government-funded universal health care would violate patient privacy,-1,0.007209417410194874,0.8743868470191956,0.11840374767780304
00213_4#00213_4_1,00213,00213_4,00213_4_1,Military tribunals in the US were justified.,"As a result, most defendants are unlikely to have civilian attorneys",-1,0.005207127891480923,0.16709193587303162,0.8277009725570679
00262_4#00262_4_4,00262,00262_4,00262_4_4,EU arms sales to China are justifiable.,Lifting the arms ban will strengthen China militarily.,-1,0.001371842692606151,0.9783998727798462,0.020228281617164612
00603_3#00603_3_8,00603,00603_3,00603_3_8,Libertarianism is a sound political philosophy.,"Libertarian ""full self-ownership"" permits voluntary enslavement",-1,0.0038631297647953033,0.00732609536498785,0.9888107776641846
00643_7#00643_7_10,00643,00643_7,00643_7_10,Colonizing the Moon is a good idea.,A colony at the Lunar north pole would avoid temperature extremes.,1,0.5349958539009094,0.03045966662466526,0.43454450368881226
00643_7#00643_7_9,00643,00643_7,00643_7_9,Colonizing the Moon is a good idea.,A moon colony would be at extreme risk of meteor strikes.,-1,0.0036876890808343887,0.8217349648475647,0.17457738518714905
01250_15#01250_15_2,01250,01250_15,01250_15_2,The assassination of a dictator can be justified.,The 1976 executive order does not forbid assassinating terrorist leaders.,1,0.007999420166015625,0.029037119820713997,0.9629634618759155
00130_1#00130_1_3,00130,00130_1,00130_1_3,Airport security profiling is a good idea.,"Profiling is about using a range of information, not race",1,0.005053077824413776,0.17261157929897308,0.8223353028297424
00130_1#00130_1_4,00130,00130_1,00130_1_4,Airport security profiling is a good idea.,Profiling will use such information as nervousness at airport.,1,0.02891561947762966,0.018278788775205612,0.9528055787086487
00441_4#00441_4_3,00441,00441_4,00441_4_3,A global tax is a good idea.,The revenue-collection process is likely to be politicized:,-1,0.005347393918782473,0.032751619815826416,0.9619010090827942
00474_4#00474_4_5,00474,00474_4,00474_4_5,Keystone US-Canada oil pipeline is good.,"Keystone taps Alberta tar sands, the worlds dirtiest fuel.",-1,0.010869807563722134,0.916670560836792,0.0724596157670021
00654_4#00654_4_2,00654,00654_4,00654_4_2,Vehicle fuel economy standards are a good strategy in fighting global warming.,Fuel economy standards increase energy independence and security,1,0.005483169108629227,0.031722843647003174,0.9627939462661743
01067_1#01067_1_2,01067,01067_1,01067_1_2,Keystone XL US-Canada oil pipeline is good.,"Keystone XL will carry stranded crude from ND, MT",1,0.020480718463659286,0.0026053765323013067,0.9769138693809509
01169_4#01169_4_10,01169,01169_4,01169_4_10,Israel was justified in seizing the flotilla.,"Out-armed Palestinians attacked Israel before, would attack on Flotilla.",1,0.005529575515538454,0.2986397445201874,0.6958306431770325
00071_5#00071_5_3,00071,00071_5,00071_5_3,"Chinas ""one child"" policy is sensible.","""One child"" causes abortion of daughters, demographic shift",-1,0.004250145982950926,0.6088030338287354,0.38694679737091064
00174_1#00174_1_1,00174,00174_1,00174_1_1,This House believes that debaters make better spouses.,Debaters can approach problems from many different angles.,1,0.0005658580921590328,0.0021004548761993647,0.9973337650299072
00347_4#00347_4_4,00347,00347_4,00347_4_4,Pornography does offer a valuable public service.,"Debate over merits of porn usually don""t relate to ban.",-1,0.02163117192685604,0.034392692148685455,0.943976104259491
00347_4#00347_4_5,00347,00347_4,00347_4_5,Pornography does offer a valuable public service.,"Outlawing pornography infringes on minorities"" free speech.",1,0.013983393087983131,0.5507226586341858,0.435293972492218
00389_3#00389_3_4,00389,00389_3,00389_3_4,Needle exchanges are a good idea. They do improve public health/safety.,HIV epidemic justifies needle exchanges,1,0.06733118742704391,0.010695766657590866,0.9219729900360107
00423_11#00423_11_2,00423,00423_11,00423_11_2,The bombing of Hiroshima and Nagasaki was justified.,US was mercilessly impatient in dropping bombs so quickly.,-1,0.00526726758107543,0.06696265190839767,0.9277701377868652
00460_17#00460_17_19,00460,00460_17,00460_17_19,Obama does deserve a second term.,"Obama rightly drew down in Iraq, refocused on Afgh",1,0.0011173731181770563,0.0046286010183393955,0.9942540526390076
00460_17#00460_17_8,00460,00460_17,00460_17_8,Obama does deserve a second term.,Signed trade agreement w/ S. Korea and pressured N. Korea.,1,0.0024779404047876596,0.07145998626947403,0.9260620474815369
01012_10#01012_10_1,01012,01012_10,01012_10_1,Wikipedia is a reliable and socially beneficial resource.,Wikipedia should have a peer review process before edits are accepted,-1,0.0009297389187850058,0.0007061312790028751,0.9983641505241394
01129_3#01129_3_3,01129,01129_3,01129_3_3,The 1969 moon landing was faked.,The Nixon Administration was incapable of keeping secrets this grandiose.,-1,0.029895910993218422,0.2464873343706131,0.7236167192459106
01129_3#01129_3_5,01129,01129_3,01129_3_5,The 1969 moon landing was faked.,No-one has been to the moon for over 36 years.,1,0.00358698726631701,0.025374755263328552,0.9710383415222168
00016_16#00016_16_1,00016,00016_16,00016_16_1,Medical marijuana dispensaries are a good idea.,Doctors should be trusted to check abuse of medical marijuana,1,0.014002281241118908,0.06368506699800491,0.9223126769065857
00016_16#00016_16_11,00016,00016_16,00016_16_11,Medical marijuana dispensaries are a good idea.,There is little evidence that Marijuana is a gateway drug,1,0.00327257695607841,0.25227829813957214,0.7444491386413574
00016_16#00016_16_3,00016,00016_16,00016_16_3,Medical marijuana dispensaries are a good idea.,Legalizing medical marijuana may cause crime and safety problems,-1,0.0037623094394803047,0.5240369439125061,0.4722007215023041
00016_16#00016_16_5,00016,00016_16,00016_16_5,Medical marijuana dispensaries are a good idea.,Potential for abuse should not halt legitimate marijuana use.,1,0.0024491632357239723,0.035833269357681274,0.9617175459861755
00016_16#00016_16_6,00016,00016_16,00016_16_6,Medical marijuana dispensaries are a good idea.,"Legalizing medical marijuana normalizes drug, increases use",-1,0.0018296180060133338,0.0010268997866660357,0.9971434473991394
00016_16#00016_16_8,00016,00016_16,00016_16_8,Medical marijuana dispensaries are a good idea.,Legalizing medical marijuana is not legalizing recreational use,1,0.0029494597110897303,0.6744077205657959,0.32264280319213867
00016_16#00016_16_9,00016,00016_16,00016_16_9,Medical marijuana dispensaries are a good idea.,Legalizing medical marijuana does not increase use and abuse,1,0.00837741419672966,0.09161904454231262,0.9000035524368286
00035_1#00035_1_1,00035,00035_1,00035_1_1,Network neutrality legislation is a good idea.,Net neutrality forces network owners to operate in suboptimal ways,-1,0.0037842141464352608,0.8081117272377014,0.1881040781736374
00126_9#00126_9_1,00126,00126_9,00126_9_1,The idea of missile defenses in the Czech Republic and Poland is justified.,Missile bases are illegitimate without popular approval,-1,0.001001579686999321,0.03968149423599243,0.9593169689178467
00126_9#00126_9_2,00126,00126_9,00126_9_2,The idea of missile defenses in the Czech Republic and Poland is justified.,Public opinion is immaterial.,1,0.001044454867951572,0.029898500069975853,0.9690570831298828
00603_5#00603_5_10,00603,00603_5,00603_5_10,Libertarianism is a sound political philosophy.,Free-market capitalism is a sub-optimal socio-economic model,-1,0.007046359591186047,0.6941140294075012,0.29883959889411926
00975_2#00975_2_7,00975,00975_2,00975_2_7,The EU Constitution reform treaty is a good idea.,Lisbon is a treaty of the EUs arrogant political elite,-1,0.0009768417803570628,0.003147036535665393,0.995876133441925
00975_2#00975_2_9,00975,00975_2,00975_2_9,The EU Constitution reform treaty is a good idea.,"Lisbon Treaty can ""amend itself"" without approval by states",-1,0.019313596189022064,0.005293262656778097,0.9753932356834412
01087_4#01087_4_5,01087,01087_4,01087_4_5,Teacher-student friendships on Facebook are good.,What about teachers w/ student-friends at other schools?,1,0.002728781895712018,0.19183434545993805,0.805436909198761
01238_8#01238_8_4,01238,01238_8,01238_8_4,Concealed carry is preferred to open carry gun laws.,Open carry causes discomfort and worsens anti-gun opinions,1,0.0100962920114398,0.06147962808609009,0.9284241199493408
01250_12#01250_12_1,01250,01250_12,01250_12_1,The assassination of a dictator can be justified.,Assassination can counter-productively rally citizens around a regime.,-1,0.8498516082763672,0.001361966016702354,0.14878644049167633
00049_6#00049_6_1,00049,00049_6,00049_6_1,Home plate collisions in baseball are worth preserving.,"People shouldn""t enjoy watching violent hits at home plate.",-1,0.006897289305925369,0.43520280718803406,0.5578999519348145
00317_9#00317_9_3,00317,00317_9,00317_9_3,The democratic peace theory is correct.,Lebanon is not a liberal democracy according to Freedom House in its 2006 report,1,0.001471125055104494,0.008586624637246132,0.989942193031311
00578_3#00578_3_21,00578,00578_3,00578_3_21,Global warming is chiefly caused by humans not by natural phenomenon.,2001 IPCC report concludes humans causing climate change,1,0.024965712800621986,0.1676284372806549,0.8074058890342712
00578_3#00578_3_24,00578,00578_3,00578_3_24,Global warming is chiefly caused by humans not by natural phenomenon.,Global warming has become an industry in itself.,-1,0.0012871467042714357,0.14397218823432922,0.8547406792640686
00603_5#00603_5_3,00603,00603_5,00603_5_3,Libertarianism is a sound political philosophy.,Free-market economics is the ideal form of (non)governance,1,0.00713317422196269,0.7756723761558533,0.21719443798065186
00712_1#00712_1_5,00712,00712_1,00712_1_5,Mercenaries and private military contractors are a good idea.,There is no guarantee of the quality of contracted soldiers:,-1,0.003937617409974337,0.5823618769645691,0.4137004613876343
00983_5#00983_5_1,00983,00983_5,00983_5_1,Thorium based nuclear energy is good.,LFTR reactors can be designed to be self-regulating.,1,0.003930044826120138,0.009460539557039738,0.9866093993186951
00983_5#00983_5_9,00983,00983_5,00983_5_9,Thorium based nuclear energy is good.,Nuclear waste produced by LFTR is relatively short-lived.,1,0.007550608366727829,0.18895189464092255,0.8034974932670593
01156_3#01156_3_1,01156,01156_3,01156_3_1,Video surveillance in public places is justifiable.,Crime cameras help catch criminals and get them off the street,1,0.01178539078682661,0.5918939113616943,0.3963206708431244
01156_3#01156_3_3,01156,01156_3,01156_3_3,Video surveillance in public places is justifiable.,Crime camera evidence is very rarely used in court cases.,-1,0.002811962738633156,0.1671532243490219,0.8300347924232483
00007_13#00007_13_1,00007,00007_13,00007_13_1,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",Sleep deprivation is a form of torture.,-1,0.0009658593917265534,0.008614554069936275,0.9904195666313171
00596_7#00596_7_2,00596,00596_7,00596_7_2,Multiculturalism is a better social model than assimilation.,Multiculturalism and accommodation jeopardizes womens rights,-1,0.0034503310453146696,0.038832858204841614,0.9577168226242065
00596_7#00596_7_7,00596,00596_7,00596_7_7,Multiculturalism is a better social model than assimilation.,Multiculturalism politicizes identity in ethnic and religious terms,-1,0.0006851373473182321,0.0005258518503978848,0.9987890124320984
00596_7#00596_7_9,00596,00596_7,00596_7_9,Multiculturalism is a better social model than assimilation.,Concerns over womens rights cannot be blamed on multiculturalism,1,0.0012726671993732452,0.0007092063897289336,0.9980181455612183
00769_2#00769_2_2,00769,00769_2,00769_2_2,This House believes that the pen is mightier than the sword.,Quick action is sometimes essential for success.,-1,0.002233450999483466,0.02027713507413864,0.9774894118309021
00979_1#00979_1_2,00979,00979_1,00979_1_2,Evolution is fact rather than fiction.,Another thought provoker for evolutionists is the development of human languages.,-1,0.012119285762310028,0.5986425280570984,0.3892382085323334
01161_5#01161_5_1,01161,01161_5,01161_5_1,Background and context.,RE: The probability that life could have arisen by chance is ridiculously small.,-1,0.036608342081308365,0.766626238822937,0.1967654973268509
01250_16#01250_16_12,01250,01250_16,01250_16_12,The assassination of a dictator can be justified.,Targeted assassinations keep terrorists on-the-run and distracted,1,0.0173419788479805,0.08301892876625061,0.8996390700340271
01250_16#01250_16_6,01250,01250_16,01250_16_6,The assassination of a dictator can be justified.,"Assassinating terrorist leaders is justified when they are ""combatants""",1,0.15235576033592224,0.11019858717918396,0.7374457120895386
00007_9#00007_9_1,00007,00007_9,00007_9_1,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",Enhanced interrogations undermine Americas moral legitimacy.,-1,0.007157076150178909,0.27821362018585205,0.7146292924880981
00007_9#00007_9_4,00007,00007_9,00007_9_4,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",Majority of Americans believe harsh interrogations justified,1,0.0008995865355245769,0.007974936626851559,0.9911254048347473
00458_2#00458_2_2,00458,00458_2,00458_2_2,A no fly zone over Libya is a good idea.,No fly zone would create expectation of help elsewhere.,-1,0.0007763156900182366,0.007655201014131308,0.991568386554718
00578_1#00578_1_6,00578,00578_1,00578_1_6,Global warming is chiefly caused by humans not by natural phenomenon.,Increase in atmospheric moisture is tied to human emissions,1,0.014432664029300213,0.8553135395050049,0.1302538365125656
00688_2#00688_2_7,00688,00688_2,00688_2_7,Web 2.0 citizen journalism is having a positive effect worldwide.,The music industry is actually doing fine:,-1,0.002268559765070677,0.008479605428874493,0.9892517924308777
00791_2#00791_2_4,00791,00791_2,00791_2_4,Atheism is a sound (un)religious philosophy in the modern world.,All humans are imperfect.,-1,0.02340405061841011,0.09360865503549576,0.8829872012138367
00849_2#00849_2_7,00849,00849_2,00849_2_7,"The ""occupy"" protest movement is justified.",Occupiers lump socially productive investors in with others.,-1,0.006375698838382959,0.07764880359172821,0.9159755110740662
00181_1#00181_1_4,00181,00181_1,00181_1_4,Mercenaries and private military contractors are a good idea.,There is no guarantee of the quality of contracted soldiers:,-1,0.003937617409974337,0.5823618769645691,0.4137004613876343
00290_5#00290_5_2,00290,00290_5,00290_5_2,The Arizona illegal immigration law is good.,Arizona law will lessen the financial burden caused by illegal aliens.,1,0.1807146817445755,0.009511088021099567,0.8097742795944214
00396_11#00396_11_9,00396,00396_11,00396_11_9,Hunting for sport is an acceptable practice.,"If humans are animals, why defy our animalistic instincts?",1,0.008986354805529118,0.7182683348655701,0.272745281457901
00458_3#00458_3_1,00458,00458_3,00458_3_1,A no fly zone over Libya is a good idea.,No fly zone risks downing and capturing of pilots.,-1,0.0023207988124340773,0.7876134514808655,0.21006570756435394
00458_3#00458_3_7,00458,00458_3,00458_3_7,A no fly zone over Libya is a good idea.,No-fly zone helps limit refugees from Libyan crisis,1,0.8087088465690613,0.002958785044029355,0.1883324384689331
00458_3#00458_3_8,00458,00458_3,00458_3_8,A no fly zone over Libya is a good idea.,Libya no fly zone could turn into Somalia disaster.,-1,0.0050534410402178764,0.9145217537879944,0.08042483776807785
00607_11#00607_11_3,00607,00607_11,00607_11_3,Who is the better candidate for the US Presidency?,Barack Obama is a modern day JFK or Bobby Kennedy,-1,0.002411734079942107,0.010539940558373928,0.9870482087135315
00865_12#00865_12_5,00865,00865_12,00865_12_5,The 2009 US economic stimulus package is a good plan to combat recession.,Allowing recession will enable stronger economic recovery,-1,0.01222666073590517,0.0027808595914393663,0.984992504119873
00610_4#00610_4_5,00610,00610_4,00610_4_5,Space-based solar power is a good idea.,Space-based solar power is steady and weather independent.,1,0.024297460913658142,0.003221021266654134,0.9724816083908081
00817_6#00817_6_3,00817,00817_6,00817_6_3,Education vouchers are good public policy.,Vouchers for religious schools violates church/state separation,-1,0.02428564615547657,0.5379617214202881,0.4377526640892029
01012_12#01012_12_2,01012,01012_12,01012_12_2,Wikipedia is a reliable and socially beneficial resource.,"Less significant articles on Wikipedia don""t hamper significant ones",1,0.006441827863454819,0.004409936256706715,0.9891481995582581
01012_9#01012_9_5,01012,01012_9,01012_9_5,Wikipedia is a reliable and socially beneficial resource.,Natures study of Wikipedia and Britannica was poorly conducted,-1,0.0028147788252681494,0.020540257915854454,0.9766448736190796
00257_16#00257_16_2,00257,00257_16,00257_16_2,Each candidate is good.,"Jay led cleantech job-creation in Congress, can do it for WA.",1,0.026140017434954643,0.17355120182037354,0.8003088235855103
00427_1#00427_1_1,00427,00427_1,00427_1_1,"Video games are good for children, adults, and the public.",Video games are more interactive than TV.,1,0.005332126747816801,0.004840710200369358,0.9898271560668945
00567_8#00567_8_3,00567,00567_8,00567_8_3,The US and NATO mission in Libya is legal and justifiable.,Obama administration consulted with Congress on Libya,1,0.0034092979039996862,0.20099005103111267,0.7956006526947021
00568_4#00568_4_8,00568,00568_4,00568_4_8,Israel was justified in seizing the flotilla.,"Out-armed Palestinians attacked Israel before, would attack on Flotilla.",1,0.005529575515538454,0.2986397445201874,0.6958306431770325
00758_4#00758_4_2,00758,00758_4,00758_4_2,"A progressive tax system is preferred to, for example, a flat tax.",Progressive taxes help increase employment rate,1,0.0017077039228752255,0.01333592925220728,0.9849563241004944
00975_6#00975_6_6,00975,00975_6,00975_6_6,The EU Constitution reform treaty is a good idea.,The Lisbon Treaty creates a legal basis for EU humanitarian aid,1,0.006007791962474585,0.6279537677764893,0.3660384714603424
00975_6#00975_6_7,00975,00975_6,00975_6_7,The EU Constitution reform treaty is a good idea.,Lisbon Treaty enables the EU to address todays global challenges,1,0.0018519399454817176,0.0020907733123749495,0.9960572719573975
00975_6#00975_6_8,00975,00975_6,00975_6_8,The EU Constitution reform treaty is a good idea.,Lisbon will not create an EU army nor require military participation,1,0.0007832594565115869,0.028998039662837982,0.9702187180519104
00071_11#00071_11_5,00071,00071_11,00071_11_5,"Chinas ""one child"" policy is sensible.",Parents with one child will care more for that child.,1,0.15097561478614807,0.028574157506227493,0.8204501271247864
00071_11#00071_11_7,00071,00071_11,00071_11_7,"Chinas ""one child"" policy is sensible.","""One child"" policies improve China for young generations.",1,0.09014878422021866,0.002311787800863385,0.9075394868850708
00071_1#00071_1_1,00071,00071_1,00071_1_1,"Chinas ""one child"" policy is sensible.","Chinese understand their success depends on ""one child"".",1,0.06846906989812851,0.19615903496742249,0.7353718876838684
00071_1#00071_1_3,00071,00071_1,00071_1_3,"Chinas ""one child"" policy is sensible.","Protests have been widespread in China against ""one child""",-1,0.000942678190767765,0.9862832427024841,0.012774107977747917
00071_8#00071_8_3,00071,00071_8,00071_8_3,"Chinas ""one child"" policy is sensible.","Chinas ""one child"" policy violates natural law",-1,0.00047058486961759627,0.9975236058235168,0.0020057952497154474
00071_8#00071_8_9,00071,00071_8,00071_8_9,"Chinas ""one child"" policy is sensible.","China often forces abortions on women, violating human rights",-1,0.0008641948224976659,0.9860529899597168,0.013082889840006828
00553_1#00553_1_1,00553,00553_1,00553_1_1,Random breath tests for drivers are a good idea.,"""Reasonable suspicion"" too high standard for detecting drunk drivers",1,0.02418798953294754,0.4494926631450653,0.5263193249702454
00982_6#00982_6_1,00982,00982_6,00982_6_1,Mission to the Moon is preferred to Mars.,Mars mission would reveal much about Earths history/future.,-1,0.00568380206823349,0.35247355699539185,0.6418426036834717
00982_6#00982_6_5,00982,00982_6,00982_6_5,Mission to the Moon is preferred to Mars.,There is much more to be discovered on/about the Moon,1,0.00375657482072711,0.13094846904277802,0.8652949333190918
00982_6#00982_6_6,00982,00982_6,00982_6_6,Mission to the Moon is preferred to Mars.,Moon affects Earth more than Mars so should be returned to.,1,0.25438085198402405,0.6819283962249756,0.06369071453809738
01066_4#01066_4_2,01066,01066_4,01066_4_2,"Big, liberal government is better than small, conservative government.",It is a myth that government impedes growth,1,0.0023945802822709084,0.01910838671028614,0.9784970283508301
01066_4#01066_4_4,01066,01066_4,01066_4_4,"Big, liberal government is better than small, conservative government.",Government can partner with private sector to foster business,1,0.0014916653744876385,0.004215007647871971,0.9942933320999146
01066_4#01066_4_5,01066,01066_4,01066_4_5,"Big, liberal government is better than small, conservative government.",Big government diverts money from more productive uses,-1,0.0009866380132734776,0.0019137808121740818,0.9970995187759399
01151_16#01151_16_5,01151,01151_16,01151_16_5,Single-payer health care is a good idea.,Many businesses cannot pay the private health insurance of employees,1,0.007614372298121452,0.4869205951690674,0.5054649710655212
