pairid,argid,propid_to,propid_from,text_to,text_from,relation,sa_conf_npvp,sa_cons_npvp
01204_1#01204_1_13,01204,01204_1,01204_1_13,The US should maintain landmines in the KDZ b/w North and South Korea.,Korea is the sole exception requested by US to mine ban.,-1,0.6993018558035616,0.8420356239881399
01204_1#01204_1_14,01204,01204_1,01204_1_14,The US should maintain landmines in the KDZ b/w North and South Korea.,Mines in DMZ controlled by S. Korea; unaffected by US joining.,1,0.7654766111814632,0.07116330854767645
01204_1#01204_1_15,01204,01204_1,01204_1_15,The US should maintain landmines in the KDZ b/w North and South Korea.,North Koreans will think twice,-1,0.6096480779992857,0.03085929569261223
01204_1#01204_1_16,01204,01204_1,01204_1_16,The US should maintain landmines in the KDZ b/w North and South Korea.,S. Korea military superior to N. Korea; mines unnecessary.,1,0.9052104078696082,0.015177417155625858
01204_1#01204_1_17,01204,01204_1,01204_1_17,The US should maintain landmines in the KDZ b/w North and South Korea.,Landmines in Korea would force attackers into vulnerable territory.,-1,0.8065121908095839,0.04577918319131507
01204_1#01204_1_2,01204,01204_1,01204_1_2,The US should maintain landmines in the KDZ b/w North and South Korea.,"Landmines in Korea would slow down invasion, thin enemy ranks.",-1,0.8818274745965499,0.2549646646603243
01204_1#01204_1_3,01204,01204_1,01204_1_3,The US should maintain landmines in the KDZ b/w North and South Korea.,North Koreas tunnel network under DMZ undermines landmines.,1,0.9756262450509046,0.006186782010243929
01204_1#01204_1_4,01204,01204_1,01204_1_4,The US should maintain landmines in the KDZ b/w North and South Korea.,Casualties in repelling N. Korean invasion would be higher w/o mines.,-1,0.12982149650727534,0.4516559348394189
01204_1#01204_1_5,01204,01204_1,01204_1_5,The US should maintain landmines in the KDZ b/w North and South Korea.,Deterrence prevents North Korea from invading South Korea (not mines),1,0.7656267810939393,0.030217564749476768
01204_1#01204_1_6,01204,01204_1,01204_1_6,The US should maintain landmines in the KDZ b/w North and South Korea.,Landmines in the Korean DMZ do not threaten civilians,-1,0.9409846823054355,0.026388247074520983
01204_1#01204_1_7,01204,01204_1,01204_1_7,The US should maintain landmines in the KDZ b/w North and South Korea.,Defending against North Korean blitzkrieg requires landmines,-1,0.529833565578292,0.9778983588312374
01204_1#01204_1_8,01204,01204_1,01204_1_8,The US should maintain landmines in the KDZ b/w North and South Korea.,Landmines are not protecting US troops as first line of defense.,1,0.9753687096004678,0.11747656684838904
01204_1#01204_1_9,01204,01204_1,01204_1_9,The US should maintain landmines in the KDZ b/w North and South Korea.,Mines are not essential to deterring N. Koreans.,1,0.8976896129593431,0.004119623989921721
01208_5#01208_5_1,01208,01208_5,01208_5_1,UN should prioritize poverty over climate change.,"Media attention is irrelevant to UN priorities on climate change, poverty.",-1,0.7958428077093259,0.8730233717745026
01208_5#01208_5_2,01208,01208_5,01208_5_2,UN should prioritize poverty over climate change.,Western media gives poverty too little attention vs climate,1,0.20082425419896063,0.8731499533922096
01208_5#01208_5_3,01208,01208_5,01208_5_3,UN should prioritize poverty over climate change.,Media is giving appropriate weight to climate change.,-1,0.08543816271417894,0.5228800990827334
01236_7#01236_7_1,01236,01236_7,01236_7_1,Birthright citizenship should be granted to children of illegal immigrants.,Birthright citizenship is offensive to legitimate immigrants.,-1,0.003532847069691089,0.9699048721248947
01236_7#01236_7_2,01236,01236_7,01236_7_2,Birthright citizenship should be granted to children of illegal immigrants.,"14th amendment has great legacy; don""t change it to end birthright",1,0.9424604577217128,0.6683496904504936
01236_7#01236_7_3,01236,01236_7,01236_7_3,Birthright citizenship should be granted to children of illegal immigrants.,Citizenship is something that should be earned.,-1,0.0005096071944281923,0.9713002026905608
01236_7#01236_7_4,01236,01236_7,01236_7_4,Birthright citizenship should be granted to children of illegal immigrants.,Birthright part of American tradition of inclusiveness and assimilation,1,0.0009520859543773798,0.8004281558361006
01236_7#01236_7_5,01236,01236_7,01236_7_5,Birthright citizenship should be granted to children of illegal immigrants.,Birthright citizenship for illegals is bad loophole,-1,0.9728782240815101,0.0027992974254791195
00015_10#00015_10_1,00015,00015_10,00015_10_1,Gay marriage should be legalized.,Bible offers poor model for defining marriage,1,0.5588360816540825,0.0032799032998424805
00015_10#00015_10_10,00015,00015_10,00015_10_10,Gay marriage should be legalized.,"Religious ""rules"" apply only to those in that religion.",1,0.0005510930916894724,0.6070026489203035
00015_10#00015_10_11,00015,00015_10,00015_10_11,Gay marriage should be legalized.,Bible does not explicitly define marriage b/w man and woman,1,0.505937432469404,0.01891568939413778
00015_10#00015_10_12,00015,00015_10,00015_10_12,Gay marriage should be legalized.,Legalizing gay marriage will incite attacks on Churches,-1,0.7737109667117354,0.2016969247255654
00015_10#00015_10_13,00015,00015_10,00015_10_13,Gay marriage should be legalized.,Religious arguments are unacceptable on civil gay marriages,1,0.9586207046189166,0.6576872654002948
00015_10#00015_10_14,00015,00015_10,00015_10_14,Gay marriage should be legalized.,"Gay marriage is a civil, not religious, issue",1,0.0530936002707685,0.3416686736588031
00015_10#00015_10_15,00015,00015_10,00015_10_15,Gay marriage should be legalized.,"Laws are divinely inspired, depend on Gods def of marriage",-1,0.0019152728215149127,0.841141073530646
00015_10#00015_10_16,00015,00015_10,00015_10_16,Gay marriage should be legalized.,Churches should not have to offer gay marriage.,-1,0.9849849388086461,0.0017134400567198635
00015_10#00015_10_2,00015,00015_10,00015_10_2,Gay marriage should be legalized.,"Civil gay marriage doesn""t limit Church rights to refuse marriages",1,0.8353411999292981,0.5503400966967161
00015_10#00015_10_3,00015,00015_10,00015_10_3,Gay marriage should be legalized.,Religious cases that marriage is between a man and woman,-1,0.002944470335997354,0.33807208503827146
00015_10#00015_10_7,00015,00015_10,00015_10_7,Gay marriage should be legalized.,The Catholic Church opposes gay marriage,-1,0.9072478122054451,0.013585294692506683
00015_10#00015_10_9,00015,00015_10,00015_10_9,Gay marriage should be legalized.,Many faith groups welcome gay marriage,1,0.0013973468186815672,0.9629909653882445
00038_6#00038_6_1,00038,00038_6,00038_6_1,The US should create a public insurance option and hybrid public-private health care system.,Costs of Medicare/Medicaid show public insurance waste,-1,0.5913580674150777,0.0005918555583479046
00038_6#00038_6_2,00038,00038_6,00038_6_2,The US should create a public insurance option and hybrid public-private health care system.,Medicare and public insurance fail to provide good fraud protection,-1,0.9519564348611326,0.0005734476355824196
00038_6#00038_6_3,00038,00038_6,00038_6_3,The US should create a public insurance option and hybrid public-private health care system.,"Medicare out-performs private insurance, is a model for public insurance",1,0.001624961674368448,0.6436613681825516
00040_3#00040_3_1,00040,00040_3,00040_3_1,Muslim burqa and niqab should be banned.,Burqas can lead to rickets for babies of burqa wearers,1,0.9244866047183834,0.9661286124541802
00040_3#00040_3_2,00040,00040_3,00040_3_2,Muslim burqa and niqab should be banned.,Burqa ban violates rights of women to their own body.,-1,0.9139249259384655,0.9635469020772084
00040_3#00040_3_3,00040,00040_3,00040_3_3,Muslim burqa and niqab should be banned.,Burqa prevents women from absorbing adequate sunlight,1,0.20259363423193427,0.9769024876281059
00042_24#00042_24_1,00042,00042_24,00042_24_1,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",An early withdrawal could turn Iraq into another Cambodia.,-1,0.8913720069757076,0.9490389671351056
00042_24#00042_24_2,00042,00042_24,00042_24_2,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",Withdrawing from Iraq despite risks of genocide would further desensitize world,-1,0.901007381419596,0.8559573687299232
00042_24#00042_24_3,00042,00042_24,00042_24_3,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",An early withdrawal from Iraq would result in a Shiite genocide of Sunnis.,-1,0.9821098795847186,0.7919942540154468
00042_24#00042_24_4,00042,00042_24,00042_24_4,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",Genocide is occurring in Iraq regardless of US withdrawal,1,0.9106911643990538,0.8651021543836218
00042_24#00042_24_5,00042,00042_24,00042_24_5,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.","Genocide won""t occur in Iraq, where factions are evenly armed",1,0.8270602909543021,0.8836499543710474
00066_1#00066_1_1,00066,00066_1,00066_1_1,The UN should prioritize poverty over climate change.,Fighting climate change meets more resistance than poverty.,1,0.8969978154330649,0.881455184829799
00066_1#00066_1_2,00066,00066_1,00066_1_2,The UN should prioritize poverty over climate change.,Popular momentum favors addressing climate change over poverty.,-1,0.4048321947807936,0.9720557604702169
00066_1#00066_1_3,00066,00066_1,00066_1_3,The UN should prioritize poverty over climate change.,Green industry addresses climate change and creates jobs for poor,-1,0.15478447895122988,0.6967739969794216
00066_1#00066_1_4,00066,00066_1,00066_1_4,The UN should prioritize poverty over climate change.,Big-business resistance to addressing climate change should be ignored.,-1,0.5945246313087603,0.1713111413215171
00066_1#00066_1_5,00066,00066_1,00066_1_5,The UN should prioritize poverty over climate change.,UN climate goals are politically impossible in poor countries.,1,0.8159327432698746,0.8071128441736863
00166_5#00166_5_1,00166,00166_5,00166_5_1,Hydrogen vehicles should be a major part of strategies to fight global warming.,Alternatives to hydrogen exist to lower foreign oil dependencies.,-1,0.3658716987931412,0.544386257008129
00166_5#00166_5_2,00166,00166_5,00166_5_2,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen can decrease tensions over oil and promote peace,1,0.009475224565188248,0.8378307336747821
00166_5#00166_5_3,00166,00166_5,00166_5_3,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen cars will help end foreign oil dependencies,1,0.019806725719548293,0.9631635861647172
00166_5#00166_5_4,00166,00166_5,00166_5_4,Hydrogen vehicles should be a major part of strategies to fight global warming.,"Uneconomical hydrogen cars can""t lower foreign dependencies.",-1,0.9638732058888783,0.01081734853085535
00202_5#00202_5_1,00202,00202_5,00202_5_1,Mandatory voting is a good idea.,Mandatory voting exists in over 30 countries.,1,0.0016055489539536065,0.6529801624335381
00202_5#00202_5_2,00202,00202_5,00202_5_2,Mandatory voting is a good idea.,Mandatory voting has been succesful in Australia.,1,0.9754597981767927,0.012001828567568647
00202_5#00202_5_3,00202,00202_5,00202_5_3,Mandatory voting is a good idea.,Mandatory voting is cheaper in less populated countries,-1,0.0014515752021370392,0.9881519625016675
00245_10#00245_10_1,00245,00245_10,00245_10_1,The US Guantanamo Bay detention center is justified. It should not be closed.,"US trials of detainees exposes intelligence, weakens security",1,0.0017417839515925825,0.6777750906339386
00245_10#00245_10_2,00245,00245_10,00245_10_2,The US Guantanamo Bay detention center is justified. It should not be closed.,Trying detainees in US courts would compromise sources,1,0.02124668627777377,0.00011733030773128814
00245_10#00245_10_3,00245,00245_10,00245_10_3,The US Guantanamo Bay detention center is justified. It should not be closed.,US courts have rules for classified info in terror cases,-1,0.008676618414477665,0.001997726316929591
00285_29#00285_29_1,00285,00285_29,00285_29_1,You should belong to the Democratic rather than Republican party.,"Dems focus on regulating businesses, protecting consumers",1,0.0009462186107287501,0.09755442414548197
00285_29#00285_29_10,00285,00285_29,00285_29_10,You should belong to the Democratic rather than Republican party.,Republicans believe the best govt governs the least,-1,0.054202636393318265,0.024509911653204278
00285_29#00285_29_11,00285,00285_29,00285_29_11,You should belong to the Democratic rather than Republican party.,Difference between disliking party policies and govt,1,0.04337055461297681,0.002315175396439809
00285_29#00285_29_12,00285,00285_29,00285_29_12,You should belong to the Democratic rather than Republican party.,Dems believe in bigger govt at federal and state level,1,0.0006719972052910144,0.05990113445619104
00285_29#00285_29_13,00285,00285_29,00285_29_13,You should belong to the Democratic rather than Republican party.,Republican de-regulation jeopardizes citizens and consumers,1,0.06817968392931548,0.0006849886830522131
00285_29#00285_29_14,00285,00285_29,00285_29_14,You should belong to the Democratic rather than Republican party.,Govt makes longer-term investments than free markets,1,0.0004854521640664759,0.04673081650811269
00285_29#00285_29_15,00285,00285_29,00285_29_15,You should belong to the Democratic rather than Republican party.,"Republicans radically advocate eliminating key regs, progs, depts",1,0.0854418582805173,0.01691725444183582
00285_29#00285_29_16,00285,00285_29,00285_29_16,You should belong to the Democratic rather than Republican party.,Robust government has been an amazing force for good,1,0.0002704843466711167,0.027828227406131018
00285_29#00285_29_17,00285,00285_29,00285_29_17,You should belong to the Democratic rather than Republican party.,Strong govt programs are more popular than Reps allege,1,0.006557030929925129,0.09672259297064277
00285_29#00285_29_2,00285,00285_29,00285_29_2,You should belong to the Democratic rather than Republican party.,Government waste is much smaller than Republicans allege,1,0.08797070358564207,0.0012727020806788795
00285_29#00285_29_3,00285,00285_29,00285_29_3,You should belong to the Democratic rather than Republican party.,Govt is often only thing big enough to take on biggest challenges,1,0.0018482992005366865,0.16070254696221808
00285_29#00285_29_4,00285,00285_29,00285_29_4,You should belong to the Democratic rather than Republican party.,Difference between disliking waste and disliking government,1,0.4775641871251312,0.0016680964301208254
00285_29#00285_29_5,00285,00285_29,00285_29_5,You should belong to the Democratic rather than Republican party.,Republicans are too suspicious and critical of government,1,0.1015988944404875,0.1968827301429363
00285_29#00285_29_6,00285,00285_29,00285_29_6,You should belong to the Democratic rather than Republican party.,"Govt cuts cause layoffs, degraded bridges, closed libraries etc",1,0.10532050323687979,0.02772797452493709
00285_29#00285_29_7,00285,00285_29,00285_29_7,You should belong to the Democratic rather than Republican party.,"Govt of, by, for the people is still a burden on people.",-1,0.4068327904896515,0.009474128615976287
00285_29#00285_29_8,00285,00285_29,00285_29_8,You should belong to the Democratic rather than Republican party.,"Reps believe govt should only do things citizens/comps can""t",-1,0.04790160983526716,0.031723955875207974
00285_29#00285_29_9,00285,00285_29,00285_29_9,You should belong to the Democratic rather than Republican party.,Big govt means more special interests in govt,-1,0.0006232026773032659,0.06506522078270295
00447_6#00447_6_1,00447,00447_6,00447_6_1,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.",Gays that keep personal lives private are compatible with military,1,0.014875988850286785,0.6054414455391238
00447_6#00447_6_2,00447,00447_6,00447_6_2,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","Troops should be judged on ability, not sexual orientation",1,0.008239123801957533,0.3616561736279951
00447_6#00447_6_3,00447,00447_6,00447_6_3,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.",Homosexuality is incompatible with military culture and service,-1,0.02451894234755534,0.0010871451191574147
00447_6#00447_6_4,00447,00447_6,00447_6_4,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.",Gay troops have served with distinction and honor,1,0.007235688261930046,0.7685896852341373
00479_1#00479_1_1,00479,00479_1,00479_1_1,Incest between consenting adults should be legal.,"Inbreeding is unsustainable for society, so is bad law.",-1,0.9368639169582952,0.003828887455030887
00479_1#00479_1_2,00479,00479_1,00479_1_2,Incest between consenting adults should be legal.,Legal incest affords existing couples better treatment/aid.,1,0.0033986770374550977,0.9717941706760583
00479_1#00479_1_3,00479,00479_1,00479_1_3,Incest between consenting adults should be legal.,Incestuous minority deserves protections.,1,0.0027811753261510557,0.9874424119124156
00480_5#00480_5_1,00480,00480_5,00480_5_1,The Israeli security wall/barrier should be taken down.,The security wall hinders the everyday activities of Palestinians:,1,0.004446041279593904,0.9210814902189489
00480_5#00480_5_2,00480,00480_5,00480_5_2,The Israeli security wall/barrier should be taken down.,"In time, entry systems will become more routine across the Israeli-Palestinian security border:",-1,0.062377702551639914,0.016914815924317383
00480_5#00480_5_3,00480,00480_5,00480_5_3,The Israeli security wall/barrier should be taken down.,The security barrier reduces violence and tensions and subsequently reduces the need for heavy handed and often violent Israeli responses:,-1,0.8481678130887815,0.0075786070147348325
00521_2#00521_2_1,00521,00521_2,00521_2_1,Corn ethanol should be emphasized in the fight against global warming.,Ethanol is a means to reducing foreign oil dependencies,1,0.1107490125566811,0.36320768536373926
00521_2#00521_2_2,00521,00521_2,00521_2_2,Corn ethanol should be emphasized in the fight against global warming.,Corn ethanol is merely a part of the equation in replacing oil.,1,0.37849538634637947,0.25569775692761665
00521_2#00521_2_3,00521,00521_2,00521_2_3,Corn ethanol should be emphasized in the fight against global warming.,Corn ethanol is a good local replacement for oil,1,0.009913784857430047,0.9352253575386474
00521_2#00521_2_4,00521,00521_2,00521_2_4,Corn ethanol should be emphasized in the fight against global warming.,Corn ethanol production is becoming more efficient relative to gasoline,1,0.0033344003254493905,0.9555944510963958
00521_2#00521_2_5,00521,00521_2,00521_2_5,Corn ethanol should be emphasized in the fight against global warming.,Corn ethanol production demands too much oil to lower oil dependencies,-1,0.9643396666145825,0.7821043432721697
00521_2#00521_2_6,00521,00521_2,00521_2_6,Corn ethanol should be emphasized in the fight against global warming.,Corn ethanol will not be a significant substitute for oil,-1,0.952045676351907,0.006028960665604172
00549_11#00549_11_1,00549,00549_11,00549_11_1,The United Kingdom should hand over the Falkland Islands to Argentina.,Only tenuous evidence that Magellan discovered Malvinas,-1,0.025978958078820266,0.008465632316213782
00549_11#00549_11_2,00549,00549_11,00549_11_2,The United Kingdom should hand over the Falkland Islands to Argentina.,A few notable dates :,1,0.000945452957198715,0.0008125219991195496
00549_11#00549_11_3,00549,00549_11,00549_11_3,The United Kingdom should hand over the Falkland Islands to Argentina.,Spanish explorer Megellan was first to discover Malvinas,1,0.01521360255698358,0.003280176133974308
00549_11#00549_11_4,00549,00549_11,00549_11_4,The United Kingdom should hand over the Falkland Islands to Argentina.,British explorers were the first to discover the Islands,-1,0.029957393305624424,0.018406436163112862
00549_9#00549_9_1,00549,00549_9,00549_9_1,The United Kingdom should hand over the Falkland Islands to Argentina.,Brits now dominate the Malvinas; self-determination cannot apply,1,0.2143538821182975,0.2604882251036948
00549_9#00549_9_10,00549,00549_9,00549_9_10,The United Kingdom should hand over the Falkland Islands to Argentina.,Argentina inspired a poll on the islands in 1994,-1,0.018154926567045114,0.00924315812042674
00549_9#00549_9_11,00549,00549_9,00549_9_11,The United Kingdom should hand over the Falkland Islands to Argentina.,Falkland Islands adopted a motion to remain British in 1977.,-1,0.05937233529031523,0.0595216873390915
00549_9#00549_9_12,00549,00549_9,00549_9_12,The United Kingdom should hand over the Falkland Islands to Argentina.,Argentinas historical and territorial/geographical claims to the islands are spurious.,1,0.08323192490006404,0.6004844435761174
00549_9#00549_9_13,00549,00549_9,00549_9_13,The United Kingdom should hand over the Falkland Islands to Argentina.,"Britain expelled the military garrison in 1833, but did not expel the colony.",-1,0.2556165596094919,0.2937528568467497
00549_9#00549_9_14,00549,00549_9,00549_9_14,The United Kingdom should hand over the Falkland Islands to Argentina.,Rights to self-determination not limited to aboriginal peoples.,-1,0.0006137199903651985,0.002078197216865838
00549_9#00549_9_2,00549,00549_9,00549_9_2,The United Kingdom should hand over the Falkland Islands to Argentina.,Between 1850 and 1941 there was just one isolated protest to the British over the islands sovereignty in 1888,-1,0.026492808231994645,0.15484063146447463
00549_9#00549_9_3,00549,00549_9,00549_9_3,The United Kingdom should hand over the Falkland Islands to Argentina.,Argentina can claim Malvinas and uphold the way of life of inhabitants.,1,0.40369154661478124,0.8757114197725913
00549_9#00549_9_4,00549,00549_9,00549_9_4,The United Kingdom should hand over the Falkland Islands to Argentina.,"The Argentine population were not expelled, just the military personnel",-1,0.07288943782442855,0.24469859668568547
00549_9#00549_9_5,00549,00549_9,00549_9_5,The United Kingdom should hand over the Falkland Islands to Argentina.,"The Argentine government conquered land from the native peoples in South America years after the British re-establishment, prompting hypocrisy",-1,0.5648641024891476,0.4507268009489552
00549_9#00549_9_6,00549,00549_9,00549_9_6,The United Kingdom should hand over the Falkland Islands to Argentina.,Falkland Islanders have a right to self-determination,-1,0.7834574590786526,0.8783826363774055
00549_9#00549_9_7,00549,00549_9,00549_9_7,The United Kingdom should hand over the Falkland Islands to Argentina.,The vast majority of Falkland Islanders want to remain British.,-1,0.5903742138055058,0.4231316598332558
00549_9#00549_9_8,00549,00549_9,00549_9_8,The United Kingdom should hand over the Falkland Islands to Argentina.,Spains prerogative to complain about Britains actions in 1833 not Argentinas.,-1,0.3131503395824236,0.3123676182524811
00549_9#00549_9_9,00549,00549_9,00549_9_9,The United Kingdom should hand over the Falkland Islands to Argentina.,Argentinas allegations are unproven in an international tribunal,-1,0.3932171506898218,0.3617347384292585
00574_5#00574_5_1,00574,00574_5,00574_5_1,The US Congress should pass the Employee Free Choice Act.,"Too many workers want to unionize but can""t currently",1,0.10938559482267231,0.0012069973058275562
00574_5#00574_5_2,00574,00574_5,00574_5_2,The US Congress should pass the Employee Free Choice Act.,"EFCA reforms a broken, undemocratic, and unfair US union system",1,0.012393243268430509,0.019998071791049992
00574_5#00574_5_3,00574,00574_5,00574_5_3,The US Congress should pass the Employee Free Choice Act.,Unions are dwindling because few workers care to join,-1,0.1459031611414212,0.0014672311661485758
00574_5#00574_5_4,00574,00574_5,00574_5_4,The US Congress should pass the Employee Free Choice Act.,Employee Free Choice Act responds to worsening conditions for workers,1,0.010508485091598466,0.963153511273339
00574_5#00574_5_5,00574,00574_5,00574_5_5,The US Congress should pass the Employee Free Choice Act.,EFCA is biased toward increasing unions and their power,-1,0.06185295403871468,0.008668461700763113
00670_5#00670_5_1,00670,00670_5,00670_5_1,It is right for Governments to restrict freedom of speech.,"Irrespective of its US provenance, we recognise that ""the most stringent protection of free speech would not protect a man in falsely shouting fire in a theatre and causing a panic.""",1,0.963654018791948,0.7320750194683066
00670_5#00670_5_2,00670,00670_5,00670_5_2,It is right for Governments to restrict freedom of speech.,The ends justifying the means is a common pit-fall of allowing governments to suppress freedom of speech.,-1,0.9938932600702162,0.9715043700001141
00670_5#00670_5_3,00670,00670_5,00670_5_3,It is right for Governments to restrict freedom of speech.,Government must protect its citizens from foreign enemies and internal enemies.,1,0.6933117995910273,0.4552622256541138
00735_7#00735_7_1,00735,00735_7,00735_7_1,The estate tax should be permanently repealed.,Warren Buffet,-1,2.235588148559163e-05,2.545817254723944e-05
00735_7#00735_7_10,00735,00735_7,00735_7_10,The estate tax should be permanently repealed.,Martin Feldstein,1,1.3734306308498326e-06,1.9139854230204296e-06
00735_7#00735_7_11,00735,00735_7,00735_7_11,The estate tax should be permanently repealed.,Gary Becker,1,5.490835467563568e-07,6.02843719379407e-07
00735_7#00735_7_12,00735,00735_7,00735_7_12,The estate tax should be permanently repealed.,Small business owners:,1,0.00012037781971616344,4.3349582474972736e-05
00735_7#00735_7_13,00735,00735_7,00735_7_13,The estate tax should be permanently repealed.,OMB Watch,-1,3.658554534438739e-06,5.007095652386436e-06
00735_7#00735_7_14,00735,00735_7,00735_7_14,The estate tax should be permanently repealed.,"Book ""Death By A Thousand Cuts"", by Michael Graetz and Yale political scientist Ian Shapiro chronicles the estate tax repeal movement.",1,0.33605498589029403,0.05641998871404334
00735_7#00735_7_15,00735,00735_7,00735_7_15,The estate tax should be permanently repealed.,Prominent economists in support of banning the estate tax:,1,0.08131263934053248,0.9117363490461069
00735_7#00735_7_2,00735,00735_7,00735_7_2,The estate tax should be permanently repealed.,Heirs to the Mars Inc. fortune joined in 1992 with a number of other wealthy families,1,0.005599360216371398,0.0006031150060810572
00735_7#00735_7_3,00735,00735_7,00735_7_3,The estate tax should be permanently repealed.,"Bill Gates, Sr.",-1,0.0002246791907038082,0.0001836215240673701
00735_7#00735_7_5,00735,00735_7,00735_7_5,The estate tax should be permanently repealed.,Jeff Miron,1,4.615856806434581e-07,6.225624068710693e-07
00735_7#00735_7_6,00735,00735_7,00735_7_6,The estate tax should be permanently repealed.,Ed Prescott,1,2.7887982314762984e-06,3.1384676104331008e-06
00735_7#00735_7_8,00735,00735_7,00735_7_8,The estate tax should be permanently repealed.,Farmers:,1,0.00028449164527644745,2.6257904607242235e-05
00735_7#00735_7_9,00735,00735_7,00735_7_9,The estate tax should be permanently repealed.,American Family Business Institute,1,1.0998455939598066e-05,4.107813732798729e-06
00771_8#00771_8_1,00771,00771_8,00771_8_1,Developed countries have a higher obligation to combat climate change.,"Going ""green"" in developed nations is not burden, but opportunity.",1,0.3007939001692059,0.7118516464455827
00771_8#00771_8_2,00771,00771_8,00771_8_2,Developed countries have a higher obligation to combat climate change.,Developing states want lower standards for economic advantage,-1,0.044849248640700355,0.18332167996185797
00771_8#00771_8_3,00771,00771_8,00771_8_3,Developed countries have a higher obligation to combat climate change.,Developed nations create demand that propels developing states.,-1,0.005302161421851006,0.8053018187408487
00771_8#00771_8_4,00771,00771_8,00771_8_4,Developed countries have a higher obligation to combat climate change.,States should contribute equally to combating climate change.,-1,0.09414294359497664,0.9904318493232365
00771_8#00771_8_5,00771,00771_8,00771_8_5,Developed countries have a higher obligation to combat climate change.,Developing nations need room to develop without emission restrictions.,1,0.020300647496161298,0.85923565724841
00813_3#00813_3_1,00813,00813_3,00813_3_1,The Commonwealth should be abolished.,Failure to currently fulfill high ideals does not invalidate an organization which actively seeks to strive towards and enforce them:,-1,0.49345377847844035,0.6740022132886242
00813_3#00813_3_2,00813,00813_3,00813_3_2,The Commonwealth should be abolished.,The Commonwealth professes high ideas but fails to live up to them:,1,0.009722518880347095,0.9338458021572574
00813_3#00813_3_3,00813,00813_3,00813_3_3,The Commonwealth should be abolished.,The Commonwealth is a sham as its members always pursue their own self-interest when it conflicts with Commonwealth solidarity.,1,0.013190275748520478,0.9639990390264227
00813_3#00813_3_4,00813,00813_3,00813_3_4,The Commonwealth should be abolished.,The Commonwealth is not intended to be an active enforcement body:,-1,0.00990124471929005,0.9526067707268239
00813_3#00813_3_5,00813,00813_3,00813_3_5,The Commonwealth should be abolished.,The Commonwealth is ineffectual.,1,0.010099358000567271,0.9674332950601842
00829_6#00829_6_1,00829,00829_6,00829_6_1,Governments should bailout journalism.,Founding Fathers envisioned government fostering journalism,1,0.06447393024069352,0.015671286235130345
00829_6#00829_6_2,00829,00829_6,00829_6_2,Governments should bailout journalism.,Government subsidizes many things; subsidize journalism too,1,0.027213708970137074,0.050415365769871726
00829_6#00829_6_3,00829,00829_6,00829_6_3,Governments should bailout journalism.,Government subsidization of journalism would not be expensive.,1,0.6872358740415693,0.23385705129203457
00829_6#00829_6_4,00829,00829_6,00829_6_4,Governments should bailout journalism.,Leaving journalism to the markets risks degrading the trade,1,0.4332298597298243,0.3548186490261951
00829_6#00829_6_5,00829,00829_6,00829_6_5,Governments should bailout journalism.,Subsidization is needed to restore journalism to competitiveness.,1,0.22237941694421606,0.2717888848786393
00829_6#00829_6_6,00829,00829_6,00829_6_6,Governments should bailout journalism.,Government should not preserve newspapers that fail in markets,-1,0.16013271967104328,0.9302887244580753
00829_6#00829_6_7,00829,00829_6,00829_6_7,Governments should bailout journalism.,Government should not bailout journalism in the face of competition.,-1,0.15977861189218445,0.9278930817141884
00829_6#00829_6_8,00829,00829_6,00829_6_8,Governments should bailout journalism.,"Subsidization keeps journalists in work, stimulates economy.",1,0.22145496235701018,0.2706304901455037
00829_6#00829_6_9,00829,00829_6,00829_6_9,Governments should bailout journalism.,Journalism can monetize demand without government bailout,-1,0.005444796381670321,0.007816983056177907
00853_6#00853_6_1,00853,00853_6,00853_6_1,Bosnian Serb Republika Srpska should secede from Bosnia and Herzegovina.,Republika Srpska has a right to self-determination by referendum,1,0.9234946796679804,0.9120275489525312
00853_6#00853_6_2,00853,00853_6,00853_6_2,Bosnian Serb Republika Srpska should secede from Bosnia and Herzegovina.,Kosovo was a victim of state aggression while Republika Srpska was not,-1,0.7842720204635012,0.7942594396180389
00853_6#00853_6_3,00853,00853_6,00853_6_3,Bosnian Serb Republika Srpska should secede from Bosnia and Herzegovina.,Republika Srpska does not fit criteria for statehood like Kosovo,-1,0.9606781164668046,0.9727099169430055
00853_6#00853_6_4,00853,00853_6,00853_6_4,Bosnian Serb Republika Srpska should secede from Bosnia and Herzegovina.,Kosovo independence set precedent for Republika Rrpska secession,1,0.9149384715289388,0.9779640068203447
00867_5#00867_5_1,00867,00867_5,00867_5_1,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,AIG and free markets cannot be relied upon,-1,0.0029728518332493258,0.08919504160607963
