pairid,argid,propid_to,propid_from,text_to,text_from,relation
00397_1#00397_1_5,00397,00397_1,00397_1_5,This House believes that Facebook does more harm than good.,Not all information is disclosed voluntarily.,1
00397_1#00397_1_6,00397,00397_1,00397_1_6,This House believes that Facebook does more harm than good.,Public information has a moderating effect on individuals.,-1
00397_1#00397_1_7,00397,00397_1,00397_1_7,This House believes that Facebook does more harm than good.,Facebook news feeds generally makes people feel exposed and invaded:,1
00461_1#00461_1_1,00461,00461_1,00461_1_1,Evolution is fact rather than fiction.,"Far from undermining so-called Darwinism, the Duck-Billed Platypus is emphatic evidence in support of it.",1
00461_1#00461_1_2,00461,00461_1,00461_1_2,Evolution is fact rather than fiction.,The Duck- billed platypus is an excellent example of a living creature which completely undermines Darwinism.,-1
00461_1#00461_1_3,00461,00461_1,00461_1_3,Evolution is fact rather than fiction.,Another thought provoker for evolutionists is the development of human languages.,-1
00519_6#00519_6_1,00519,00519_6,00519_6_1,Hillary Clinton is the better candidate than Barack Obama.,Hillarys universal health care plan is too expensive.,-1
00519_6#00519_6_2,00519,00519_6,00519_6_2,Hillary Clinton is the better candidate than Barack Obama.,Obamas health care plan is more achievable compared to Hillarys plan.,-1
00519_6#00519_6_3,00519,00519_6,00519_6_3,Hillary Clinton is the better candidate than Barack Obama.,Clintons health care plan is truly universal.,1
00519_6#00519_6_4,00519,00519_6,00519_6_4,Hillary Clinton is the better candidate than Barack Obama.,"Hillarys health care plan has unenforceable, unpolitical mandates.",-1
00519_6#00519_6_5,00519,00519_6,00519_6_5,Hillary Clinton is the better candidate than Barack Obama.,"Democrats shouldn""t compromise on universal health care.",1
00586_6#00586_6_1,00586,00586_6,00586_6_1,Abstinence-only education is a better idea than comprehensive sex education.,Condoms are not very effective at protecting against STDs,1
00586_6#00586_6_2,00586,00586_6,00586_6_2,Abstinence-only education is a better idea than comprehensive sex education.,Comprehensive sex-ed does not reduce STDs in teens,1
00586_6#00586_6_3,00586,00586_6,00586_6_3,Abstinence-only education is a better idea than comprehensive sex education.,"Improper use of condoms is to blame for ""ineffectiveness"" of condoms.",-1
00586_6#00586_6_4,00586,00586_6,00586_6_4,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only does not help decrease HIV infection rates,-1
00586_6#00586_6_5,00586,00586_6,00586_6_5,Abstinence-only education is a better idea than comprehensive sex education.,"Abstinence-only discourages condom-use, increases risks",-1
00586_6#00586_6_6,00586,00586_6,00586_6_6,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only correctly responds to an epidemic of STDs,1
00586_6#00586_6_7,00586,00586_6,00586_6_7,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only provides some info on STDs and contraception,1
00607_14#00607_14_1,00607,00607_14,00607_14_1,Who is the better candidate for the US Presidency?,Obama can help clean up economic mess Bush created,-1
00607_14#00607_14_2,00607,00607_14,00607_14_2,Who is the better candidate for the US Presidency?,McCain offers the right kind of change,1
00607_14#00607_14_3,00607,00607_14,00607_14_3,Who is the better candidate for the US Presidency?,McCain will fight corruption and clean-up Washington,1
00607_14#00607_14_4,00607,00607_14,00607_14_4,Who is the better candidate for the US Presidency?,Obama is a break from a Republican administration.,-1
00607_14#00607_14_5,00607,00607_14,00607_14_5,Who is the better candidate for the US Presidency?,McCain offers four more years of Bushs failed policies,-1
00607_14#00607_14_6,00607,00607_14,00607_14_6,Who is the better candidate for the US Presidency?,Only McCain has actually made change happen,1
00607_14#00607_14_7,00607,00607_14,00607_14_7,Who is the better candidate for the US Presidency?,McCain is not George W. Bush.,1
00695_4#00695_4_6,00695,00695_4,00695_4_6,The death penalty is justified.,Any discrimination in capital punishment cases can be corrected,1
00695_4#00695_4_7,00695,00695_4,00695_4_7,The death penalty is justified.,Race is not a significant factor in capital punishment cases,1
00695_4#00695_4_8,00695,00695_4,00695_4_8,The death penalty is justified.,The death penalty is often motivated by discrimination,-1
00695_4#00695_4_9,00695,00695_4,00695_4_9,The death penalty is justified.,The poor are unfairly vulnerable to capital punishment,-1
00791_1#00791_1_1,00791,00791_1,00791_1_1,Atheism is a sound (un)religious philosophy in the modern world.,Religious Dogma provides a Haven for Social Ignorance.,1
00791_1#00791_1_10,00791,00791_1,00791_1_10,Atheism is a sound (un)religious philosophy in the modern world.,People who believe in God do not do so because they want to be lazy.,-1
00791_1#00791_1_2,00791,00791_1,00791_1_2,Atheism is a sound (un)religious philosophy in the modern world.,We no longer need God.,1
00791_1#00791_1_3,00791,00791_1,00791_1_3,Atheism is a sound (un)religious philosophy in the modern world.,"Regarding the atheists premise If you believe in God, then you reject reason.",-1
00791_1#00791_1_4,00791,00791_1,00791_1_4,Atheism is a sound (un)religious philosophy in the modern world.,Religion gives people something outside of themselves to live for.,-1
00791_1#00791_1_5,00791,00791_1,00791_1_5,Atheism is a sound (un)religious philosophy in the modern world.,Reality and the laws of nature are independent of man and faith.,1
00791_1#00791_1_6,00791,00791_1,00791_1_6,Atheism is a sound (un)religious philosophy in the modern world.,"If you believe in God, then you reject reason.",1
00791_1#00791_1_7,00791,00791_1,00791_1_7,Atheism is a sound (un)religious philosophy in the modern world.,All victors unfortunately believe that God is on their side.,1
00791_1#00791_1_8,00791,00791_1,00791_1_8,Atheism is a sound (un)religious philosophy in the modern world.,"Whether God exists or not, it is clear that mankind desperately needs him.",-1
00791_1#00791_1_9,00791,00791_1,00791_1_9,Atheism is a sound (un)religious philosophy in the modern world.,Religious Dogma provides a Repository for Social Wisdom,-1
00990_1#00990_1_1,00990,00990_1,00990_1_1,Carbon capture is good technology and investment.,Leakage of C02 from storage sites is a risk,-1
00990_1#00990_1_2,00990,00990_1,00990_1_2,Carbon capture is good technology and investment.,Taxpayers would be on hook for CCS leaks,-1
00990_1#00990_1_3,00990,00990_1,00990_1_3,Carbon capture is good technology and investment.,Risks of stored C02 leaking is very low,1
00990_1#00990_1_4,00990,00990_1,00990_1_4,Carbon capture is good technology and investment.,CCS passes C02-leakage problem to our children,-1
00990_1#00990_1_5,00990,00990_1,00990_1_5,Carbon capture is good technology and investment.,C02 would leak too slowly (thousands of years) to be a concern,1
00990_1#00990_1_6,00990,00990_1,00990_1_6,Carbon capture is good technology and investment.,Ocean sequestration of carbon has negative effects.,-1
00990_1#00990_1_7,00990,00990_1,00990_1_7,Carbon capture is good technology and investment.,Sequestered carbon can be stored over the long-term.,1
01012_5#01012_5_1,01012,01012_5,01012_5_1,Wikipedia is a reliable and socially beneficial resource.,Wikis fit with the idea of the web as interactive and editor-friendly.,1
01012_5#01012_5_10,01012,01012_5,01012_5_10,Wikipedia is a reliable and socially beneficial resource.,Amateur work can be improved by expert editors and professionals.,1
01012_5#01012_5_11,01012,01012_5,01012_5_11,Wikipedia is a reliable and socially beneficial resource.,Those disaffected with humanity see Wikipedia as an outlet for their vitriol,-1
01012_5#01012_5_12,01012,01012_5,01012_5_12,Wikipedia is a reliable and socially beneficial resource.,Micro-contributions can lead to incoherent and uncoordinated articles.,-1
01012_5#01012_5_13,01012,01012_5,01012_5_13,Wikipedia is a reliable and socially beneficial resource.,Wikis cannot possibly be 100% reliable if anyone can edit them.,-1
01012_5#01012_5_14,01012,01012_5,01012_5_14,Wikipedia is a reliable and socially beneficial resource.,Amateurs are capable of becoming expert editors.,1
01012_5#01012_5_15,01012,01012_5,01012_5_15,Wikipedia is a reliable and socially beneficial resource.,Pre-selecting writers of articles is not a sound model for building an encyclopedia.,1
01012_5#01012_5_2,01012,01012_5,01012_5_2,Wikipedia is a reliable and socially beneficial resource.,Wikipedias anti-elitism has damaged its quality and credibility,-1
01012_5#01012_5_3,01012,01012_5,01012_5_3,Wikipedia is a reliable and socially beneficial resource.,Many Wikipedians are experts in a niche field or local area.,1
01012_5#01012_5_4,01012,01012_5,01012_5_4,Wikipedia is a reliable and socially beneficial resource.,"Wikipedia seems to attract highly intelligent, articulate people",1
01012_5#01012_5_5,01012,01012_5,01012_5_5,Wikipedia is a reliable and socially beneficial resource.,Other encyclopedia articles are written merely by professional writers (not experts).,1
01012_5#01012_5_6,01012,01012_5,01012_5_6,Wikipedia is a reliable and socially beneficial resource.,Wikipedias collectivism produces mediocre information,-1
01012_5#01012_5_7,01012,01012_5,01012_5_7,Wikipedia is a reliable and socially beneficial resource.,Many of Wikipedias editors are experts or professionals in the field of coverage.,1
01012_5#01012_5_8,01012,01012_5,01012_5_8,Wikipedia is a reliable and socially beneficial resource.,Wikipedias international editorial-base provides a strong world-view.,1
01012_5#01012_5_9,01012,01012_5,01012_5_9,Wikipedia is a reliable and socially beneficial resource.,Amateurs with no knowledge on a subject cannot produce quality articles.,-1
01014_5#01014_5_1,01014,01014_5,01014_5_1,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only is pushed by religious perspectives on marriage.,-1
01014_5#01014_5_2,01014,01014_5,01014_5_2,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only rightly teaches saving sex for marriage,1
01014_5#01014_5_3,01014,01014_5,01014_5_3,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only wrongly bashes all non-marital sex,-1
01045_2#01045_2_1,01045,01045_2,01045_2_1,This House believes that laughter is the best medicine.,Only conscious people can laugh,-1
01045_2#01045_2_2,01045,01045_2,01045_2_2,This House believes that laughter is the best medicine.,Laughter is renewable and sustainable,1
01045_2#01045_2_3,01045,01045_2,01045_2_3,This House believes that laughter is the best medicine.,"Anyone can laugh, (almost) anytime",1
01151_10#01151_10_1,01151,01151_10,01151_10_1,Single-payer health care is a good idea.,Universal health care is not welfare; its benefits are diverse/widespread,1
01151_10#01151_10_10,01151,01151_10,01151_10_10,Single-payer health care is a good idea.,It is a myth that the uninsured are being provided for now,1
01151_10#01151_10_11,01151,01151_10,01151_10_11,Single-payer health care is a good idea.,"The uninsurance problem should be solved by less, not more government",-1
01151_10#01151_10_2,01151,01151_10,01151_10_2,Single-payer health care is a good idea.,"If people are uninsured, thats their choice",-1
01151_10#01151_10_3,01151,01151_10,01151_10_3,Single-payer health care is a good idea.,Many uninsured can easily afford it so should not receive sympathy,-1
01151_10#01151_10_4,01151,01151_10,01151_10_4,Single-payer health care is a good idea.,Do large numbers of uninsured give cause to universal health care?,-1
01151_10#01151_10_5,01151,01151_10,01151_10_5,Single-payer health care is a good idea.,The well insured also face risks without universal health care,1
01151_10#01151_10_6,01151,01151_10,01151_10_6,Single-payer health care is a good idea.,Universal health care would amount to welfare for the uninsured.,-1
01151_10#01151_10_7,01151,01151_10,01151_10_7,Single-payer health care is a good idea.,Universal care would protect doctors/hospitals from free-loaders,1
01151_10#01151_10_8,01151,01151_10,01151_10_8,Single-payer health care is a good idea.,"Many uninsured are lazy free-loaders who don""t deserve care",-1
01151_10#01151_10_9,01151,01151_10,01151_10_9,Single-payer health care is a good idea.,"Most uninsured simply can""t afford it; its not a choice",1
01238_2#01238_2_1,01238,01238_2,01238_2_1,Concealed carry is preferred to open carry gun laws.,Element of surprise not valuable while under attack.,-1
01238_2#01238_2_2,01238,01238_2,01238_2_2,Concealed carry is preferred to open carry gun laws.,Concealed weapons buy time to draw gun.,1
01238_2#01238_2_3,01238,01238_2,01238_2_3,Concealed carry is preferred to open carry gun laws.,Concealed carry preserves element of surprise against threats,1
01238_2#01238_2_4,01238,01238_2,01238_2_4,Concealed carry is preferred to open carry gun laws.,Concealed weapons are harder to draw against attackers.,-1
00113_2#00113_2_1,00113,00113_2,00113_2_1,Natural gas is a good energy source for the 21st century.,Natural gas safety regulations are very strong,1
00113_2#00113_2_2,00113,00113_2,00113_2_2,Natural gas is a good energy source for the 21st century.,Natural gas mines have sensors and equipment to improve safety.,1
00113_2#00113_2_3,00113,00113_2,00113_2_3,Natural gas is a good energy source for the 21st century.,Natural gas leaks are a fire and explosion risk,-1
00113_2#00113_2_4,00113,00113_2,00113_2_4,Natural gas is a good energy source for the 21st century.,"Natural gas leaks tend to dissipate, reducing risks.",1
00113_2#00113_2_5,00113,00113_2,00113_2_5,Natural gas is a good energy source for the 21st century.,Natural gas is less flammable and explosive than other fuels,1
00113_2#00113_2_6,00113,00113_2,00113_2_6,Natural gas is a good energy source for the 21st century.,Odorless natural gas can escape detection risking fire/explosion.,-1
00113_2#00113_2_7,00113,00113_2,00113_2_7,Natural gas is a good energy source for the 21st century.,Natural gas has a strong record of safety,1
00138_1#00138_1_1,00138,00138_1,00138_1_1,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel has a right to determine how best to uphold its security.,1
00138_1#00138_1_10,00138,00138_1,00138_1_10,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel cannot destroy Hamas and end rocket attacks by force,-1
00138_1#00138_1_11,00138,00138_1,00138_1_11,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israeli assault on Hamas upholds liberty globally,1
00138_1#00138_1_12,00138,00138_1,00138_1_12,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Military strikes in Gaza re-establish Israeli deterrence,1
00138_1#00138_1_13,00138,00138_1,00138_1_13,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Israels Gaza assault was ""aggression"" not ""self-defense"" under i-law",-1
00138_1#00138_1_14,00138,00138_1,00138_1_14,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israeli attacks embolden extremists on both sides in cycle of violence,-1
00138_1#00138_1_2,00138,00138_1,00138_1_2,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israeli attacks on Gaza feed extremist resentment and terrorism,-1
00138_1#00138_1_3,00138,00138_1,00138_1_3,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Hamas will easily rebuild from damage inflicted by Israel,-1
00138_1#00138_1_4,00138,00138_1,00138_1_4,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israeli assault may actually increase support for Hamas,-1
00138_1#00138_1_5,00138,00138_1,00138_1_5,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel cannot be safe with a terrorist regime in Gaza,1
00138_1#00138_1_6,00138,00138_1,00138_1_6,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israels assault on Gaza was an act of self-defense,1
00138_1#00138_1_7,00138,00138_1,00138_1_7,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israels assault in Gaza was an act of last resort,1
00138_1#00138_1_8,00138,00138_1,00138_1_8,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Israels strikes have severely damaged Hamas, secured Israel",1
00138_1#00138_1_9,00138,00138_1,00138_1_9,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israels attack of Gaza was not an act of last resort,-1
00178_1#00178_1_1,00178,00178_1,00178_1_1,The American Jobs Act is good.,"Bad infrastructure adds to congestion, commute time.",1
00178_1#00178_1_2,00178,00178_1,00178_1_2,The American Jobs Act is good.,AJA gives more to risky corp tax breaks than infrastructure.,-1
00178_1#00178_1_3,00178,00178_1,00178_1_3,The American Jobs Act is good.,Jobs Act will help reduce airline delays.,1
00178_1#00178_1_4,00178,00178_1,00178_1_4,The American Jobs Act is good.,AJA helps employ workers in modernizing America.,1
00178_1#00178_1_5,00178,00178_1,00178_1_5,The American Jobs Act is good.,No guarantee corps will spend tax breaks in Jobs Act.,-1
00178_1#00178_1_6,00178,00178_1,00178_1_6,The American Jobs Act is good.,"More than 2,700 miles of road need repairing.",1
00178_1#00178_1_7,00178,00178_1,00178_1_7,The American Jobs Act is good.,Jobs Act helps rebuild schools and kids learn.,1
00423_15#00423_15_1,00423,00423_15,00423_15_1,The bombing of Hiroshima and Nagasaki was justified.,Invading Japan would have resulted in casualties far beyond bombs,1
00423_15#00423_15_2,00423,00423_15,00423_15_2,The bombing of Hiroshima and Nagasaki was justified.,A speedy end to WWII was critical in saving lives,1
00423_15#00423_15_4,00423,00423_15,00423_15_4,The bombing of Hiroshima and Nagasaki was justified.,Atomic bombs were unnecessary; Japan was looking for peace,-1
00460_11#00460_11_1,00460,00460_11,00460_11_1,Obama does deserve a second term.,Obama has exceeded his executive powers; imperial presidency.,-1
00460_11#00460_11_10,00460,00460_11,00460_11_10,Obama does deserve a second term.,"Obama can""t run on record, so hes creating villains",-1
00460_11#00460_11_11,00460,00460_11,00460_11_11,Obama does deserve a second term.,Obama is wrongly trying to change America.,-1
00460_11#00460_11_13,00460,00460_11,00460_11_13,Obama does deserve a second term.,Obama failed to bring the Olympics to Chicago,-1
00460_11#00460_11_14,00460,00460_11,00460_11_14,Obama does deserve a second term.,General statements supporting a second term for Obama.,1
00460_11#00460_11_15,00460,00460_11,00460_11_15,Obama does deserve a second term.,Barack Obama is only human.,1
00460_11#00460_11_16,00460,00460_11,00460_11_16,Obama does deserve a second term.,Obama wrongly called a Boston cop stupid,-1
00460_11#00460_11_17,00460,00460_11,00460_11_17,Obama does deserve a second term.,President Obama is far better than the Republican right-wing nominees.,1
00460_11#00460_11_18,00460,00460_11,00460_11_18,Obama does deserve a second term.,White House decision-making has been very strong.,1
00460_11#00460_11_19,00460,00460_11,00460_11_19,Obama does deserve a second term.,"Obama is Politician-In-Chief, not Commander-In-Chief",-1
00460_11#00460_11_2,00460,00460_11,00460_11_2,Obama does deserve a second term.,Obama is doing the best he can with a dysfunctional Congress.,1
00460_11#00460_11_3,00460,00460_11,00460_11_3,Obama does deserve a second term.,America has started tuning out an overexposed Obama.,-1
00460_11#00460_11_4,00460,00460_11,00460_11_4,Obama does deserve a second term.,Obama is smarter and more capable than the other candidates.,1
00460_11#00460_11_5,00460,00460_11,00460_11_5,Obama does deserve a second term.,Obama is filled with contempt for America.,-1
00460_11#00460_11_7,00460,00460_11,00460_11_7,Obama does deserve a second term.,President Obama has a long list of major achievements,1
00460_11#00460_11_9,00460,00460_11,00460_11_9,Obama does deserve a second term.,"Second term presidents aren""t concerned about re-election.",1
00460_14#00460_14_1,00460,00460_14,00460_14_1,Obama does deserve a second term.,"Obama justified in ""class warfare"" to restore middle class",1
00460_14#00460_14_10,00460,00460_14,00460_14_10,Obama does deserve a second term.,Obama could have given more help to local govts.,-1
00460_14#00460_14_11,00460,00460_14,00460_14_11,Obama does deserve a second term.,Took action on bolstering American exports.,1
00460_14#00460_14_12,00460,00460_14,00460_14_12,Obama does deserve a second term.,"Obama pushed free trade deals w/ Colombia, Panama, S.K.",1
00460_14#00460_14_13,00460,00460_14,00460_14_13,Obama does deserve a second term.,Flat tax encourages wealthy to re-engage the economy,-1
00460_14#00460_14_15,00460,00460_14,00460_14_15,Obama does deserve a second term.,Obama is engaged in class warfare (against upper-middle class),-1
00460_14#00460_14_16,00460,00460_14,00460_14_16,Obama does deserve a second term.,Obama is dealing with GOP trying to sabotage economy,1
00460_14#00460_14_18,00460,00460_14,00460_14_18,Obama does deserve a second term.,"Obama could have encouraged employers to cut hrs, not fire.",-1
00460_14#00460_14_19,00460,00460_14,00460_14_19,Obama does deserve a second term.,Stopped free-fall; things could have been much worse.,1
00460_14#00460_14_2,00460,00460_14,00460_14_2,Obama does deserve a second term.,Obama did best possible to solve crisis with limited info/time.,1
00460_14#00460_14_20,00460,00460_14,00460_14_20,Obama does deserve a second term.,Took measures to reduce offensive executive pay.,1
00460_14#00460_14_22,00460,00460_14,00460_14_22,Obama does deserve a second term.,Passed strongest consumer financial protections in history.,1
00460_14#00460_14_23,00460,00460_14,00460_14_23,Obama does deserve a second term.,2009 stimulus was filled with waste and misconceptions.,-1
00460_14#00460_14_24,00460,00460_14,00460_14_24,Obama does deserve a second term.,Majorities support Obamas individual economic policies,1
00460_14#00460_14_25,00460,00460_14,00460_14_25,Obama does deserve a second term.,Obama believes govt knows better than comps how to invest,-1
00460_14#00460_14_26,00460,00460_14,00460_14_26,Obama does deserve a second term.,GOP would do nothing but cut taxes; Obama is taking action,1
00460_14#00460_14_27,00460,00460_14,00460_14_27,Obama does deserve a second term.,Obama helped save the auto industry.,1
00460_14#00460_14_28,00460,00460_14,00460_14_28,Obama does deserve a second term.,Obama wrongly extended President Bushs tax cuts,-1
00460_14#00460_14_3,00460,00460_14,00460_14_3,Obama does deserve a second term.,"Obama is a centrist, not a far left radical.",1
00460_14#00460_14_30,00460,00460_14,00460_14_30,Obama does deserve a second term.,Aided states in dire economic straits.,1
00460_14#00460_14_31,00460,00460_14,00460_14_31,Obama does deserve a second term.,Obama has failed to grow the economy,-1
00460_14#00460_14_32,00460,00460_14,00460_14_32,Obama does deserve a second term.,"Took critical steps to fight economic crisis, begin recovery.",1
00460_14#00460_14_33,00460,00460_14,00460_14_33,Obama does deserve a second term.,Extended unemployment benefits to workers in need.,1
00460_14#00460_14_34,00460,00460_14,00460_14_34,Obama does deserve a second term.,Took steps to fight corruption and influence of lobbyists.,1
00460_14#00460_14_35,00460,00460_14,00460_14_35,Obama does deserve a second term.,Increasing taxes on big companies will limit job-creation.,-1
00460_14#00460_14_36,00460,00460_14,00460_14_36,Obama does deserve a second term.,"Obama wrongly believed in ""shovel ready"" projects.",-1
00460_14#00460_14_38,00460,00460_14,00460_14_38,Obama does deserve a second term.,"Obama has changed America, for the worse.",-1
00460_14#00460_14_39,00460,00460_14,00460_14_39,Obama does deserve a second term.,"Obamas clean energy economy, ""green jobs"" have faltered",-1
00460_14#00460_14_4,00460,00460_14,00460_14_4,Obama does deserve a second term.,"Helped shore up housing market, keep families in homes.",1
00460_14#00460_14_40,00460,00460_14,00460_14_40,Obama does deserve a second term.,"GOP tax cuts (only) aren""t very stimulative; they get saved.",1
00460_14#00460_14_41,00460,00460_14,00460_14_41,Obama does deserve a second term.,Obama has eliminated many excessive regulations,1
00460_14#00460_14_42,00460,00460_14,00460_14_42,Obama does deserve a second term.,Obama invested in education to ensure economic prosperity.,1
00460_14#00460_14_43,00460,00460_14,00460_14_43,Obama does deserve a second term.,Curb incentives for investing overseas; encouraged in-sourcing.,1
00460_14#00460_14_44,00460,00460_14,00460_14_44,Obama does deserve a second term.,Took action to help small businesses.,1
00460_14#00460_14_45,00460,00460_14,00460_14_45,Obama does deserve a second term.,Obama has protected and created significant jobs.,1
00460_14#00460_14_46,00460,00460_14,00460_14_46,Obama does deserve a second term.,Obama is leading crony capitalism,-1
00460_14#00460_14_47,00460,00460_14,00460_14_47,Obama does deserve a second term.,"Took steps to fight financial fraud, risks, causes of crisis.",1
00460_14#00460_14_5,00460,00460_14,00460_14_5,Obama does deserve a second term.,Obama is not to blame for the economic crisis.,1
00460_14#00460_14_6,00460,00460_14,00460_14_6,Obama does deserve a second term.,Led world in fighting global financial crisis.,1
00460_14#00460_14_7,00460,00460_14,00460_14_7,Obama does deserve a second term.,Fought to help and re-grow American manufacturing.,1
00460_14#00460_14_8,00460,00460_14,00460_14_8,Obama does deserve a second term.,Obama is the most left-wing president in history,-1
00460_14#00460_14_9,00460,00460_14,00460_14_9,Obama does deserve a second term.,"Stimulus should have been bigger, not smaller as GOP claims.",1
00460_6#00460_6_1,00460,00460_6,00460_6_1,Obama does deserve a second term.,Obama focuses on deporting criminal undocumented immigrants,1
00460_6#00460_6_3,00460,00460_6,00460_6_3,Obama does deserve a second term.,Obama wrongly attacked Arizonas immigration law.,-1
00460_6#00460_6_4,00460,00460_6,00460_6_4,Obama does deserve a second term.,"Obama focuses on a path to citizenship, not mass deportations.",1
00460_6#00460_6_5,00460,00460_6,00460_6_5,Obama does deserve a second term.,"Obama wrongly cancelled ""virtual border fence"" project.",-1
00460_6#00460_6_6,00460,00460_6,00460_6_6,Obama does deserve a second term.,Obamas immigration policies ignore the law.,-1
00494_8#00494_8_1,00494,00494_8,00494_8_1,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Democratic nature of health insurance co-ops enhances quality,1
00494_8#00494_8_2,00494,00494_8,00494_8_2,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Health insurance cooperatives are not very portable,-1
00494_8#00494_8_3,00494,00494_8,00494_8_3,Health insurance co-ops are a good model. They are a good alternative to public insurance.,"Co-ops implement a more holistic, preventive approach",1
00494_8#00494_8_4,00494,00494_8,00494_8_4,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops create tensions b/w doctors and governing boards,-1
00494_8#00494_8_5,00494,00494_8,00494_8_5,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops cannot collect wide data on outcomes,-1
00494_8#00494_8_6,00494,00494_8,00494_8_6,Health insurance co-ops are a good model. They are a good alternative to public insurance.,"Non-profit co-ops are driven by health interests of members, not profits",1
00554_3#00554_3_1,00554,00554_3,00554_3_1,This House believes that current portrayal of women in mass media does more harm than good..,Women are portrayed as perfect models.,1
00554_3#00554_3_2,00554,00554_3,00554_3_2,This House believes that current portrayal of women in mass media does more harm than good..,Women are portrayed as mothers.,1
00554_3#00554_3_3,00554,00554_3,00554_3_3,This House believes that current portrayal of women in mass media does more harm than good..,Women are portrayed as sexual objects.,1
00554_3#00554_3_4,00554,00554_3,00554_3_4,This House believes that current portrayal of women in mass media does more harm than good..,Successful women.,-1
00554_3#00554_3_5,00554,00554_3,00554_3_5,This House believes that current portrayal of women in mass media does more harm than good..,Media tend to generalize.,1
00593_3#00593_3_1,00593,00593_3,00593_3_1,Drinking coffee is good.,Coffee lowers the risk of prostate cancer.,1
00593_3#00593_3_2,00593,00593_3,00593_3_2,Drinking coffee is good.,Coffee can induce stomach problems.,-1
00593_3#00593_3_4,00593,00593_3,00593_3_4,Drinking coffee is good.,Coffee increases the risk of heart attack.,-1
00618_10#00618_10_1,00618,00618_10,00618_10_1,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops would compete with and improve health insurance,1
00618_10#00618_10_2,00618,00618_10,00618_10_2,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Rates between health care co-ops varies significantly,-1
00618_10#00618_10_3,00618,00618_10,00618_10_3,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Health insurance co-ops have difficulty controlling costs and premiums,-1
00618_10#00618_10_4,00618,00618_10,00618_10_4,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Non-profit co-ops have lower administrative costs and premiums,1
00618_10#00618_10_5,00618,00618_10,00618_10_5,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops are equally inefficient as public insurance,-1
00669_8#00669_8_1,00669,00669_8,00669_8_1,"A nuclear Iran is intolerable, justifying military action to prevent.",Bombing Iran would perpetuate radicalism and Iranian regime,-1
00669_8#00669_8_2,00669,00669_8,00669_8_2,"A nuclear Iran is intolerable, justifying military action to prevent.",Air strikes on Iran would be limited to self-defense,1
00669_8#00669_8_3,00669,00669_8,00669_8_3,"A nuclear Iran is intolerable, justifying military action to prevent.",Military strikes on Iran would invite painful retaliation,-1
00669_8#00669_8_4,00669,00669_8,00669_8_4,"A nuclear Iran is intolerable, justifying military action to prevent.",Air strikes can destroy Irans nuclear program,1
00669_8#00669_8_5,00669,00669_8,00669_8_5,"A nuclear Iran is intolerable, justifying military action to prevent.","Iran can rebuild nuclear program, and make it invulnerable",-1
00758_3#00758_3_1,00758,00758_3,00758_3_1,"A progressive tax system is preferred to, for example, a flat tax.",Progressive taxation makes all citizens sacrifice equally,1
00758_3#00758_3_2,00758,00758_3,00758_3_2,"A progressive tax system is preferred to, for example, a flat tax.",Progressive taxation wrongly aims for equality of outcome,-1
00758_3#00758_3_3,00758,00758_3,00758_3_3,"A progressive tax system is preferred to, for example, a flat tax.",Progressive taxation affords individuals equal opportunity.,1
00758_3#00758_3_4,00758,00758_3,00758_3_4,"A progressive tax system is preferred to, for example, a flat tax.",Progressive taxes violate principal of equality before the law,-1
00975_1#00975_1_1,00975,00975_1,00975_1_1,The EU Constitution reform treaty is a good idea.,Lisbon Treaty integration benefits economies of EU countries,1
00975_1#00975_1_2,00975,00975_1,00975_1_2,The EU Constitution reform treaty is a good idea.,Lisbon Treaty limits national economic sovereignty,-1
00975_1#00975_1_3,00975,00975_1,00975_1_3,The EU Constitution reform treaty is a good idea.,Lisbon Treaty prevents states from attracting companies with low taxes.,-1
